id,Parameter1,Parameter2,bnf,type
1,chap_username,chap_password,chap_username != null => chap_password != null,behavior
2,backup_manager,backup_compression_algorithm,"backup_manager = enabled => backup_compression_algorithm in {zlib, bzip2, zstd}",behavior
3,keystone_catalog_info,glance_catalog_info,keystone_catalog_info != null => glance_catalog_info != null,behavior
4,image_volume_cache_max_size_gb,image_volume_cache_max_count,image_volume_cache_max_size_gb > 0 => image_volume_cache_max_count != null,behavior
5,backup_swift_retry_attempts,backup_swift_retry_backoff,backup_swift_retry_attempts != null => backup_swift_retry_backoff != null,behavior
6,target_protocol,target_port,target_protocol = 'nvmet_rdma' => target_port = 4420,behavior
7,glance_api_servers,glance_num_retries,glance_api_servers != null => glance_num_retries > 0,behavior
8,auth_section,auth_connection_timeout,"<Variable> = ""auth_section"" => <Variable> > 0",behavior
9,san_login,san_private_key,san_login != null => san_private_key != null,behavior
10,zoning_mode,use_chap_auth,zoning_mode != null => use_chap_auth != null,behavior
11,backup_manager,backup_native_threads_pool_size,backup_manager != null => backup_native_threads_pool_size > 0,behavior
12,nas_private_key,nas_password,nas_private_key != null => nas_password = null,behavior
13,quota_backups,quota_gigabytes,quota_backups != null => quota_gigabytes != null,behavior
14,driver_client_cert,driver_client_cert_key,driver_client_cert!=null => driver_client_cert_key!=null,behavior
15,use_default_quota_class,until_refresh,use_default_quota_class = true => until_refresh != null,behavior
16,backup_swift_retry_attempts,backup_swift_retry_backoff,<Condition> => <ConstraintItem> ::= backup_swift_retry_attempts > 0 => backup_swift_retry_backoff != null,behavior
17,nas_host,nas_ssh_port,nas_host != null => nas_ssh_port != null,behavior
18,enable_unsupported_driver,driver_use_ssl,enable_unsupported_driver = true => driver_use_ssl = ANY,behavior
19,allocated_capacity_weight_multiplier,capacity_weight_multiplier,allocated_capacity_weight_multiplier > 0 => capacity_weight_multiplier < 0,behavior
20,backup_swift_project,backup_swift_object_size,backup_swift_project != null => backup_swift_object_size != null,behavior
21,backup_swift_project,backup_swift_tenant,backup_swift_project != null => backup_swift_tenant != null,behavior
22,glance_ca_certificates_file,glance_keyfile,glance_ca_certificates_file != null => glance_keyfile != null,behavior
23,backup_swift_retry_attempts,backup_swift_retry_backoff,backup_swift_retry_attempts > 0 => backup_swift_retry_backoff > 0,behavior
24,compute_api_class,backup_api_class,compute_api_class != null => backup_api_class != null,behavior
25,glance_request_timeout,glance_num_retries,glance_request_timeout != null => glance_num_retries > 0,behavior
26,service_down_time,report_interval,service_down_time > 60 => report_interval < service_down_time / 3,behavior
27,backup_swift_auth_version,backup_swift_object_size,backup_swift_auth_version != null => backup_swift_object_size > 0,behavior
28,glance_core_properties,glance_api_version,"glance_core_properties != null => glance_api_version in {{1, 2}}",behavior
29,swift_catalog_info,keystone_catalog_info,swift_catalog_info != null => keystone_catalog_info != null,behavior
30,backend_availability_zone,default_availability_zone,backend_availability_zone != null => default_availability_zone != null,behavior
31,compute_api_class,volume_api_class,compute_api_class != null => volume_api_class != null,behavior
32,backup_swift_project,backup_swift_key,backup_swift_project != null => backup_swift_key != null,behavior
33,nas_share_path,nas_mount_options,nas_share_path != null => nas_mount_options != null,behavior
34,backup_swift_project,backup_swift_container,backup_swift_project != null => backup_swift_container != null,behavior
35,backup_swift_project,backup_swift_auth,backup_swift_project != null => backup_swift_auth != null,behavior
36,glance_num_retries,verify_glance_signatures,glance_num_retries > 0 => verify_glance_signatures = true,behavior
37,default_volume_type,volume_service_inithost_offload,"default_volume_type in {{ ""lvm"", ""nfs"" }} => volume_service_inithost_offload = true",behavior
38,volume_dd_blocksize,volume_copy_bps_limit,volume_copy_bps_limit = 0 => volume_dd_blocksize = ANY,behavior
39,tcp_keepalive_count,tcp_keepalive_interval,tcp_keepalive_count != null => tcp_keepalive_interval != null,behavior
40,driver_ssl_cert_path,driver_ssl_cert_verify,driver_ssl_cert_path!=null => driver_ssl_cert_verify!=null,behavior
41,quota_gigabytes,backup_gigabytes,quota_gigabytes != null => backup_gigabytes != null,behavior
42,backup_manager,backup_use_openssl,backup_manager = enabled => backup_use_openssl = true,behavior
43,backup_service_inithost_offload,volume_service_inithost_offload,backup_service_inithost_offload = ANY => volume_service_inithost_offload = ANY,behavior
44,tcp_keepalive_interval,tcp_keepalive_idle,tcp_keepalive_interval > 0 => tcp_keepalive_idle > 0,behavior
45,max_age,volume_snapshot_expiration,max_age > 0 => volume_snapshot_expiration = max_age,behavior
46,glance_keyfile,glance_core_properties,glance_keyfile != null => glance_core_properties = ANY,behavior
47,backup_gcs_project_id,backup_gcs_num_retries,backup_gcs_project_id != null => backup_gcs_num_retries = ANY,behavior
48,backup_manager,backup_use_temp_snapshot,backup_manager = enabled => backup_use_temp_snapshot = true,behavior
49,driver_ssl_cert_verify,driver_ssl_cert,driver_ssl_cert_verify = true => driver_ssl_cert != null,behavior
50,replication_device,volume_backend_name,replication_device != null => volume_backend_name != null,behavior
