id,Parameter1,Parameter2,bnf,type
1,yarn.nodemanager.amrmproxy.enabled,yarn.resourcemanager.opportunistic-container-allocation.enabled,"yarn.nodemanager.amrmproxy.enabled = true => yarn.resourcemanager.opportunistic-container-allocation.enabled in {true, false}",behavior
2,yarn.timeline-service.entity-group-fs-store.retain-seconds,yarn.timeline-service.leveldb-timeline-store.retain-seconds,yarn.timeline-service.entity-group-fs-store.retain-seconds = <valueExpression> => yarn.timeline-service.leveldb-timeline-store.retain-seconds = <valueExpression>,behavior
3,yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit > 0 => yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms > 0,behavior
4,yarn.node-labels.configuration-type,yarn.node-labels.fs-store.root-dir,"yarn.node-labels.configuration-type = ""centralized"" => yarn.node-labels.fs-store.root-dir != null",behavior
5,yarn.nodemanager.bind-host,yarn.nodemanager.webapp.address,yarn.nodemanager.bind-host = <String> => yarn.nodemanager.webapp.address = <String>,behavior
6,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms = 250 => yarn.nodemanager.process-kill-wait.ms = 2000,behavior
7,yarn.resourcemanager.rm.container-allocation.expiry-interval-ms,yarn.resourcemanager.nodemanagers.heartbeat-interval-ms,yarn.resourcemanager.rm.container-allocation.expiry-interval-ms != null => yarn.resourcemanager.nodemanagers.heartbeat-interval-ms = 1000,behavior
8,yarn.timeline-service.version,yarn.timeline-service.principal,yarn.timeline-service.version = 2 => yarn.timeline-service.principal != null,behavior
9,yarn.log-aggregation-enable,yarn.nodemanager.remote-app-log-dir,yarn.log-aggregation-enable = true => yarn.nodemanager.remote-app-log-dir != null,behavior
10,yarn.nodemanager.resource-calculator.class,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource-calculator.class = ANY => yarn.nodemanager.resource.cpu-vcores > 0,behavior
11,yarn.timeline-service.store-class,yarn.timeline-service.leveldb-state-store.path,"yarn.timeline-service.store-class = org.apache.hadoop.yarn.server.timeline.LeveldbTimelineStore => yarn.timeline-service.leveldb-state-store.path = (yarn.timeline-service.leveldb-timeline-store.path + ""/state"")",behavior
12,yarn.resourcemanager.fail-fast,yarn.resourcemanager.zk-state-store.address,yarn.resourcemanager.fail-fast = true => yarn.resourcemanager.zk-state-store.address != null,behavior
13,yarn.app.mapreduce.am.job.client.port-range,yarn.app.mapreduce.am.webapp.port-range,"<Dependency> ::= <Condition> => <ConstraintItem>
<Condition> ::= yarn.app.mapreduce.am.job.client.port-range != null
<ConstraintItem> ::= yarn.app.mapreduce.am.webapp.port-range != null",behavior
14,yarn.timeline-service.leveldb-timeline-store.read-cache-size,yarn.timeline-service.leveldb-timeline-store.start-time-read-cache-size,<Dependency> ::= <Condition> => <ConstraintItem>,behavior
15,yarn.node-labels.fs-store.retry-policy-spec,yarn.node-labels.fs-store.max-retries,yarn.node-labels.fs-store.retry-policy-spec = ANY => yarn.node-labels.fs-store.max-retries > 0,behavior
16,yarn.client.failover-max-attempts,yarn.client.failover-sleep-base-ms,yarn.client.failover-max-attempts > 1 => yarn.client.failover-sleep-base-ms > 0,behavior
