id,Parameter1,Parameter2,bnf,type
1,yarn.nodemanager.container-monitor.procfs-tree.smaps-based-rss.enabled,yarn.nodemanager.vmem-check-enabled,yarn.nodemanager.container-monitor.procfs-tree.smaps-based-rss.enabled = true => yarn.nodemanager.vmem-check-enabled = false,behavior
2,yarn.timeline-service.version,yarn.timeline-service.webapp.https.address,yarn.timeline-service.version = 2 => yarn.timeline-service.webapp.https.address = ${yarn.timeline-service.hostname}:8190,behavior
3,yarn.web-proxy.principal,hadoop.security.auth_to_local,yarn.web-proxy.principal != null => hadoop.security.auth_to_local in {{VALID_MAPPING_RULES}},behavior
4,yarn.resourcemanager.am-rm-tokens.master-key-rolling-interval-secs,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs > yarn.nm.liveness-monitor.expiry-interval-ms AND yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs > yarn.resourcemanager.rm.container-allocation.expiry-interval-ms => yarn.resourcemanager.am-rm-tokens.master-key-rolling-interval-secs = 86400,behavior
5,yarn.timeline-service.hbase.configuration.file,hdfs.replication,yarn.timeline-service.hbase.configuration.file != null => hdfs.replication in [1..10],behavior
6,yarn.nodemanager.container-diagnostics-maximum-size,yarn.log-aggregation.retain-seconds,yarn.nodemanager.container-diagnostics-maximum-size > default => yarn.log-aggregation.retain-seconds > default,behavior
7,yarn.timeline-service.state-store-class,yarn.timeline-service.leveldb-state-store.path,"yarn.timeline-service.state-store-class = ""org.apache.hadoop.yarn.server.timeline.LeveldbTimelineStore"" => yarn.timeline-service.leveldb-state-store.path != null",behavior
8,yarn.federation.subcluster-resolver.class,yarn.federation.state-store.class,yarn.federation.subcluster-resolver.class = org.apache.hadoop.yarn.server.federation.resolver.defaultSubClusterResolverImpl => yarn.federation.state-store.class = org.apache.hadoop.yarn.server.federation.store.impl.MemoryFederationStateStore,behavior
9,yarn.timeline-service.address,yarn.timeline-service.port,yarn.timeline-service.address = ANY => yarn.timeline-service.port = [1024..65535],behavior
10,yarn.timeline-service.client.max-retries,yarn.timeline-service.client.best-effort,yarn.timeline-service.client.max-retries > 0 => yarn.timeline-service.client.best-effort = false,behavior
