id,Parameter1,Parameter2,bnf,type
1,hbase.bulkload.retries.number,hbase.regionserver.optionallogflushinterval,hbase.bulkload.retries.number > 0 => hbase.regionserver.optionallogflushinterval = ANY,behavior
2,hbase.coprocessor.abortonerror,hbase.coprocessor.master.classes,hbase.coprocessor.abortonerror = true => hbase.coprocessor.master.classes != null,behavior
3,hbase.mob.compaction.batch.size,hbase.mob.compaction.max.file.size,hbase.mob.compaction.batch.size > 0 => hbase.mob.compaction.max.file.size > hbase.mob.compaction.batch.size,behavior
4,hbase.region.replica.replication.enabled,hbase.region.replica.storefile.refresh.memstore.multiplier,hbase.region.replica.replication.enabled = true => hbase.region.replica.storefile.refresh.memstore.multiplier > 1,behavior
5,hbase.status.publisher.class,hbase.status.listener.class,"hbase.status.publisher.class = ""org.apache.hadoop.hbase.master.ClusterStatusPublisher$MulticastPublisher"" => hbase.status.listener.class = ""org.apache.hadoop.hbase.client.ClusterStatusListener$MulticastListener""",behavior
6,hbase.regionserver.handler.count,hbase.regionserver.global.memstore.size,hbase.regionserver.handler.count > 50 => hbase.regionserver.global.memstore.size > 0.4,behavior
7,hbase.rs.cacheblocksonwrite,hbase.regionserver.metrics.enabled,hbase.rs.cacheblocksonwrite != null => hbase.regionserver.metrics.enabled = true,behavior
8,hbase.server.thread.wakefrequency,hbase.regionserver.handler.count,hbase.server.thread.wakefrequency > 10000 => hbase.regionserver.handler.count > 30,behavior
9,hbase.zookeeper.quorum,hbase.zookeeper.property.clientPort,hbase.zookeeper.quorum != null => hbase.zookeeper.property.clientPort = <Singlevalue>,behavior
10,hbase.mob.compaction.chore.period,hbase.mob.file.max.size,hbase.mob.compaction.chore.period > 0 => hbase.mob.file.max.size > 0,behavior
11,hbase.mob.compaction.chore.period,hbase.mob.cache.evict.period,hbase.mob.compaction.chore.period > 0 => hbase.mob.cache.evict.period > 0,behavior
12,hbase.bulkload.retries.number,hbase.hregion.memstore.flush.size,hbase.bulkload.retries.number > 1 => hbase.hregion.memstore.flush.size > [default..ANY],behavior
13,hbase.data.umask,hbase.rootdir,hbase.data.umask != null => hbase.rootdir != null,behavior
14,hbase.master.info.bindAddress,hbase.master.backup.info.bindAddress,hbase.master.info.bindAddress != null => hbase.master.backup.info.bindAddress != null,behavior
15,hbase.regionserver.minorcompaction.pagecache.drop,hbase.regionserver.global.memstore.size,hbase.regionserver.minorcompaction.pagecache.drop = true => hbase.regionserver.global.memstore.size < 0.4,behavior
16,hbase.regionserver.port,hbase.regionserver.info.bindAddress,"hbase.regionserver.port != null => hbase.regionserver.info.bindAddress = ""0.0.0.0""",behavior
17,hbase.client.pause,hbase.client.scanner.timeout.period,hbase.client.pause > 100 => hbase.client.scanner.timeout.period > hbase.client.pause * 3,behavior
18,hbase.mob.cache.evict.period,hbase.mob.compaction.mergeable.threshold,hbase.mob.cache.evict.period < 600 => hbase.mob.compaction.mergeable.threshold = 1000,behavior
19,hbase.regionserver.hlog.writer.impl,hbase.wal.provider,hbase.regionserver.hlog.writer.impl != null => hbase.wal.provider != null,behavior
20,hbase.status.publisher.class,hbase.status.publisher.interval,hbase.status.publisher.class != null => hbase.status.publisher.interval > 0,behavior
21,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.end.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.end.hour != null,control
22,hbase.regionserver.kerberos.principal,hbase.security.authentication,hbase.regionserver.kerberos.principal != null => hbase.security.authentication = 'kerberos',control
23,hbase.client.scanner.timeout.period,hbase.regionserver.lease.period,hbase.client.scanner.timeout.period > 0 => hbase.regionserver.lease.period > hbase.client.scanner.timeout.period,control
24,hbase.hstore.checksum.algorithm,hbase.hstore.blockingStoreFiles,hbase.hstore.checksum.algorithm != null => hbase.hstore.blockingStoreFiles < 20,control
25,hbase.regionserver.thread.compaction.throttle,hbase.regionserver.thread.compaction.small,hbase.regionserver.thread.compaction.throttle > 2 => hbase.regionserver.thread.compaction.small > 1,control
26,hbase.rest.csrf.enabled,hbase.rest.port,hbase.rest.csrf.enabled = true => hbase.rest.port != 8080,control
