id,Parameter1,Parameter2,bnf,type
1,dfs.namenode.lease-recheck-interval-ms,dfs.namenode.lease-period,dfs.namenode.lease-recheck-interval-ms < dfs.namenode.lease-period,behavior
2,dfs.web.authentication.filter,hadoop.http.authentication.type,"<Variable> = ""dfs.web.authentication.filter"" => <Variable> = ""hadoop.http.authentication.type""",behavior
3,dfs.namenode.delegation.key.update-interval,dfs.namenode.delegation.token.max-lifetime,dfs.namenode.delegation.key.update-interval < dfs.namenode.delegation.token.max-lifetime => dfs.namenode.delegation.token.max-lifetime > dfs.namenode.delegation.key.update-interval,behavior
4,dfs.hosts,dfs.hosts.exclude,dfs.hosts != null => dfs.hosts.exclude != null,behavior
5,dfs.ha.standby.checkpoints,dfs.ha.tail-edits.period,dfs.ha.standby.checkpoints = true => dfs.ha.tail-edits.period > 0,behavior
6,dfs.client.read.shortcircuit,dfs.client.read.shortcircuit.skip.checksum,"dfs.client.read.shortcircuit = true => dfs.client.read.shortcircuit.skip.checksum in {true, false}",behavior
7,dfs.client.block.write.locateFollowingBlock.retries,dfs.client.socket-timeout,dfs.client.block.write.locateFollowingBlock.retries > 3 => dfs.client.socket-timeout > 60000,behavior
8,dfs.namenode.safemode.replication.min,dfs.namenode.safemode.threshold-pct,dfs.namenode.safemode.replication.min = ANY => dfs.namenode.safemode.threshold-pct = ANY,behavior
9,dfs.client.failover.random.order,dfs.client.retry.policy.enabled,dfs.client.failover.random.order = true => dfs.client.retry.policy.enabled = true,behavior
10,dfs.client.socket-timeout,dfs.datanode.socket.write.timeout,dfs.client.socket-timeout > 0 => dfs.datanode.socket.write.timeout = dfs.client.socket-timeout + 1000,behavior
11,dfs.client.https.need-auth,dfs.https.server.keystore.resource,"dfs.https.server.keystore.resource != ""null"" => dfs.client.https.need-auth = ""true""",behavior
12,dfs.datanode.dns.interface,dfs.datanode.dns.nameserver,dfs.datanode.dns.interface != null => dfs.datanode.dns.nameserver != null,behavior
13,dfs.client.failover.connection.retries,dfs.client.failover.sleep.max.millis,dfs.client.failover.connection.retries > 0 => dfs.client.failover.sleep.max.millis > dfs.client.failover.sleep.base.millis,behavior
14,dfs.datanode.scan.period.hours,dfs.datanode.directoryscan.interval,dfs.datanode.scan.period.hours > 0 => dfs.datanode.directoryscan.interval = [1..24],behavior
15,dfs.client.block.write.retries,dfs.client.socket-timeout,dfs.client.block.write.retries > 1 => dfs.client.socket-timeout > 60000,behavior
16,dfs.client.replica.accessor.builder.classes,dfs.client.replica.selector.class,dfs.client.replica.accessor.builder.classes != null => dfs.client.replica.selector.class != null,behavior
17,dfs.namenode.audit.log.async,dfs.namenode.audit.log.maxretainminutes,dfs.namenode.audit.log.async = true => dfs.namenode.audit.log.maxretainminutes > 0,behavior
18,dfs.stream-buffer-size,dfs.datanode.hdfs-blocks-metadata.enabled,dfs.stream-buffer-size > 65536 => dfs.datanode.hdfs-blocks-metadata.enabled = true,behavior
19,dfs.client.write.byte-array-manager.count-reset-time-period-ms,dfs.client.write.byte-array-manager.enabled,dfs.client.write.byte-array-manager.enabled = true => dfs.client.write.byte-array-manager.count-reset-time-period-ms > 0,behavior
20,dfs.namenode.path.based.cache.refresh.interval.ms,dfs.namenode.path.based.cache.retry.interval.ms,dfs.namenode.path.based.cache.refresh.interval.ms < dfs.namenode.path.based.cache.retry.interval.ms => dfs.namenode.path.based.cache.retry.interval.ms = dfs.namenode.path.based.cache.refresh.interval.ms * 0.5,behavior
21,dfs.datanode.kerberos.principal,hadoop.security.authentication,dfs.datanode.kerberos.principal != null => hadoop.security.authentication = 'kerberos',behavior
22,dfs.client.socketcache.capacity,dfs.client.socket-timeout,dfs.client.socketcache.capacity > {{ANY}} => dfs.client.socket-timeout > {{ANY}},behavior
23,dfs.journalnode.kerberos.principal,dfs.namenode.kerberos.principal,dfs.journalnode.kerberos.principal != null => dfs.namenode.kerberos.principal != null,behavior
24,dfs.http.client.failover.max.attempts,dfs.http.client.failover.sleep.max.millis,dfs.http.client.failover.max.attempts > 1 => dfs.http.client.failover.sleep.max.millis > dfs.http.client.failover.sleep.base.millis,behavior
25,dfs.namenode.accesstime.precision,dfs.namenode.checkpoint.period,dfs.namenode.accesstime.precision < 3600 => dfs.namenode.checkpoint.period < 3600,behavior
26,dfs.qjournal.start-segment.timeout.ms,ipc.client.connect.timeout,dfs.qjournal.start-segment.timeout.ms > 0 => ipc.client.connect.timeout > dfs.qjournal.start-segment.timeout.ms,behavior
27,dfs.client.failover.max.attempts,dfs.client.failover.sleep.base.millis,dfs.client.failover.max.attempts > 5 => dfs.client.failover.sleep.base.millis < 1000,behavior
28,dfs.namenode.lifeline.rpc-bind-host,dfs.namenode.rpc-bind-host,dfs.namenode.lifeline.rpc-bind-host != null => dfs.namenode.rpc-bind-host != null,behavior
29,dfs.datanode.plugins,dfs.datanode.shared.file.descriptor.paths,dfs.datanode.plugins != null => dfs.datanode.shared.file.descriptor.paths != null,behavior
30,dfs.namenode.hosts.provider.classname,dfs.ha.automatic-failover.enabled,dfs.namenode.hosts.provider.classname != default => dfs.ha.automatic-failover.enabled = true,behavior
31,dfs.namenode.edits.journal-plugin.qjournal,dfs.ha.tail-edits.period,dfs.namenode.edits.journal-plugin.qjournal != null => dfs.ha.tail-edits.period > 0,behavior
32,dfs.balancer.block-move.timeout,dfs.balancer.movedWinWidth,dfs.balancer.block-move.timeout > 600000 => dfs.balancer.movedWinWidth > 5400000,behavior
33,dfs.namenode.edits.dir.required,dfs.namenode.shared.edits.dir,dfs.namenode.edits.dir.required != null => dfs.namenode.shared.edits.dir != null,behavior
34,dfs.blockreport.intervalMsec,dfs.namenode.replication.interval,dfs.blockreport.intervalMsec > 60000 => dfs.namenode.replication.interval > 300,behavior
35,dfs.namenode.audit.loggers,dfs.namenode.audit.log.maxfilesize,"dfs.namenode.audit.loggers = ""ANY"" => dfs.namenode.audit.log.maxfilesize = ""ANY""",behavior
36,dfs.client.short.circuit.replica.stale.threshold.ms,dfs.client.read.shortcircuit,dfs.client.read.shortcircuit = true => dfs.client.short.circuit.replica.stale.threshold.ms > 0,behavior
37,dfs.qjournal.new-epoch.timeout.ms,dfs.ha.tail-edits.period,dfs.qjournal.new-epoch.timeout.ms < 60000 => dfs.ha.tail-edits.period < 60,behavior
38,dfs.journalnode.edits.dir,dfs.ha.tail-edits.period,dfs.journalnode.edits.dir != null => dfs.ha.tail-edits.period in {{30..60}},behavior
39,dfs.client.failover.connection.retries.on.timeouts,dfs.client.failover.sleep.max.millis,dfs.client.failover.connection.retries.on.timeouts > 0 => dfs.client.failover.sleep.max.millis > dfs.client.failover.sleep.base.millis,behavior
40,dfs.namenode.https-address,dfs.https.need.client.auth,dfs.namenode.https-address != null => dfs.https.need.client.auth = ANY,behavior
41,dfs.namenode.fs-limits.max-blocks-per-file,dfs.blocksize,dfs.namenode.fs-limits.max-blocks-per-file > 1 => dfs.blocksize < (file_size / dfs.namenode.fs-limits.max-blocks-per-file),behavior
42,dfs.secondary.namenode.keytab.file,hadoop.security.auth_to_local,dfs.secondary.namenode.keytab.file != null => hadoop.security.auth_to_local != null,behavior
43,dfs.cluster.administrators,dfs.permissions.enabled,dfs.cluster.administrators != null => dfs.permissions.enabled = true,behavior
44,dfs.client.block.write.locateFollowingBlock.retries,dfs.client.block.write.retries,dfs.client.block.write.locateFollowingBlock.retries > 0 => dfs.client.block.write.retries > 0,behavior
45,dfs.namenode.block-placement-policy.default.prefer-local-node,dfs.blocksize,dfs.namenode.block-placement-policy.default.prefer-local-node = true => dfs.blocksize > 0,behavior
46,dfs.qjournal.accept-recovery.timeout.ms,dfs.ha.tail-edits.period,dfs.qjournal.accept-recovery.timeout.ms < dfs.ha.tail-edits.period,behavior
47,dfs.namenode.edits.dir.required,dfs.namenode.name.dir,dfs.namenode.edits.dir.required = true => dfs.namenode.name.dir != null,behavior
48,dfs.qjournal.queued-edits.limit.mb,ipc.client.connect.timeout,dfs.qjournal.queued-edits.limit.mb > 100 => ipc.client.connect.timeout > 60000,behavior
49,dfs.https.port,dfs.https.need.client.auth,"dfs.https.port != null => dfs.https.need.client.auth = {true, false}",behavior
50,dfs.client.write.byte-array-manager.count-threshold,dfs.client.write.byte-array-manager.limit-per-thread,dfs.client.write.byte-array-manager.count-threshold > 0 => dfs.client.write.byte-array-manager.limit-per-thread > 0,behavior
51,dfs.datanode.balance.bandwidthPerSec,dfs.datanode.balance.max.concurrent.moves,dfs.datanode.balance.bandwidthPerSec > 0 => dfs.datanode.balance.max.concurrent.moves > 0,behavior
52,dfs.namenode.top.window.num.buckets,dfs.namenode.top.num.users,dfs.namenode.top.window.num.buckets > 0 => dfs.namenode.top.num.users > 0,behavior
53,dfs.data.transfer.client.tcpnodelay,dfs.data.transfer.socket.receive.buffer.size,dfs.data.transfer.client.tcpnodelay = true => dfs.data.transfer.socket.receive.buffer.size > 0,behavior
54,dfs.web.authentication.kerberos.principal,dfs.web.authentication.kerberos.keytab,dfs.web.authentication.kerberos.principal != null => dfs.web.authentication.kerberos.keytab != null,behavior
55,dfs.namenode.list.cache.directives.num.responses,dfs.namenode.list.cache.directives.expiry.time.millis,dfs.namenode.list.cache.directives.expiry.time.millis < 60000 => dfs.namenode.list.cache.directives.num.responses in {{100..500}},behavior
56,dfs.datanode.cache.revocation.timeout.ms,dfs.datanode.max.locked.memory,dfs.datanode.cache.revocation.timeout.ms > 0 => dfs.datanode.max.locked.memory > 0,behavior
57,dfs.journalnode.kerberos.principal,dfs.encrypt.data.transfer,dfs.journalnode.kerberos.principal != null => dfs.encrypt.data.transfer = true,behavior
58,dfs.webhdfs.enabled,dfs.https.enable,dfs.webhdfs.enabled = true AND dfs.http.policy = HTTPS_ONLY => dfs.https.enable = true,control
59,dfs.block.access.token.enable,dfs.block.access.token.lifetime,dfs.block.access.token.enable = true => dfs.block.access.token.lifetime != null,control
60,dfs.namenode.fs-limits.max-component-length,dfs.namenode.fs-limits.max-directory-items,dfs.namenode.fs-limits.max-component-length > 255 => dfs.namenode.fs-limits.max-directory-items > 1000,control
61,dfs.http.policy,dfs.webhdfs.enabled,"dfs.http.policy = ""HTTP_ONLY"" => dfs.webhdfs.enabled = ""true""",control
62,dfs.client.mmap.enabled,dfs.datanode.max.locked.memory,dfs.client.mmap.enabled = true => dfs.datanode.max.locked.memory > 0,control
63,dfs.namenode.replication.considerLoad,dfs.namenode.replication.considerLoad.factor,dfs.namenode.replication.considerLoad = true => dfs.namenode.replication.considerLoad.factor = 2.0,control
64,dfs.namenode.backup.http-address,dfs.ha.namenodes.[nameservice ID],"dfs.namenode.backup.http-address != null => dfs.ha.namenodes.[nameservice ID] in {{backup_namenode_id, other_namenode_ids}}",control
