id,Parameter1,Parameter2,bnf,type
1,hbase.regionserver.msginterval,hbase.regionserver.lease.period,hbase.regionserver.msginterval > 1000 => hbase.regionserver.lease.period > 60000,behavior
2,hbase.bucketcache.bucket.sizes,hbase.bucketcache.ioengine,"hbase.bucketcache.bucket.sizes != null => hbase.bucketcache.ioengine in {{""offheap"", ""file""}}",behavior
3,hbase.thrift.maxWorkerThreads,hbase.thrift.queueSize,hbase.thrift.maxWorkerThreads > {{current_value}} => hbase.thrift.queueSize > {{current_queue_size}},behavior
4,hbase.regionserver.logroll.period,hbase.regionserver.logroll.multiplier,hbase.regionserver.logroll.period < 3600 => hbase.regionserver.logroll.multiplier < 0.95,behavior
5,hbase.coprocessor.enabled,hbase.coprocessor.user.enabled,hbase.coprocessor.enabled = true => hbase.coprocessor.user.enabled != null,control
6,hbase.bucketcache.ioengine,hbase.bucketcache.percentage.in.combinedcache,hbase.bucketcache.ioengine != null => hbase.bucketcache.percentage.in.combinedcache in [0..100],control
7,hbase.zookeeper.peerport,hbase.zookeeper.leaderport,hbase.zookeeper.peerport != null => hbase.zookeeper.leaderport != hbase.zookeeper.peerport,control
8,hbase.coprocessor.user.enabled,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.coprocessor.user.enabled = ANY,control
9,hbase.regionserver.hlog.reader.impl,hbase.regionserver.hlog.syncer.count,hbase.regionserver.hlog.reader.impl != default => hbase.regionserver.hlog.syncer.count > 1,control
10,hbase.ipc.server.callqueue.handler.factor,hbase.regionserver.handler.count,hbase.ipc.server.callqueue.handler.factor > 1 => hbase.regionserver.handler.count > hbase.regionserver.handler.count * hbase.ipc.server.callqueue.handler.factor,control
11,hbase.status.publisher.class,hbase.status.multithreaded.publisher.threads,"hbase.status.publisher.class in {{org.apache.hadoop.hbase.MultiThreadedStatusPublisher, com.custom.MultiThreadedPublisher}} => hbase.status.multithreaded.publisher.threads > 1",control
12,hbase.client.pause,hbase.rpc.timeout,hbase.client.pause > 100 => hbase.rpc.timeout > hbase.client.pause * hbase.client.retries.number,control
13,hbase.rootdir,hbase.zookeeper.quorum,hbase.cluster.distributed = true => hbase.zookeeper.quorum != null,control
