id,Parameter1,Parameter2,bnf,type
1,mapreduce.job.sharedcache.mode,mapreduce.job.sharedcache.uploadpolicy,"<Dependency> ::= <Variable> = ""enabled"" => <Variable> != ""null""",behavior
2,mapreduce.map.sort.spill.percent,mapreduce.map.output.compress,mapreduce.map.sort.spill.percent in {{0.5..1.0}} => mapreduce.map.output.compress = true,behavior
3,mapreduce.shuffle.max.threads,mapreduce.shuffle.parallelcopies,mapreduce.shuffle.max.threads > 0 => mapreduce.shuffle.parallelcopies > 0,behavior
4,mapreduce.jobhistory.principal,mapreduce.jobhistory.keytab,mapreduce.jobhistory.principal != null => mapreduce.jobhistory.keytab != null,behavior
5,mapreduce.shuffle.connection-keep-alive.timeout,mapreduce.shuffle.read.timeout,mapreduce.shuffle.connection-keep-alive.timeout > 0 => mapreduce.shuffle.read.timeout > mapreduce.shuffle.connection-keep-alive.timeout,behavior
6,mapreduce.jobhistory.cleaner.enable,mapreduce.jobhistory.done-dir,mapreduce.jobhistory.cleaner.enable = true => mapreduce.jobhistory.done-dir != null,control
7,mapreduce.ifile.readahead.bytes,mapreduce.ifile.readahead,mapreduce.ifile.readahead = true => mapreduce.ifile.readahead.bytes > 0,control
8,mapreduce.job.speculative.retry-after-speculate,mapreduce.map.speculative,mapreduce.map.speculative = true => mapreduce.job.speculative.retry-after-speculate = ANY,control
9,mapreduce.job.speculative.retry-after-no-speculate,mapreduce.reduce.speculative,mapreduce.reduce.speculative = true => mapreduce.job.speculative.retry-after-no-speculate = ANY,control
10,mapreduce.job.speculative.slowtaskthreshold,mapreduce.job.speculative.slownodethreshold,mapreduce.job.speculative.slowtaskthreshold > 1 => mapreduce.job.speculative.slownodethreshold > 1,control
11,mapreduce.jobhistory.recovery.store.class,mapreduce.jobhistory.recovery.enable,mapreduce.jobhistory.recovery.store.class != null => mapreduce.jobhistory.recovery.enable = true,control
12,mapreduce.jobhistory.webapp.rest-csrf.custom-header,mapreduce.jobhistory.webapp.rest-csrf.enabled,mapreduce.jobhistory.webapp.rest-csrf.enabled = true => mapreduce.jobhistory.webapp.rest-csrf.custom-header != null,control
13,mapreduce.jobtracker.system.dir,mapreduce.jobtracker.address,mapreduce.jobtracker.address != null => mapreduce.jobtracker.system.dir = ANY,control
14,mapreduce.job.reduces,mapreduce.job.reduce.slowstart.completedmaps,mapreduce.job.reduce.slowstart.completedmaps < 100 => mapreduce.job.reduces = 0,control
15,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.enable = true => mapreduce.job.ubertask.maxreduces != null,control
16,mapreduce.ifile.readahead.bytes,mapreduce.ifile.readahead,mapreduce.ifile.readahead = true => mapreduce.ifile.readahead.bytes > 0,control
