id,Parameter1,Parameter2,bnf,type
1,auth_version,swift_store_large_object_size,auth_version!=null => swift_store_large_object_size=ANY,behavior
2,image_size_cap,default_store,image_size_cap > {{backend_limit}} => default_store != 'file',behavior
3,filesystem_store_datadirs,filesystem_store_metadata_file,filesystem_store_datadirs != null => filesystem_store_metadata_file != null,behavior
4,swift_store_key,swift_store_auth_address,swift_store_key != null => swift_store_auth_address != null,behavior
5,rbd_store_chunk_size,show_image_direct_url,rbd_store_chunk_size > 65536 => show_image_direct_url = true,behavior
6,log-config,log_use_syslog,log-config!=null => log_use_syslog=ANY,behavior
7,auth_version,swift_store_service_type,auth_version!=null => swift_store_service_type=ANY,behavior
8,auth_version,swift_store_ssl_compression,auth_version!=null => swift_store_ssl_compression=ANY,behavior
9,auth_version,swift_store_multiple_containers_seed,auth_version!=null => swift_store_multiple_containers_seed=ANY,behavior
10,public_endpoint,http_keepalive,public_endpoint=true => http_keepalive=true,behavior
11,swift_store_multiple_containers_seed,swift_store_container,swift_store_multiple_containers_seed!=null => swift_store_container in {{ String }},behavior
12,swift_store_multi_tenant,swift_store_container,swift_store_multi_tenant=true => swift_store_container in {{ String }},behavior
13,filesystem_store_chunk_size,filesystem_store_file_perm,filesystem_store_chunk_size > default => filesystem_store_file_perm = 0644,behavior
14,s3_store_access_key,s3_store_bucket,s3_store_access_key != null => s3_store_bucket != null,behavior
15,log-config,log_dir,log-config!=null => log_dir=ANY,behavior
16,auth_version,swift_store_config_file,auth_version!=null => swift_store_config_file=ANY,behavior
17,auth_version,swift_store_endpoint_type,auth_version!=null => swift_store_endpoint_type=ANY,behavior
18,auth_version,swift_store_auth_address,auth_version!=null => swift_store_auth_address=ANY,behavior
19,auth_version,swift_store_admin_tenants,auth_version!=null => swift_store_admin_tenants=ANY,behavior
20,swift_store_config_file,swift_store_region,swift_store_config_file != null => swift_store_region != null,behavior
21,rbd_store_pool,rbd_store_user,rbd_store_pool != null => rbd_store_user != null,behavior
22,rbd_store_chunk_size,rbd_pool,rbd_store_chunk_size != null => rbd_pool != null,behavior
23,auth_version,swift_store_container,auth_version!=null => swift_store_container=ANY,behavior
24,auth_version,swift_store_large_object_chunk_size,auth_version!=null => swift_store_large_object_chunk_size=ANY,behavior
25,vmware_api_insecure,cinder_api_insecure,vmware_api_insecure = ANY => cinder_api_insecure = ANY,behavior
26,swift_store_endpoint_type,swift_store_endpoint,swift_store_endpoint_type != null => swift_store_endpoint != null,behavior
27,image_cache_max_size,image_cache_stall_time,image_cache_max_size > 0 => image_cache_stall_time > 0,behavior
28,s3_store_secret_key,s3_store_protocol,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_protocol',behavior
29,s3_store_secret_key,s3_store_host,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_host',behavior
30,enabled,verbose,enabled=true => verbose=ANY,control
31,vmware_datastores,r_password,vmware_datastores != null => r_password != null,control
32,debug,verbose,debug=true => verbose=true,control
33,debug,verbose,debug = true => verbose = true,control
34,enabled_backends,swift_store_key,"enabled_backends in {{ ""swift"" }} => swift_store_key != null",control
35,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
36,image_cache_driver,image_cache_size,"image_cache_driver in {'file', 'xfs'} => image_cache_size > 0",control
37,cinder_store_auth_address,cinder_store_user_name,cinder_store_auth_address != null => cinder_store_user_name != null,control
38,debug,log_file,debug=true => log_file!=null,control
39,cinder_store_user_name,cinder_store_project_name,cinder_store_user_name != null => cinder_store_project_name != null,control
40,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
41,enabled_backends,rbd_store_pool,"enabled_backends in {{ ""rbd"" }} => rbd_store_pool != null",control
42,verbose,debug,verbose=true => debug=true,control
43,public_endpoint,bind_host,public_endpoint=true => bind_host!=null,control
44,enabled,image_cache_dir,enabled=true => image_cache_dir!=null,control
45,cinder_store_project_name,cinder_store_user_name,cinder_store_project_name != null => cinder_store_user_name != null,control
46,enabled,log_dir,enabled=true => log_dir!=null,control
47,enabled_backends,swift_store_container,"enabled_backends in {{ ""swift"" }} => swift_store_container != null",control
48,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
49,enabled_backends,filesystem_store_datadirs,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadirs != null",control
50,enabled_backends,swift_store_user,"enabled_backends in {{ ""swift"" }} => swift_store_user != null",control
51,enabled,enabled_backends,enabled=true => enabled_backends!=null,control
52,swift_store_multi_tenant,swift_store_multiple_containers_seed,swift_store_multi_tenant = false => swift_store_multiple_containers_seed = 0,control
53,cinder_api_insecure,cinder_ca_certificates_file,cinder_api_insecure = true => cinder_ca_certificates_file = null,control
54,public_endpoint,bind_port,public_endpoint=true => bind_port!=null,control
55,cinder_store_project_name,cinder_store_auth_address,cinder_store_project_name != null => cinder_store_auth_address != null,control
56,enabled,public_endpoint,enabled=true => public_endpoint!=null,control
57,cinder_store_auth_address,cinder_store_project_name,cinder_store_auth_address != null => cinder_store_project_name != null,control
58,auth_version,user_domain_name,auth_version = 3 => user_domain_name != null,control
59,enabled_backends,swift_store_auth_address,"enabled_backends in {{ ""swift"" }} => swift_store_auth_address != null",control
60,enabled,image_cache_max_size,enabled=true => image_cache_max_size!=null,control
61,image_cache_driver,image_cache_max_size,image_cache_driver != null => image_cache_max_size != null,control
62,image_cache_dir,image_cache_sqlite_db,image_cache_sqlite_db = ANY => image_cache_dir = image_cache_sqlite_db,default
63,log_dir,log_file,log_dir = null => log_file = ANY,default
64,auth_version,swift_store_auth_version,auth_version=ANY => swift_store_auth_version=auth_version,default
65,auth_address,swift_store_auth_address,auth_address != null => swift_store_auth_address = ANY,overwrite
