id,Parameter1,Parameter2,bnf,type
1,dfs.client.failover.connection.retries,dfs.client.failover.sleep.max.millis,dfs.client.failover.connection.retries > 0 => dfs.client.failover.sleep.max.millis > dfs.client.failover.sleep.base.millis,behavior
2,dfs.client.key.provider.cache.expiry,dfs.client.key.provider.cache.timeout.ms,dfs.client.key.provider.cache.expiry = ANY => dfs.client.key.provider.cache.timeout.ms = [0 .. 86400000],behavior
3,dfs.client.read.shortcircuit.streams.cache.expiry.ms,dfs.client.read.shortcircuit.buffer.size,dfs.client.read.shortcircuit.streams.cache.expiry.ms > 0 => dfs.client.read.shortcircuit.buffer.size > 0,behavior
4,dfs.datanode.lazywriter.interval.sec,dfs.datanode.lazywriter.threads,dfs.datanode.lazywriter.interval.sec > 0 => dfs.datanode.lazywriter.threads > 0,behavior
5,dfs.client.failover.sleep.max.millis,dfs.client.failover.max.attempts,dfs.client.failover.max.attempts > 0 => dfs.client.failover.sleep.max.millis > 0,behavior
6,dfs.namenode.enable.retrycache,dfs.client.retry.policy.enabled,dfs.namenode.enable.retrycache = true => dfs.client.retry.policy.enabled = true,behavior
7,dfs.secondary.namenode.kerberos.internal.spnego.principal,dfs.secondary.namenode.keytab.file,dfs.secondary.namenode.kerberos.internal.spnego.principal != null => dfs.secondary.namenode.keytab.file != null,behavior
8,dfs.data.transfer.saslproperties.resolver.class,dfs.data.transfer.saslproperties.hadoop.security.crypto.codec,dfs.data.transfer.saslproperties.resolver.class != null => dfs.data.transfer.saslproperties.hadoop.security.crypto.codec = ANY,behavior
9,dfs.http.client.failover.max.attempts,dfs.http.client.failover.sleep.base.millis,dfs.http.client.failover.max.attempts > 1 => dfs.http.client.failover.sleep.base.millis > 0,behavior
10,dfs.datanode.slow.io.warning.threshold.ms,dfs.datanode.max.locked.memory,dfs.datanode.slow.io.warning.threshold.ms > 1000 => dfs.datanode.max.locked.memory > 102400,behavior
11,dfs.client.socketcache.capacity,dfs.client.socket-timeout,dfs.client.socketcache.capacity > {{ANY}} => dfs.client.socket-timeout > {{ANY}},behavior
12,dfs.ha.tail-edits.period,dfs.namenode.num.extra.edits.retained,dfs.ha.tail-edits.period > 0 => dfs.namenode.num.extra.edits.retained > (dfs.ha.tail-edits.period / dfs.namenode.checkpoint.period),behavior
13,dfs.user.home.dir.prefix,dfs.permissions.enabled,dfs.permissions.enabled = true => dfs.user.home.dir.prefix != null,behavior
