id,Parameter1,Parameter2,bnf,type
1,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
2,auth_version,swift_store_large_object_size,auth_version!=null => swift_store_large_object_size=ANY,behavior
3,swift_store_config_file,swift_store_container,swift_store_config_file != null => swift_store_container != null,behavior
4,s3_store_access_key,s3_store_secret_key,s3_store_access_key != null => s3_store_secret_key != null,behavior
5,swift_store_config_file,swift_store_region,swift_store_config_file != null => swift_store_region != null,behavior
6,auth_version,swift_store_multiple_containers_seed,auth_version!=null => swift_store_multiple_containers_seed=ANY,behavior
7,rbd_store_pool,rbd_store_user,rbd_store_pool != null => rbd_store_user != null,behavior
8,auth_version,swift_store_endpoint_type,auth_version!=null => swift_store_endpoint_type=ANY,behavior
9,swift_store_config_file,default_swift_reference,swift_store_config_file != null => default_swift_reference != null,behavior
10,image_size_cap,default_store,image_size_cap > {{backend_limit}} => default_store != 'file',behavior
11,s3_store_secret_key,s3_store_host,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_host',behavior
12,swift_store_endpoint_type,swift_store_auth_address,"swift_store_endpoint_type != ""internalURL"" => swift_store_auth_address != null",behavior
13,verbose,trace_sqlalchemy,verbose=true => trace_sqlalchemy=true,behavior
14,rbd_store_pool,rbd_store_ceph_conf,rbd_store_pool != null => rbd_store_ceph_conf != null,behavior
15,s3_store_access_key,s3_store_host,s3_store_access_key != null => s3_store_host != null,behavior
16,auth_version,swift_store_container,auth_version!=null => swift_store_container=ANY,behavior
17,log-config,log_dir,log-config!=null => log_dir=ANY,behavior
18,vmware_api_insecure,cinder_api_insecure,vmware_api_insecure = ANY => cinder_api_insecure = ANY,behavior
19,auth_version,swift_store_create_container_on_put,auth_version!=null => swift_store_create_container_on_put=ANY,behavior
20,public_endpoint,http_keepalive,public_endpoint=true => http_keepalive=true,behavior
21,filesystem_store_datadir,filesystem_store_file_perm,filesystem_store_datadir != null => filesystem_store_file_perm = 0644,behavior
22,filesystem_store_datadir,log_dir,filesystem_store_datadir != null => log_dir = ANY,behavior
23,filesystem_store_chunk_size,filesystem_store_file_perm,filesystem_store_chunk_size > default => filesystem_store_file_perm = 0644,behavior
24,auth_version,swift_store_user,auth_version!=null => swift_store_user=ANY,behavior
