id,Parameter1,Parameter2,bnf,type
1,hadoop.registry.secure,hadoop.registry.jaas.context,"hadoop.registry.secure = ""true"" => hadoop.registry.jaas.context != ""null""",behavior
2,hadoop.security.secure.random.impl,hadoop.security.random.device.file.path,hadoop.security.random.device.file.path != null => hadoop.security.secure.random.impl = ANY,behavior
3,hadoop.zk.address,hadoop.zk.timeout.ms,hadoop.zk.address != null => hadoop.zk.timeout.ms > 0,behavior
4,zookeeper.recovery.retry.maxsleeptime,zookeeper.session.timeout,<Dependency> ::= <Variable> > <Singlevalue> => <Variable> > <Singlevalue>,behavior
5,fs.s3a.proxy.host,fs.s3a.proxy.port,fs.s3a.proxy.host != null => fs.s3a.proxy.port != null,behavior
6,hadoop.http.cross-origin.allowed-origins,hadoop.http.cross-origin.allowed-methods,hadoop.http.cross-origin.allowed-origins != null => hadoop.http.cross-origin.allowed-methods != null,behavior
7,fs.azure.authorization,hadoop.security.impersonation.provider.class,fs.azure.authorization = true => hadoop.security.impersonation.provider.class != null,behavior
8,hfile.block.bloom.cacheonwrite,hbase.hregion.memstore.flush.size,hfile.block.bloom.cacheonwrite = true => hbase.hregion.memstore.flush.size > [default..default*1.5],behavior
9,fs.s3a.multipart.size,fs.s3a.multipart.threshold,fs.s3a.multipart.size > 5MB => fs.s3a.multipart.threshold = fs.s3a.multipart.size / 2,behavior
10,zookeeper.znode.parent,hbase.zookeeper.property.clientPort,"<Dependency> ::= <Variable> != ""null"" => <ConstraintItem> <Variable> = ""ANY""",behavior
11,hadoop.security.group.mapping.ldap.search.filter.group,hadoop.security.group.mapping.ldap.bind.password,hadoop.security.group.mapping.ldap.search.filter.group != null => hadoop.security.group.mapping.ldap.bind.password != null,behavior
12,ssl.server.keystore.keypassword,ssl.server.keystore.password,ssl.server.keystore.keypassword != null => ssl.server.keystore.password != null,behavior
13,hadoop.tmp.dir,mapreduce.cluster.temp.dir,"hadoop.tmp.dir != null => mapreduce.cluster.temp.dir = hadoop.tmp.dir + ""/mapred""",behavior
14,ssl.server.keystore.location,ssl.server.keystore.type,ssl.server.keystore.location != null => ssl.server.keystore.type = ANY,behavior
15,fs.s3a.block.size,fs.s3a.readahead.range,fs.s3a.block.size != null => fs.s3a.readahead.range = fs.s3a.block.size * 4,behavior
16,zookeeper.session.timeout,hbase.regionserver.zookeeper.session.timeout,zookeeper.session.timeout = T => hbase.regionserver.zookeeper.session.timeout = T,behavior
17,hadoop.security.group.mapping.ldap.search.filter.group,hadoop.security.group.mapping.ldap.bind.user,hadoop.security.group.mapping.ldap.search.filter.group != null => hadoop.security.group.mapping.ldap.bind.user != null,behavior
18,hadoop.security.group.mapping.ldap.url,hadoop.security.group.mapping.ldap.bind.user,hadoop.security.group.mapping.ldap.bind.user != null => hadoop.security.group.mapping.ldap.url != null,behavior
19,fs.s3a.s3guard.cli.prune.age,fs.s3a.s3guard.ddb.table,fs.s3a.s3guard.cli.prune.age != null => fs.s3a.s3guard.ddb.table != null,behavior
20,hadoop.security.group.mapping.ldap.bind.password,hadoop.security.group.mapping.ldap.ssl.keystore.password,"hadoop.security.group.mapping.ldap.ssl.keystore.password = ""true"" => hadoop.security.group.mapping.ldap.bind.password != null",behavior
