id,Parameter1,Parameter2,bnf,type
1,hbase.mob.cache.evict.remain.ratio,hbase.mob.compaction.batch.size,hbase.mob.cache.evict.remain.ratio > 0.3 => hbase.mob.compaction.batch.size > 100,behavior
2,hbase.client.scanner.caching,hbase.client.scanner.max.result.size,hbase.client.scanner.caching = ANY => hbase.client.scanner.max.result.size = ANY,behavior
3,hbase.hstore.compaction.max.size,hbase.hregion.majorcompaction,hbase.hstore.compaction.max.size > ANY => hbase.hregion.majorcompaction > 0,behavior
4,hbase.regionserver.majorcompaction.pagecache.drop,hbase.hregion.memstore.flush.size,hbase.regionserver.majorcompaction.pagecache.drop = true => hbase.hregion.memstore.flush.size > 134217728,behavior
5,hbase.regionserver.logroll.errors.tolerated,hbase.regionserver.hlog.blocksize,hbase.regionserver.logroll.errors.tolerated > 0 => hbase.regionserver.hlog.blocksize > 0,behavior
6,hbase.client.max.perregion.tasks,hbase.client.pause,hbase.client.max.perregion.tasks > default => hbase.client.pause < default,behavior
7,hbase.replication.rpc.codec,hbase.replication.rpc.encryption,hbase.replication.rpc.codec != null => hbase.replication.rpc.encryption = ANY,behavior
8,hbase.client.write.buffer,hbase.regionserver.global.memstore.size,hbase.client.write.buffer > 4194304 => hbase.regionserver.global.memstore.size > 0.4,control
9,hbase.ipc.server.callqueue.scan.ratio,hbase.ipc.server.max.callqueue.length,hbase.ipc.server.callqueue.scan.ratio > 0.5 => hbase.ipc.server.max.callqueue.length > 1000,control
10,hbase.region.replica.replication.enabled,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.region.replica.replication.enabled = true,control
11,hbase.rest.csrf.enabled,hbase.rest.port,hbase.rest.csrf.enabled = true => hbase.rest.port != 8080,control
12,hbase.ipc.server.callqueue.scan.ratio,hbase.regionserver.handler.count,hbase.ipc.server.callqueue.scan.ratio > 0.5 => hbase.regionserver.handler.count > 30,control
13,hbase.hstore.compactionThreshold,hbase.hstore.blockingStoreFiles,hbase.hstore.compactionThreshold < hbase.hstore.blockingStoreFiles => hbase.hstore.blockingStoreFiles > hbase.hstore.compactionThreshold,control
14,hbase.replication.rpc.codec,hbase.rpc.timeout,hbase.replication.rpc.codec != null => hbase.rpc.timeout > [1000..60000],control
15,hbase.status.published,hbase.security.authentication,hbase.security.authentication = kerberos => hbase.status.published = false,control
16,hbase.regionserver.port,hbase.regionserver.info.port,hbase.regionserver.port != ANY => hbase.regionserver.info.port != ANY,control
17,hbase.balancer.period,hbase.balancer.max.balancing,hbase.balancer.period < 300000 => hbase.balancer.max.balancing < 5,control
18,hbase.replication.source.maxthreads,hbase.replication.source.ratio,hbase.replication.source.maxthreads > 1 => hbase.replication.source.ratio > 0.1,control
19,hbase.zookeeper.property.clientPort,hbase.regionserver.port,hbase.zookeeper.property.clientPort = X => hbase.regionserver.port != X,control
20,hbase.storescanner.parallel.seek.enable,hbase.storescanner.parallel.seek.threads,hbase.storescanner.parallel.seek.enable = true => hbase.storescanner.parallel.seek.threads != null,control
21,hbase.offpeak.end.hour,hbase.hstore.time.to.purge.deletes,hbase.offpeak.end.hour != null => hbase.hstore.time.to.purge.deletes != null,control
22,hbase.master.normalizer.class,hbase.regions.slop,hbase.master.normalizer.class != null => hbase.regions.slop > 0,control
23,hbase.table.lock.enable,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.table.lock.enable = true,control
24,hbase.snapshot.enabled,hbase.snapshot.master.timeoutMillis,hbase.snapshot.enabled = true => hbase.snapshot.master.timeoutMillis > 0,control
25,hbase.rs.cacheblocksonwrite,hfile.block.cache.size,hbase.rs.cacheblocksonwrite = true => hfile.block.cache.size > [default..1.0],control
26,hbase.hstore.blockingWaitTime,hbase.regionserver.global.memstore.size,hbase.hstore.blockingWaitTime > 0 => hbase.regionserver.global.memstore.size in [0.1..0.4],control
27,hbase.mob.cache.evict.remain.ratio,hbase.regionserver.global.memstore.size,hbase.mob.cache.evict.remain.ratio in {{0.2..0.5}} => hbase.regionserver.global.memstore.size > 0.4,control
28,hbase.coprocessor.user.enabled,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.coprocessor.user.enabled = ANY,control
29,hbase.client.max.total.tasks,hbase.client.max.perserver.tasks,hbase.client.max.total.tasks > 100 => hbase.client.max.perserver.tasks > 10,control
30,hbase.client.scanner.max.result.size,hbase.ipc.server.max.callqueue.size,hbase.client.scanner.max.result.size > ANY => hbase.ipc.server.max.callqueue.size > ANY,control
31,hbase.hstore.checksum.algorithm,hbase.hregion.memstore.flush.size,hbase.hstore.checksum.algorithm != null => hbase.hregion.memstore.flush.size < 134217728,control
32,hbase.snapshot.enabled,hbase.snapshot.retention.min,hbase.snapshot.enabled = true => hbase.snapshot.retention.min >= 0,control
33,hbase.master.kerberos.principal,hbase.security.authentication,"hbase.security.authentication = ""kerberos"" => hbase.master.kerberos.principal != ""ANY""",control
34,hbase.ipc.server.callqueue.handler.factor,hbase.regionserver.handler.count,hbase.ipc.server.callqueue.handler.factor > 1 => hbase.regionserver.handler.count > hbase.regionserver.handler.count * hbase.ipc.server.callqueue.handler.factor,control
35,hbase.regionserver.info.port.auto,hbase.regionserver.info.port,hbase.regionserver.info.port.auto = true => hbase.regionserver.info.port != null,control
36,hbase.snapshot.region.timeout,hbase.snapshot.master.timeout,hbase.snapshot.region.timeout > 0 => hbase.snapshot.master.timeout > hbase.snapshot.region.timeout,control
37,hbase.hregion.memstore.block.multiplier,hbase.regionserver.global.memstore.size,hbase.hregion.memstore.block.multiplier > 2 => hbase.regionserver.global.memstore.size > [0.2..0.4],control
38,hbase.master.normalizer.class,hbase.normalization.period,hbase.master.normalizer.class != null => hbase.normalization.period > 0,control
39,hbase.region.replica.replication.enabled,hbase.replication,hbase.region.replica.replication.enabled = true => hbase.replication = true,control
40,hbase.hregion.majorcompaction,hbase.hregion.majorcompaction.jitter,hbase.hregion.majorcompaction != null => hbase.hregion.majorcompaction.jitter = ANY,control
41,hbase.client.max.perregion.tasks,hbase.regionserver.handler.count,hbase.client.max.perregion.tasks > 0 => hbase.regionserver.handler.count > 0,control
42,hbase.regionserver.logroll.period,hbase.regionserver.global.memstore.size,hbase.regionserver.logroll.period < 1800 => hbase.regionserver.global.memstore.size > 0.4,control
43,hbase.regions.slop,hbase.regionserver.global.memstore.size,hbase.regions.slop > 0 => hbase.regionserver.global.memstore.size > 0.3,control
44,hbase.rest.threads.min,hbase.rest.threads.max,hbase.rest.threads.min > hbase.rest.threads.max => hbase.rest.threads.max = hbase.rest.threads.min + 1,control
45,hbase.master.loadbalancer.class,hbase.master.loadbalance.bytable,"hbase.master.loadbalancer.class = ""org.apache.hadoop.hbase.master.balancer.StochasticLoadBalancer"" => hbase.master.loadbalance.bytable != null",control
46,hbase.client.scanner.timeout.period,hbase.rpc.timeout,hbase.client.scanner.timeout.period > 0 => hbase.rpc.timeout > hbase.client.scanner.timeout.period,control
47,hbase.master.port,hbase.regionserver.port,hbase.master.port != ANY => hbase.regionserver.port != ANY,control
48,hbase.client.keyvalue.maxsize,hbase.server.keyvalue.maxsize,hbase.client.keyvalue.maxsize > 0 => hbase.server.keyvalue.maxsize >= hbase.client.keyvalue.maxsize,control
49,hbase.mob.file.cache.size,hbase.mob.compaction.mergeable.threshold,hbase.mob.file.cache.size > 0 => hbase.mob.compaction.mergeable.threshold > 0,control
50,hbase.regionserver.keytab.file,hbase.security.authentication,hbase.regionserver.keytab.file != null => hbase.security.authentication = 'kerberos',control
51,hbase.security.authentication,hbase.http.filter.initializers,"hbase.security.authentication = ""kerberos"" => hbase.http.filter.initializers != null",control
52,hbase.master.loadbalancer.class,hbase.regionserver.region.count.limit,hbase.master.loadbalancer.class != null => hbase.regionserver.region.count.limit > 0,control
53,hbase.bucketcache.bucket.sizes,hbase.bucketcache.percentage.in.combinedcache,hbase.bucketcache.bucket.sizes != null => hbase.bucketcache.percentage.in.combinedcache in {{1..100}},control
54,hbase.regionserver.thread.compaction.throttle,hbase.regionserver.thread.compaction.small,hbase.regionserver.thread.compaction.throttle > 2 => hbase.regionserver.thread.compaction.small > 1,control
55,hbase.column.max.version,hbase.column.min.version,hbase.column.max.version > hbase.column.min.version,control
56,hbase.replication.source.maxthreads,hbase.replication.sink.maxthreads,hbase.replication.source.maxthreads > 1 => hbase.replication.sink.maxthreads > 1,control
57,hbase.master.port,hbase.master.info.port,hbase.master.port != ANY => hbase.master.info.port != ANY,control
58,hbase.master.keytab.file,hbase.security.authentication,hbase.security.authentication = kerberos => hbase.master.keytab.file != null,control
59,hbase.security.visibility.mutations.checkauths,hbase.security.visibility.enabled,hbase.security.visibility.mutations.checkauths = true => hbase.security.visibility.enabled = true,control
60,hbase.security.exec.permission.checks,hadoop.policy.file,hadoop.policy.file != null => hbase.security.exec.permission.checks = true,default
61,hbase.regionserver.port,hbase.regionserver.info.port,hbase.regionserver.port = ANY => hbase.regionserver.info.port = hbase.regionserver.port + 10,default
62,hbase.dynamic.jars.dir,hbase.tmp.dir,hbase.tmp.dir = ANY => hbase.dynamic.jars.dir = ${hbase.tmp.dir}/hbase-dynamic-jars,default
63,hbase.tmp.dir,hbase.rootdir,hbase.tmp.dir = ANY => hbase.rootdir = ${hbase.tmp.dir}/hbase,default
64,hbase.regionserver.global.memstore.lowerLimit,hbase.systemtables.compacting.memstore.type,hbase.regionserver.global.memstore.lowerLimit != null => hbase.systemtables.compacting.memstore.type = NONE,default
