id,Parameter1,Parameter2,bnf,type
1,dfs.journalnode.keytab.file,dfs.datanode.keytab.file,dfs.journalnode.keytab.file != null => dfs.datanode.keytab.file != null,behavior
2,dfs.qjournal.write-txns.timeout.ms,dfs.journalnode.edit.cache.size.bytes,dfs.qjournal.write-txns.timeout.ms > 1000 => dfs.journalnode.edit.cache.size.bytes > 1048576,behavior
3,dfs.datanode.available-space-volume-choosing-policy.balanced-space-threshold,dfs.datanode.available-space-volume-choosing-policy.balanced-space-preference-fraction,dfs.datanode.available-space-volume-choosing-policy.balanced-space-threshold = 10737418240 => dfs.datanode.available-space-volume-choosing-policy.balanced-space-preference-fraction = 0.75f,behavior
4,dfs.namenode.checkpoint.period,dfs.namenode.checkpoint.check.period,dfs.namenode.checkpoint.period = <Number> => dfs.namenode.checkpoint.check.period = <Number>,behavior
5,dfs.journalnode.rpc-address,dfs.journalnode.kerberos.principal,dfs.journalnode.rpc-address != null => dfs.journalnode.kerberos.principal != null,behavior
6,dfs.client.retry.policy.spec,dfs.client.retry.max.attempts,dfs.client.retry.policy.spec != null => dfs.client.retry.max.attempts > 0,behavior
7,dfs.http.client.failover.max.attempts,dfs.http.client.failover.sleep.max.millis,dfs.http.client.failover.max.attempts > 1 => dfs.http.client.failover.sleep.max.millis > dfs.http.client.failover.sleep.base.millis,behavior
8,dfs.client.use.legacy.blockreader.local,dfs.domain.socket.path,dfs.domain.socket.path != null => dfs.client.use.legacy.blockreader.local = false,behavior
9,dfs.client.key.provider.cache.expiry,dfs.client.key.provider.cache.timeout.ms,dfs.client.key.provider.cache.expiry = ANY => dfs.client.key.provider.cache.timeout.ms = [0 .. 86400000],behavior
10,dfs.balancer.address,dfs.namenode.rpc-address,dfs.balancer.address != null => dfs.namenode.rpc-address != null,behavior
11,dfs.datanode.shared.file.descriptor.paths,dfs.datanode.du.reserved,dfs.datanode.shared.file.descriptor.paths != null => dfs.datanode.du.reserved > 0,behavior
12,dfs.journalnode.kerberos.principal,dfs.web.authentication.kerberos.principal,dfs.journalnode.kerberos.principal != null => dfs.web.authentication.kerberos.principal != null,behavior
13,dfs.namenode.resource.check.interval,dfs.namenode.resource.du.reserved,dfs.namenode.resource.check.interval > 0 => dfs.namenode.resource.du.reserved > 0,behavior
14,dfs.journalnode.http-address,dfs.namenode.shared.edits.dir,dfs.journalnode.http-address != null => dfs.namenode.shared.edits.dir in {{ qjournal://host1:port1;host2:port2;host3:port3/journalId }},behavior
15,dfs.namenode.delegation.key.update-interval,dfs.namenode.delegation.token.max-lifetime,dfs.namenode.delegation.key.update-interval < dfs.namenode.delegation.token.max-lifetime => dfs.namenode.delegation.token.max-lifetime > dfs.namenode.delegation.key.update-interval,behavior
16,dfs.namenode.lifeline.rpc-address,dfs.namenode.rpc-address,dfs.namenode.lifeline.rpc-address != null => dfs.namenode.rpc-address != null,behavior
17,dfs.namenode.rpc-bind-host,dfs.namenode.rpc-address,dfs.namenode.rpc-bind-host != null => dfs.namenode.rpc-address != null,behavior
18,dfs.namenode.audit.log.async,dfs.namenode.audit.log.maxfilesize,dfs.namenode.audit.log.async = true => dfs.namenode.audit.log.maxfilesize > 0,behavior
19,dfs.namenode.top.enabled,dfs.namenode.top.users.num,dfs.namenode.top.enabled = true => dfs.namenode.top.users.num > 0,behavior
20,dfs.journalnode.kerberos.principal,dfs.data.transfer.protection,"dfs.journalnode.kerberos.principal != null => dfs.data.transfer.protection in {""authentication"", ""integrity"", ""privacy""}",behavior
21,dfs.client.replica.accessor.builder.classes,dfs.client.replica.selector.class,dfs.client.replica.accessor.builder.classes != null => dfs.client.replica.selector.class != null,behavior
22,dfs.client.local.interfaces,dfs.client.socket-timeout,dfs.client.local.interfaces != null => dfs.client.socket-timeout > 0,behavior
23,dfs.namenode.top.window.num.buckets,dfs.namenode.top.num.users,dfs.namenode.top.window.num.buckets > 0 => dfs.namenode.top.num.users > 0,behavior
24,dfs.namenode.fs-limits.max-component-length,dfs.blocksize,dfs.namenode.fs-limits.max-component-length > 255 => dfs.blocksize > 134217728,behavior
25,dfs.webhdfs.enabled,hadoop.security.authentication,dfs.webhdfs.enabled = true => hadoop.security.authentication = kerberos,behavior
26,dfs.client.retry.window.base,dfs.client.retry.max.attempts,dfs.client.retry.window.base > 0 => dfs.client.retry.max.attempts > 0,behavior
27,dfs.client.retry.policy.spec,dfs.client.retry.interval,dfs.client.retry.policy.spec != null => dfs.client.retry.interval > 0,behavior
28,dfs.datanode.http.internal-proxy.port,dfs.datanode.address,dfs.datanode.http.internal-proxy.port != null => dfs.datanode.address != null,behavior
29,dfs.short.circuit.shared.memory.watcher.interrupt.check.ms,dfs.domain.socket.path,dfs.domain.socket.path != null => dfs.short.circuit.shared.memory.watcher.interrupt.check.ms in [1..60000],behavior
30,dfs.namenode.edits.noeditlogchannelflush,dfs.namenode.edits.dir,dfs.namenode.edits.noeditlogchannelflush = true => dfs.namenode.edits.dir != null,behavior
