id,Parameter1,Parameter2,bnf,type
1,target_protocol,target_port,target_protocol = 'iscsi' => target_port = 3260,behavior
2,san_login,san_password,san_login != null => san_password != null,behavior
3,backup_swift_project,backup_swift_object_size,backup_swift_project != null => backup_swift_object_size != null,behavior
4,reservation_expire,until_refresh,reservation_expire > 0 => until_refresh < reservation_expire,behavior
5,max_age,volume_snapshot_expiration,max_age > 0 => volume_snapshot_expiration = max_age,behavior
6,default_volume_type,enabled_backends,"default_volume_type != null => enabled_backends in {{ backend1, backend2, ... }}",behavior
7,backup_swift_user,backup_swift_key,<Dependency> ::= <backup_swift_user> != null => <backup_swift_key> != null,behavior
8,zoning_mode,storage_protocol,zoning_mode != null => storage_protocol != null,behavior
9,compute_api_class,backup_api_class,compute_api_class != null => backup_api_class != null,behavior
10,backup_swift_project,backup_swift_enable_progress_timer,backup_swift_project != null => backup_swift_enable_progress_timer != null,behavior
11,zoning_mode,use_chap_auth,zoning_mode != null => use_chap_auth != null,behavior
12,swift_catalog_info,keystone_catalog_info,swift_catalog_info != null => keystone_catalog_info != null,behavior
13,backup_manager,backup_use_openssl,backup_manager = enabled => backup_use_openssl = true,behavior
14,backup_swift_project,backup_swift_retry_backoff,backup_swift_project != null => backup_swift_retry_backoff != null,behavior
15,backup_swift_project,backup_swift_container,backup_swift_project != null => backup_swift_container != null,behavior
16,scheduler_driver,scheduler_host_manager,scheduler_driver = ANY => scheduler_host_manager = scheduler_host_manager,behavior
17,nas_share_path,nas_volume_prov_type,nas_share_path != null => nas_volume_prov_type != null,behavior
18,volume_manager,volume_service_inithost_offload,volume_manager != null => volume_service_inithost_offload = ANY,behavior
19,san_login,san_ssh_port,san_login != null => san_ssh_port = [1..65535],behavior
20,target_protocol,target_port,target_protocol = 'nvmet_tcp' => target_port = 4420,behavior
21,quota_backups,backup_gigabytes,quota_backups != null => backup_gigabytes != null,behavior
22,quota_backups,quota_gigabytes,quota_backups != null => quota_gigabytes != null,behavior
23,zoning_mode,volume_driver,zoning_mode != null => volume_driver != null,behavior
24,auth_strategy,auth_uri,"auth_strategy = ""keystone"" => auth_uri != null",behavior
25,tcp_keepalive_interval,tcp_keepalive_idle,tcp_keepalive_interval > 0 => tcp_keepalive_idle > 0,behavior
26,tcp_keepalive_count,tcp_keepalive_interval,tcp_keepalive_count != null => tcp_keepalive_interval != null,behavior
27,tcp_keepalive_count,tcp_retries2,tcp_keepalive_count > 0 => tcp_retries2 > tcp_keepalive_count,behavior
28,backend_availability_zone,storage_availability_zone,backend_availability_zone != null => storage_availability_zone != null,behavior
29,collect-timing,log_interval,collect-timing < 60 => log_interval > collect-timing,behavior
30,num_shell_tries,num_volume_device_scan_tries,num_shell_tries = ANY => num_volume_device_scan_tries = ANY,behavior
31,es_scroll_size,es_scroll_time,es_scroll_size > 0 => es_scroll_time != null,behavior
32,scst_target_driver,use_chap_auth,scst_target_driver != null => use_chap_auth = true,behavior
33,reservation_expire,reservation_clean_interval,reservation_expire > 0 => reservation_clean_interval < reservation_expire,behavior
34,backup_gcs_bucket,backup_gcs_storage_class,backup_gcs_bucket != null => backup_gcs_storage_class != null,behavior
35,volume_backend_name,volume_driver,volume_backend_name != null => volume_driver != null,behavior
36,volume_backend_name,volume_driver,volume_backend_name != null => volume_driver != null,behavior
37,backup_swift_project,backup_swift_key,backup_swift_project != null => backup_swift_key != null,behavior
38,volume_backend_name,enabled_backends,volume_backend_name != null => enabled_backends in {{ volume_backend_name }},behavior
39,backup_manager,backup_object_number_per_notification,backup_manager != null => backup_object_number_per_notification > 0,behavior
40,nas_share_path,nas_mount_options,nas_share_path != null => nas_mount_options != null,behavior
41,backup_swift_url,backup_swift_user,backup_swift_url != null => backup_swift_user != null,behavior
42,use_multipath_for_image_xfer,device_poll_interval,use_multipath_for_image_xfer = true => device_poll_interval < 5,behavior
43,backup_swift_project,backup_swift_container,backup_swift_project != null => backup_swift_container != null,behavior
44,target_protocol,target_port,target_protocol = 'iser' => target_port = 3260,behavior
45,volume_driver,use_chap_auth,volume_driver != null => use_chap_auth = ANY,behavior
46,auth_strategy,max_request_body_size,auth_strategy != 'noauth' => max_request_body_size > 0,behavior
47,allow_availability_zone_fallback,storage_availability_zone,allow_availability_zone_fallback = true => storage_availability_zone != null,behavior
48,extra_capabilities,volume_api_class,"<Dependency> ::= <Condition> => <ConstraintItem>
<Condition> ::= extra_capabilities != null
<ConstraintItem> ::= volume_api_class = ANY",behavior
49,auth_section,auth_version,"<Variable> = ""auth_section"" => <Variable> = ""auth_version""",behavior
50,storage_protocol,iscsi_write_cache,"storage_protocol = ""iSCSI"" => iscsi_write_cache = true",behavior
51,service_down_time,service_heartbeat_timeout,service_down_time > 0 => service_heartbeat_timeout < service_down_time,behavior
52,quota_gigabytes,quota_backups,quota_gigabytes != null => quota_backups != null,behavior
53,tcp_keepalive_count,tcp_keepalive_intvl,tcp_keepalive_count > 0 => tcp_keepalive_intvl > 0,behavior
54,keystone_catalog_info,swift_catalog_info,keystone_catalog_info != null => swift_catalog_info != null,behavior
55,compute_api_class,transfer_api_class,compute_api_class != null => transfer_api_class != null,behavior
56,auth_strategy,identity_uri,"auth_strategy = ""keystone"" => identity_uri != null",behavior
57,target_protocol,target_port,target_protocol = 'nvmet_rdma' => target_port = 4420,behavior
58,storage_protocol,volume_driver,"storage_protocol = ""iSCSI"" => volume_driver = ""cinder.volume.drivers.lvm.LVMVolumeDriver""",behavior
59,backup_swift_retry_attempts,backup_swift_retry_backoff,<Condition> => <ConstraintItem> ::= backup_swift_retry_attempts > 0 => backup_swift_retry_backoff != null,behavior
60,nas_host,nas_share_path,nas_host != null => nas_share_path != null,behavior
