id,Parameter1,Parameter2,bnf,type
1,mapreduce.fileoutputcommitter.algorithm.version,mapreduce.fileoutputcommitter.cleanup-failures.ignored,mapreduce.fileoutputcommitter.algorithm.version = 2 => mapreduce.fileoutputcommitter.cleanup-failures.ignored = true,behavior
2,mapreduce.task.local-fs.write-limit.bytes,mapreduce.task.io.sort.mb,mapreduce.task.local-fs.write-limit.bytes > 0 => mapreduce.task.io.sort.mb > 0,behavior
3,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.retry.enabled = true,behavior
4,mapreduce.reduce.shuffle.merge.percent,mapreduce.reduce.input.buffer.percent,mapreduce.reduce.input.buffer.percent > 0.0 => mapreduce.reduce.shuffle.merge.percent = 0.66,behavior
5,mapreduce.client.progressmonitor.pollinterval,mapreduce.tasktracker.expiry.interval,mapreduce.client.progressmonitor.pollinterval > 300000 => mapreduce.tasktracker.expiry.interval > 3600000,behavior
6,mapreduce.application.classpath,yarn.application.classpath,mapreduce.application.classpath != null => yarn.application.classpath = mapreduce.application.classpath,behavior
7,mapreduce.job.cache.limit.max-resources,mapreduce.job.cache.cleanup.interval-ms,mapreduce.job.cache.limit.max-resources > 0 => mapreduce.job.cache.cleanup.interval-ms > 0,behavior
8,mapreduce.job.am.node-label-expression,mapreduce.job.node-label-expression,<Dependency> ::= <Variable> != null => <ConstraintItem> != null,behavior
9,mapreduce.jobhistory.webapp.rest-csrf.custom-header,mapreduce.jobhistory.webapp.rest-csrf.enabled,mapreduce.jobhistory.webapp.rest-csrf.enabled = true => mapreduce.jobhistory.webapp.rest-csrf.custom-header != null,control
10,mapreduce.task.profile.params,mapreduce.task.profile.reduces,mapreduce.task.profile.params != null => mapreduce.task.profile.reduces = true,control
11,mapreduce.task.exit.timeout,mapreduce.task.timeout,mapreduce.task.timeout = ANY => mapreduce.task.exit.timeout = ANY,control
12,mapreduce.framework.name,mapreduce.jobtracker.address,"mapreduce.framework.name = ""local"" => mapreduce.jobtracker.address = ""local""",control
13,mapreduce.jobtracker.system.dir,mapreduce.jobtracker.heartbeat.interval,mapreduce.jobtracker.system.dir != null => mapreduce.jobtracker.heartbeat.interval > 0,control
14,mapreduce.map.cpu.vcores,mapreduce.reduce.cpu.vcores,mapreduce.map.cpu.vcores > 1 => mapreduce.reduce.cpu.vcores > 1,control
15,mapreduce.job.ubertask.enable,mapreduce.reduce.cpu.vcores,mapreduce.job.ubertask.enable = true => mapreduce.reduce.cpu.vcores < yarn.app.mapreduce.am.resource.cpu-vcores,control
16,mapreduce.reduce.cpu.vcores,mapreduce.reduce.memory.mb,<Dependency> ::= <Variable> = <valueExpression> => <Variable> = <valueExpression>,control
17,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.timeout-ms,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.fetch.retry.timeout-ms != null,control
18,mapreduce.reduce.shuffle.memory.limit.percent,mapreduce.reduce.java.opts,mapreduce.reduce.shuffle.memory.limit.percent > 0 => mapreduce.reduce.java.opts > (mapreduce.reduce.shuffle.memory.limit.percent * X),control
19,mapreduce.reduce.shuffle.input.buffer.percent,mapreduce.reduce.java.opts,mapreduce.reduce.shuffle.input.buffer.percent > 0.7 => mapreduce.reduce.java.opts > -Xmx2048m,control
20,mapreduce.jobhistory.admin.address,mapreduce.jobtracker.address,mapreduce.jobtracker.address != null => mapreduce.jobhistory.admin.address = ANY,control
21,mapreduce.jobhistory.recovery.enable,mapreduce.jobhistory.recovery.store.class,mapreduce.jobhistory.recovery.enable = true => mapreduce.jobhistory.recovery.store.class != null,control
22,mapreduce.job.speculative.retry-after-speculate,mapreduce.map.speculative,mapreduce.map.speculative = true => mapreduce.job.speculative.retry-after-speculate = ANY,control
23,mapreduce.shuffle.ssl.enabled,mapreduce.shuffle.ssl.file.buffer.size,mapreduce.shuffle.ssl.enabled = true => mapreduce.shuffle.ssl.file.buffer.size != null,control
