id,Parameter1,Parameter2,bnf,type
1,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
2,image_cache_max_size,image_cache_duration,image_cache_max_size > 0 => image_cache_duration > 0,behavior
3,auth_version,swift_store_user,auth_version!=null => swift_store_user=ANY,behavior
4,auth_version,swift_store_region,auth_version!=null => swift_store_region=ANY,behavior
5,auth_version,swift_store_cacert,auth_version!=null => swift_store_cacert=ANY,behavior
6,swift_store_config_file,swift_store_container,swift_store_config_file != null => swift_store_container != null,behavior
7,s3_store_access_key,s3_store_secret_key,s3_store_access_key != null => s3_store_secret_key != null,behavior
8,s3_store_access_key,s3_store_bucket,s3_store_access_key != null => s3_store_bucket != null,behavior
9,image_cache_max_size,image_cache_stall_time,image_cache_max_size > 0 => image_cache_stall_time > 0,behavior
10,auth_version,swift_store_retry_get_count,auth_version!=null => swift_store_retry_get_count=ANY,behavior
11,auth_version,swift_store_create_container_on_put,auth_version!=null => swift_store_create_container_on_put=ANY,behavior
12,log-config,log_date_format,log-config!=null => log_date_format=ANY,behavior
13,s3_store_secret_key,s3_store_bucket,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_bucket',behavior
14,auth_version,swift_store_container,auth_version!=null => swift_store_container=ANY,behavior
15,auth_version,swift_store_large_object_chunk_size,auth_version!=null => swift_store_large_object_chunk_size=ANY,behavior
16,s3_store_secret_key,s3_store_access_key,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_access_key',behavior
17,filesystem_store_chunk_size,filesystem_store_datadir,filesystem_store_chunk_size > default => filesystem_store_datadir != null,behavior
18,swift_store_key,swift_store_auth_address,swift_store_key != null => swift_store_auth_address != null,behavior
19,auth_version,swift_store_service_type,auth_version!=null => swift_store_service_type=ANY,behavior
20,auth_version,swift_store_auth_insecure,auth_version!=null => swift_store_auth_insecure=ANY,behavior
21,log-config,log_use_syslog,log-config!=null => log_use_syslog=ANY,behavior
22,image_size_cap,default_store,image_size_cap > {{backend_limit}} => default_store != 'file',behavior
23,filesystem_store_datadirs,filesystem_store_metadata_file,filesystem_store_datadirs != null => filesystem_store_metadata_file != null,behavior
24,auth_version,swift_store_endpoint_type,auth_version!=null => swift_store_endpoint_type=ANY,behavior
25,filesystem_store_datadir,log_dir,filesystem_store_datadir != null => log_dir = ANY,behavior
26,s3_store_access_key,s3_store_host,s3_store_access_key != null => s3_store_host != null,behavior
27,auth_version,swift_store_config_file,auth_version!=null => swift_store_config_file=ANY,behavior
28,public_endpoint,http_keepalive,public_endpoint=true => http_keepalive=true,behavior
29,rbd_store_chunk_size,rbd_user,rbd_store_chunk_size != null => rbd_user != null,behavior
30,image_cache_driver,image_cache_sqlite_db,image_cache_driver = 'sqlite' => image_cache_sqlite_db != null,control
31,debug,trace_sqlalchemy,debug=true => trace_sqlalchemy=true,control
32,enabled_backends,vmware_server_host,"enabled_backends in {{ ""vmware"" }} => vmware_server_host != null",control
33,enabled,log_use_syslog,enabled=true => log_use_syslog=ANY,control
34,enabled_backends,vmware_server_host,"enabled_backends = ""vmware"" => vmware_server_host != null",control
35,cinder_store_project_name,cinder_store_user_name,cinder_store_project_name != null => cinder_store_user_name != null,control
36,vmware_datastores,r_password,vmware_datastores != null => r_password != null,control
37,cinder_api_insecure,cinder_ca_certificates_file,cinder_api_insecure = true => cinder_ca_certificates_file = null,control
38,enabled_backends,s3_store_host,"enabled_backends in {{ ""s3"" }} => s3_store_host != null",control
39,auth_version,project_domain_name,auth_version = 3 => project_domain_name != null,control
40,cinder_store_user_name,cinder_store_project_name,cinder_store_user_name != null => cinder_store_project_name != null,control
41,enabled_backends,rbd_store_pool,"enabled_backends in {{ ""rbd"" }} => rbd_store_pool != null",control
42,cinder_store_project_name,cinder_store_user_domain_name,cinder_store_project_name != null => cinder_store_user_domain_name != null,control
43,enabled,log_dir,enabled=true => log_dir!=null,control
44,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
45,enabled_backends,swift_store_key,"enabled_backends in {{ ""swift"" }} => swift_store_key != null",control
46,verbose,debug,verbose=true => debug=true,control
47,image_cache_driver,image_cache_max_size,image_cache_driver != null => image_cache_max_size != null,control
48,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
49,image_cache_driver,image_cache_enabled,image_cache_driver != null => image_cache_enabled = true,control
50,enabled,debug,enabled=true => debug=ANY,control
51,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
52,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
53,enabled_backends,swift_store_user,"enabled_backends in {{ ""swift"" }} => swift_store_user != null",control
54,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
55,enabled,image_cache_dir,enabled=true => image_cache_dir!=null,control
56,enabled,log_file,enabled=true => log_file!=null,control
57,debug,verbose,debug=true => verbose=true,control
58,enabled,image_cache_max_size,enabled=true => image_cache_max_size!=null,control
59,auth_address,swift_store_auth_address,auth_address=ANY => swift_store_auth_address=auth_address,default
60,auth_version,swift_store_auth_version,auth_version=ANY => swift_store_auth_version=auth_version,default
61,image_cache_dir,image_cache_sqlite_db,image_cache_sqlite_db = ANY => image_cache_dir = image_cache_sqlite_db,default
62,swift_store_large_object_size,swift_store_large_object_chunk_size,swift_store_large_object_size = ANY => swift_store_large_object_chunk_size = 200,default
63,s3_store_large_object_size,s3_store_large_object_chunk_size,s3_store_large_object_size > 0 => s3_store_large_object_chunk_size < s3_store_large_object_size,value
