id,Parameter1,Parameter2,bnf,type
1,backup_manager,backup_driver_init_check_interval,backup_manager != null => backup_driver_init_check_interval > 0,behavior
2,glance_num_retries,backup_gcs_num_retries,<glance_num_retries> = <Number> => <backup_gcs_num_retries> = <Number>,behavior
3,reservation_expire,until_refresh,reservation_expire != null => until_refresh != null,behavior
4,nas_host,nas_share_path,nas_host != null => nas_share_path != null,behavior
5,backup_swift_project,backup_swift_block_size,backup_swift_project != null => backup_swift_block_size != null,behavior
6,default_group_type,consistencygroup_api_class,default_group_type != null => consistencygroup_api_class = ANY,behavior
7,volume_driver,volume_clear_size,volume_driver != null => volume_clear_size = ANY,behavior
8,driver_ssl_cert_verify,driver_ssl_cert,driver_ssl_cert_verify = true => driver_ssl_cert != null,behavior
9,san_login,san_password,san_login != null => san_password != null,behavior
10,per_volume_size_limit,quota_snapshots,per_volume_size_limit > 0 => quota_snapshots = ANY,behavior
11,san_login,san_private_key,san_login != null => san_private_key != null,behavior
12,quota_driver,quota_items,quota_driver != null => quota_items != null,behavior
13,volume_copy_bps_limit,volume_clear_size,volume_copy_bps_limit > 0 => volume_clear_size < volume_copy_bps_limit / 1024,behavior
14,use_default_quota_class,until_refresh,use_default_quota_class = true => until_refresh != null,behavior
15,iser_helper,scst_target_driver,iser_helper!=null => scst_target_driver=ANY,behavior
16,backup_manager,backup_object_number_per_notification,backup_manager != null => backup_object_number_per_notification > 0,behavior
17,backend_availability_zone,cloned_volume_same_az,backend_availability_zone != null => cloned_volume_same_az = true,behavior
18,backup_swift_project,backup_swift_auth_version,backup_swift_project != null => backup_swift_auth_version != null,behavior
19,scheduler_driver,scheduler_max_attempts,scheduler_driver = ANY => scheduler_max_attempts = scheduler_max_attempts,behavior
20,compute_api_class,backup_api_class,compute_api_class != null => backup_api_class != null,behavior
21,nas_share_path,nas_secure_file_operations,nas_share_path != null => nas_secure_file_operations != null,behavior
22,storage_protocol,nfs_mount_point,"storage_protocol = ""NFS"" => nfs_mount_point != ""null""",behavior
23,capacity_weight_multiplier,allocated_capacity_weight_multiplier,capacity_weight_multiplier = ANY => allocated_capacity_weight_multiplier = ANY,behavior
24,swift_catalog_info,glance_catalog_info,swift_catalog_info != null => glance_catalog_info != null,behavior
25,backup_swift_project,backup_swift_key,backup_swift_project != null => backup_swift_key != null,behavior
26,glance_catalog_info,glance_num_retries,glance_catalog_info != null => glance_num_retries > 0,behavior
27,volume_copy_bps_limit,volume_dd_blocksize,volume_copy_bps_limit != 0 => volume_dd_blocksize != null,behavior
28,reservation_expire,until_refresh,reservation_expire != null => until_refresh != null,behavior
29,default_group_type,storage_availability_zone,default_group_type != null => storage_availability_zone = ANY,behavior
30,backup_native_threads_pool_size,backup_timer_interval,backup_native_threads_pool_size > 0 => backup_timer_interval > 0,behavior
31,backup_swift_project_domain,backup_swift_auth,"backup_swift_project_domain != null => backup_swift_auth = ""keystone""",behavior
32,backup_gcs_project_id,backup_gcs_num_retries,backup_gcs_project_id != null => backup_gcs_num_retries = ANY,behavior
33,reservation_expire,use_default_quota_class,reservation_expire != null => use_default_quota_class != null,behavior
34,auth_section,auth_version,"<Variable> = ""auth_section"" => <Variable> = ""auth_version""",behavior
35,zoning_mode,storage_protocol,zoning_mode != null => storage_protocol != null,behavior
36,backup_swift_project,backup_swift_auth,backup_swift_project != null => backup_swift_auth != null,behavior
37,storage_protocol,volume_driver,"storage_protocol = ""iSCSI"" => volume_driver = ""cinder.volume.drivers.lvm.LVMVolumeDriver""",behavior
38,backup_swift_project,backup_swift_container,backup_swift_project != null => backup_swift_container != null,behavior
39,backup_gcs_project_id,backup_gcs_enable_progress_timer,backup_gcs_project_id != null => backup_gcs_enable_progress_timer = ANY,behavior
40,volume_manager,volume_service_inithost_offload,volume_manager != null => volume_service_inithost_offload = ANY,behavior
41,driver_use_ssl,suppress_requests_ssl_warnings,driver_use_ssl=false => suppress_requests_ssl_warnings=true,behavior
42,backup_swift_project,backup_swift_ca_cert_file,backup_swift_project != null => backup_swift_ca_cert_file != null,behavior
43,driver_ssl_cert_verify,driver_ssl_key,driver_ssl_cert_verify = true => driver_ssl_key != null,behavior
44,backup_swift_project,backup_swift_object_size,backup_swift_project != null => backup_swift_object_size != null,behavior
45,backup_swift_project,backup_swift_retry_attempts,backup_swift_project != null => backup_swift_retry_attempts != null,behavior
46,backup_manager,backup_use_openssl,backup_manager = enabled => backup_use_openssl = true,behavior
47,num_shell_tries,num_volume_device_scan_tries,num_shell_tries = ANY => num_volume_device_scan_tries = ANY,behavior
48,backup_swift_retry_attempts,backup_swift_retry_backoff,<Condition> => <ConstraintItem> ::= backup_swift_retry_attempts > 0 => backup_swift_retry_backoff != null,behavior
49,target_protocol,target_port,target_protocol = 'iser' => target_port = 3260,behavior
50,volume_driver,use_chap_auth,volume_driver != null => use_chap_auth = ANY,behavior
51,zoning_mode,use_chap_auth,zoning_mode != null => use_chap_auth != null,behavior
52,backup_swift_project,backup_swift_project_domain,backup_swift_project != null => backup_swift_project_domain != null,behavior
53,backup_swift_project,backup_swift_auth_url,backup_swift_project != null => backup_swift_auth_url != null,behavior
54,backup_swift_user,backup_swift_auth_url,<Dependency> ::= <backup_swift_user> != null => <backup_swift_auth_url> != null,behavior
55,tcp_keepalive_count,tcp_retries2,tcp_keepalive_count > 0 => tcp_retries2 > tcp_keepalive_count,behavior
56,volume_backend_name,volume_driver,volume_backend_name != null => volume_driver != null,behavior
57,enable_unsupported_driver,driver_use_ssl,enable_unsupported_driver = true => driver_use_ssl = ANY,behavior
58,collect-timing,metrics_report_interval,collect-timing > 0 => metrics_report_interval > collect-timing,behavior
59,backup_gcs_project_id,backup_gcs_writer_chunk_size,backup_gcs_project_id != null => backup_gcs_writer_chunk_size = ANY,behavior
60,backup_swift_project,backup_swift_key,backup_swift_project != null => backup_swift_key != null,behavior
61,target_protocol,target_port,target_protocol = 'nvmet_tcp' => target_port = 4420,behavior
62,backend_availability_zone,default_availability_zone,backend_availability_zone != null => default_availability_zone != null,behavior
63,backup_compression_algorithm,backup_driver,"backup_compression_algorithm != ""none"" => backup_driver != null",behavior
64,zoning_mode,volume_driver,zoning_mode != null => volume_driver != null,behavior
65,reservation_expire,reservation_clean_interval,reservation_expire > 0 => reservation_clean_interval < reservation_expire,behavior
66,per_volume_size_limit,volume_driver,per_volume_size_limit != null => volume_driver != null,behavior
67,tcp_keepalive_interval,tcp_keepalive_count,tcp_keepalive_interval > 0 => tcp_keepalive_count > 0,behavior
68,backup_manager,backup_driver_stats_polling_interval,backup_manager != null => backup_driver_stats_polling_interval > 0,behavior
