id,Parameter1,Parameter2,bnf,type
1,yarn.nodemanager.node-labels.provider.configured-node-partition,yarn.scheduler.capacity.<queue-path>.accessible-node-labels,yarn.nodemanager.node-labels.provider.configured-node-partition != null => yarn.scheduler.capacity.<queue-path>.accessible-node-labels != null,behavior
2,yarn.timeline-service.principal,yarn.timeline-service.keytab,yarn.timeline-service.principal != null => yarn.timeline-service.keytab != null,behavior
3,yarn.timeline-service.bind-host,yarn.timeline-service.hostname,yarn.timeline-service.bind-host != null => yarn.timeline-service.hostname != null,behavior
4,yarn.nodemanager.recovery.compaction-interval-secs,yarn.nodemanager.recovery.dir,yarn.nodemanager.recovery.dir != null => yarn.nodemanager.recovery.compaction-interval-secs in {{300..3600}},behavior
5,yarn.federation.subcluster-resolver.class,yarn.federation.state-store.class,yarn.federation.subcluster-resolver.class = org.apache.hadoop.yarn.server.federation.resolver.defaultSubClusterResolverImpl => yarn.federation.state-store.class = org.apache.hadoop.yarn.server.federation.store.impl.MemoryFederationStateStore,behavior
6,yarn.app.mapreduce.am.command-opts,mapreduce.reduce.memory.mb,yarn.app.mapreduce.am.command-opts in {{ -Xmx* }} => mapreduce.reduce.memory.mb > [default.MIN_value .. default.MAX_value],behavior
7,yarn.nodemanager.container-localizer.java.opts,yarn.nodemanager.resource.memory-mb,yarn.nodemanager.container-localizer.java.opts in {{ -Xmx<value> }} => yarn.nodemanager.resource.memory-mb > <value>,behavior
8,yarn.resourcemanager.opportunistic-container-allocation.nodes-used,yarn.nodemanager.opportunistic-containers-use-pause-for-preemption,yarn.nodemanager.opportunistic-containers-use-pause-for-preemption = true => yarn.resourcemanager.opportunistic-container-allocation.nodes-used = ANY,behavior
9,yarn.log-aggregation.file-formats,yarn.nodemanager.log-aggregation.compression-type,"yarn.log-aggregation.file-formats in {{.gz, .bz2}} => yarn.nodemanager.log-aggregation.compression-type in {{gzip, bzip2}}",behavior
10,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.zk-state-store.parent-path,yarn.resourcemanager.recovery.enabled = true AND yarn.resourcemanager.store.class = org.apache.hadoop.yarn.server.resourcemanager.recovery.ZKRMStateStore => yarn.resourcemanager.zk-state-store.parent-path != null,behavior
11,yarn.scheduler.configuration.leveldb-store.compaction-interval-secs,yarn.scheduler.configuration.leveldb-store.cache-size,yarn.scheduler.configuration.leveldb-store.compaction-interval-secs > 3600 => yarn.scheduler.configuration.leveldb-store.cache-size > 104857600,behavior
