id,Parameter1,Parameter2,bnf,type
1,mapreduce.job.speculative.retry-after-no-speculate,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.job.speculative.retry-after-no-speculate > 0 => mapreduce.job.speculative.speculative-cap-running-tasks > 0,behavior
2,mapreduce.task.skip.start.attempts,mapreduce.task.skip.skipable,mapreduce.task.skip.start.attempts > 0 => mapreduce.task.skip.skipable != null,behavior
3,mapreduce.jobhistory.address,mapreduce.jobhistory.intermediate-done-dir,mapreduce.jobhistory.address != null => mapreduce.jobhistory.intermediate-done-dir != null,behavior
4,mapreduce.client.progressmonitor.pollinterval,mapreduce.task.timeout,mapreduce.client.progressmonitor.pollinterval > 300000 => mapreduce.task.timeout > 600000,behavior
5,mapreduce.map.output.compress,mapreduce.map.output.compress.codec,<Dependency> ::= <Variable> = <Boolean> => <Variable> = <String>,behavior
6,mapreduce.fileoutputcommitter.algorithm.version,mapreduce.fileoutputcommitter.cleanup-failures.ignored,mapreduce.fileoutputcommitter.algorithm.version = 2 => mapreduce.fileoutputcommitter.cleanup-failures.ignored = true,behavior
7,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.interval-ms,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.fetch.retry.interval-ms != null,control
8,mapreduce.reduce.speculative,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.reduce.speculative = true => mapreduce.job.speculative.speculative-cap-running-tasks != null,control
9,mapreduce.jobhistory.webapp.rest-csrf.custom-header,mapreduce.jobhistory.webapp.rest-csrf.methods-to-ignore,mapreduce.jobhistory.webapp.rest-csrf.enabled = true => mapreduce.jobhistory.webapp.rest-csrf.custom-header != null,control
10,mapreduce.job.speculative.retry-after-speculate,mapreduce.reduce.speculative,mapreduce.reduce.speculative = true => mapreduce.job.speculative.retry-after-speculate = ANY,control
11,mapreduce.task.profile,mapreduce.task.profile.reduces,mapreduce.task.profile = true => mapreduce.task.profile.reduces in {0..2},control
12,mapreduce.job.reducer.preempt.delay.sec,mapreduce.job.reducer.preempt.period.ms,mapreduce.job.reducer.preempt.delay.sec > 0 => mapreduce.job.reducer.preempt.period.ms < mapreduce.job.reducer.preempt.delay.sec * 1000,control
13,mapreduce.job.maps,mapreduce.input.fileinputformat.split.minsize,mapreduce.job.maps > 1 => mapreduce.input.fileinputformat.split.minsize < [default.MIN_value .. default.MAX_value],control
14,mapreduce.reduce.skip.proc-count.auto-incr,mapreduce.task.skip.start.attempts,mapreduce.task.skip.start.attempts > 0 => mapreduce.reduce.skip.proc-count.auto-incr = true,control
15,mapreduce.reduce.shuffle.memory.limit.percent,mapreduce.reduce.java.opts,mapreduce.reduce.shuffle.memory.limit.percent > 0 => mapreduce.reduce.java.opts > (mapreduce.reduce.shuffle.memory.limit.percent * X),control
16,mapreduce.framework.name,mapreduce.jobtracker.system.dir,"mapreduce.framework.name = ""local"" => mapreduce.jobtracker.system.dir = ""${hadoop.tmp.dir}/mapred/system""",control
17,mapreduce.ifile.readahead.bytes,mapreduce.ifile.readahead,mapreduce.ifile.readahead = true => mapreduce.ifile.readahead.bytes > 0,control
18,mapreduce.jobtracker.staging.root.dir,mapreduce.jobtracker.address,mapreduce.jobtracker.address != null => mapreduce.jobtracker.staging.root.dir = ANY,control
19,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.enable = true => mapreduce.job.ubertask.maxreduces > 0,control
20,mapreduce.map.output.compress,mapreduce.map.output.compress.codec,mapreduce.map.output.compress = true => mapreduce.map.output.compress.codec != null,control
21,mapreduce.jobhistory.cleaner.enable,mapreduce.jobhistory.cleaner.interval-ms,mapreduce.jobhistory.cleaner.enable = true => mapreduce.jobhistory.cleaner.interval-ms > 0,control
22,mapreduce.reduce.shuffle.input.buffer.percent,mapreduce.reduce.java.opts,mapreduce.reduce.shuffle.input.buffer.percent > 0.7 => mapreduce.reduce.java.opts > -Xmx2048m,control
23,mapreduce.job.ubertask.maxmaps,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.maxmaps > 0 => mapreduce.job.ubertask.maxreduces > 0,control
24,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.enable,mapreduce.job.ubertask.maxreduces > 0 => mapreduce.job.ubertask.enable = true,control
25,mapreduce.job.ubertask.enable,mapreduce.map.cpu.vcores,mapreduce.job.ubertask.enable = true => mapreduce.map.cpu.vcores < yarn.app.mapreduce.am.resource.cpu-vcores,control
26,mapreduce.ifile.readahead,mapreduce.ifile.readahead.bytes,mapreduce.ifile.readahead = true => mapreduce.ifile.readahead.bytes != null,control
27,mapreduce.output.fileoutputformat.compress,mapreduce.output.fileoutputformat.compress.codec,mapreduce.output.fileoutputformat.compress = true => mapreduce.output.fileoutputformat.compress.codec != null,control
28,mapreduce.task.profile.reduces,mapreduce.job.reduces,mapreduce.job.reduces = ANY => mapreduce.task.profile.reduces = ANY,control
29,mapreduce.reduce.shuffle.fetch.retry.interval-ms,mapreduce.reduce.shuffle.fetch.retry.max_attempts,<Dependency> ::= <Variable> > <valueExpression> => <ConstraintItem> <valueExpression> <Variable> = mapreduce.reduce.shuffle.fetch.retry.interval-ms <Relation> > <valueExpression> = 1000 => <ConstraintItem> <Variable> = mapreduce.reduce.shuffle.fetch.retry.max_attempts <Relation> < <valueExpression> = 5,control
30,mapreduce.job.ubertask.enable,mapreduce.reduce.cpu.vcores,mapreduce.job.ubertask.enable = true => mapreduce.reduce.cpu.vcores < yarn.app.mapreduce.am.resource.cpu-vcores,control
31,mapreduce.task.profile.maps,mapreduce.task.profile.reduces,mapreduce.task.profile.maps = true => mapreduce.task.profile.reduces = true,control
32,mapreduce.job.max.map,mapreduce.job.max.reduce,mapreduce.job.max.map > 0 => mapreduce.job.max.reduce > 0,control
33,mapreduce.reduce.shuffle.input.buffer.percent,mapreduce.reduce.shuffle.memory.limit.percent,mapreduce.reduce.shuffle.input.buffer.percent > 0.7 => mapreduce.reduce.shuffle.memory.limit.percent > 0.25,control
34,mapreduce.task.exit.timeout,mapreduce.task.timeout,mapreduce.task.timeout = ANY => mapreduce.task.exit.timeout = ANY,control
35,mapreduce.framework.name,mapreduce.jobtracker.staging.root.dir,"mapreduce.framework.name = ""local"" => mapreduce.jobtracker.staging.root.dir = ""${hadoop.tmp.dir}/mapred/staging""",control
36,mapreduce.reduce.speculative,mapreduce.tasktracker.reduce.tasks.maximum,mapreduce.reduce.speculative = true => mapreduce.tasktracker.reduce.tasks.maximum > 1,control
37,mapreduce.framework.name,yarn.app.mapreduce.am.staging-dir,"mapreduce.framework.name = ""yarn"" => yarn.app.mapreduce.am.staging-dir = ""/user/${user.name}/.staging""",control
38,mapreduce.jobtracker.system.dir,mapreduce.jobtracker.heartbeat.interval,mapreduce.jobtracker.system.dir != null => mapreduce.jobtracker.heartbeat.interval > 0,control
39,mapreduce.task.profile.maps,mapreduce.task.profile.sample.rate,mapreduce.task.profile.maps = true => mapreduce.task.profile.sample.rate in {{0.01..1.0}},control
40,mapreduce.job.maps,mapreduce.input.fileinputformat.split.maxsize,mapreduce.job.maps > 1 => mapreduce.input.fileinputformat.split.maxsize > [default.MIN_value .. default.MAX_value],control
41,mapreduce.am.max-attempts,yarn.resourcemanager.am.max-attempts,mapreduce.am.max-attempts > 1 => yarn.resourcemanager.am.max-attempts >= mapreduce.am.max-attempts,control
42,mapreduce.framework.name,mapreduce.application.classpath,"mapreduce.framework.name = ""yarn"" => mapreduce.application.classpath = ""${HADOOP_MAPRED_HOME}/share/hadoop/mapreduce/*:${HADOOP_MAPRED_HOME}/share/hadoop/mapreduce/lib/*""",control
43,mapreduce.output.fileoutputformat.compress,mapreduce.output.fileoutputformat.compress.type,mapreduce.output.fileoutputformat.compress = true => mapreduce.output.fileoutputformat.compress.type != null,control
44,mapreduce.ifile.readahead.bytes,mapreduce.ifile.readahead,mapreduce.ifile.readahead = true => mapreduce.ifile.readahead.bytes > 0,control
45,mapreduce.application.classpath,mapreduce.job.classloader,mapreduce.application.classpath != null => mapreduce.job.classloader = true,control
46,mapreduce.shuffle.connection-keep-alive.enable,mapreduce.shuffle.connection-keep-alive.timeout,mapreduce.shuffle.connection-keep-alive.enable = true => mapreduce.shuffle.connection-keep-alive.timeout != null,control
47,mapreduce.reduce.speculative,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.reduce.speculative = true => mapreduce.job.speculative.speculative-cap-running-tasks > 0,control
48,mapreduce.job.running.map.limit,mapreduce.job.running.reduce.limit,mapreduce.job.running.map.limit > 0 => mapreduce.job.running.reduce.limit > 0,control
