id,Parameter1,Parameter2,bnf,type
1,fs.s3a.block.size,fs.s3a.readahead.range,fs.s3a.block.size != null => fs.s3a.readahead.range = fs.s3a.block.size * 4,behavior
2,hadoop.security.groups.cache.secs,hadoop.security.groups.negative-cache.secs,hadoop.security.groups.cache.secs > 0 => hadoop.security.groups.negative-cache.secs > 0,behavior
3,hadoop.tmp.dir,io.tmp.dir,hadoop.tmp.dir != null => io.tmp.dir = hadoop.tmp.dir,behavior
4,zookeeper.session.timeout,zookeeper.recovery.retry.maxsleeptime,zookeeper.session.timeout != null => zookeeper.recovery.retry.maxsleeptime = 60000,behavior
5,fs.azure.saskey.usecontainersaskeyforallaccess,fs.azure.authorization.caching.enable,fs.azure.saskey.usecontainersaskeyforallaccess = true => fs.azure.authorization.caching.enable = true,behavior
6,fs.s3a.fast.upload,fs.s3a.fast.upload.buffer,"fs.s3a.fast.upload = true => fs.s3a.fast.upload.buffer in {{disk, array, bytebuffer}}",behavior
7,ssl.server.keystore.password,ssl.server.truststore.location,ssl.server.keystore.password != null => ssl.server.truststore.location != null,behavior
8,ipc.client.idlethreshold,ipc.client.connection.maxlifetime,ipc.client.idlethreshold > 0 => ipc.client.connection.maxlifetime > ipc.client.idlethreshold * 2,behavior
9,fs.adl.oauth2.refresh.url,fs.adl.oauth2.credential,fs.adl.oauth2.refresh.url != null => fs.adl.oauth2.credential != null,behavior
10,s3.bytes-per-checksum,rgw_obj_stripe_size,s3.bytes-per-checksum > rgw_obj_stripe_size => s3.bytes-per-checksum <= rgw_obj_stripe_size,behavior
11,ssl.server.keystore.keypassword,ssl.server.keystore.location,ssl.server.keystore.keypassword != null => ssl.server.keystore.location != null,behavior
12,fs.s3a.block.size,mapreduce.task.io.sort.mb,fs.s3a.block.size in [67108864..134217728] => mapreduce.task.io.sort.mb = fs.s3a.block.size / 8388608 * 100,behavior
13,hfile.block.bloom.cacheonwrite,hfile.block.bloom.cachesize,hfile.block.bloom.cacheonwrite = true => hfile.block.bloom.cachesize > 0,behavior
14,hadoop.security.group.mapping,hadoop.security.group.mapping.cache.timeout,hadoop.security.group.mapping != null => hadoop.security.group.mapping.cache.timeout > 0,behavior
15,hadoop.registry.secure,hadoop.registry.jaas.context,"hadoop.registry.secure = ""true"" => hadoop.registry.jaas.context != ""null""",behavior
16,ssl.server.keystore.keypassword,ssl.server.keystore.password,ssl.server.keystore.keypassword != null => ssl.server.keystore.password != null,behavior
17,mapred.child.java.opts,mapreduce.map.memory.mb,mapred.child.java.opts > X => mapreduce.map.memory.mb > X * 0.8,behavior
18,fs.s3a.max.total.tasks,fs.s3a.connection.maximum,fs.s3a.max.total.tasks > default => fs.s3a.connection.maximum > default,control
19,hadoop.security.authentication,hadoop.http.authentication.kerberos.principal,"hadoop.security.authentication = ""kerberos"" => hadoop.http.authentication.kerberos.principal != null",control
20,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl.keystore,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.keystore != null,control
21,hadoop.security.group.mapping.ldap.ssl.truststore,hadoop.security.group.mapping.ldap.ssl.truststore.password.file,hadoop.security.group.mapping.ldap.ssl.truststore != null => hadoop.security.group.mapping.ldap.ssl.truststore.password.file != null,control
22,hadoop.registry.kerberos.realm,hadoop.security.authentication,"hadoop.security.authentication = ""kerberos"" => hadoop.registry.kerberos.realm != null",control
23,zookeeper.session.timeout,hbase.zookeeper.property.tickTime,hbase.zookeeper.property.tickTime > 0 => zookeeper.session.timeout <= hbase.zookeeper.property.maxSessionTimeout,control
24,hadoop.registry.zk.retry.times,hadoop.registry.zk.quorum,hadoop.registry.zk.retry.times > 0 => hadoop.registry.zk.quorum != null,control
25,hadoop.security.group.mapping.ldap.search.attr.memberof,hadoop.security.group.mapping,"hadoop.security.group.mapping = ""org.apache.hadoop.security.LdapGroupsMapping"" => hadoop.security.group.mapping.ldap.search.attr.memberof != null",control
