id,Parameter1,Parameter2,bnf,type
1,mapreduce.jobhistory.cleaner.interval-ms,mapreduce.jobhistory.max-age-ms,<Dependency> ::= <Variable> > <valueExpression> => <ConstraintItem> <Variable> > <valueExpression>,behavior
2,mapreduce.map.sort.spill.percent,mapreduce.map.output.compress,mapreduce.map.sort.spill.percent in {{0.5..1.0}} => mapreduce.map.output.compress = true,behavior
3,mapreduce.reduce.merge.inmem.threshold,mapreduce.reduce.input.buffer.percent,mapreduce.reduce.merge.inmem.threshold > 0 => mapreduce.reduce.input.buffer.percent > 0,behavior
4,mapreduce.job.sharedcache.mode,mapreduce.job.sharedcache.uploadpolicy,"<Dependency> ::= <Variable> = ""enabled"" => <Variable> != ""null""",behavior
5,mapreduce.task.io.sort.mb,mapreduce.map.sort.spill.percent,mapreduce.task.io.sort.mb > 100 => mapreduce.map.sort.spill.percent < 0.8,behavior
6,mapreduce.task.profile.maps,mapreduce.task.profile.sample.rate,mapreduce.task.profile.maps = true => mapreduce.task.profile.sample.rate in {{0.01..1.0}},control
7,mapreduce.task.merge.progress.records,mapreduce.task.merge.inmem.threshold,mapreduce.task.merge.progress.records > 0 => mapreduce.task.merge.inmem.threshold > 0,control
8,mapreduce.reduce.node-label-expression,mapreduce.reduce.memory.mb,mapreduce.reduce.node-label-expression in {{high-mem-nodes}} => mapreduce.reduce.memory.mb > 2048,control
9,mapreduce.task.profile.reduces,mapreduce.job.reduces,mapreduce.job.reduces = ANY => mapreduce.task.profile.reduces = ANY,control
10,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.job.speculative.speculative-cap-total-tasks,mapreduce.job.speculative.speculative-cap-running-tasks < mapreduce.job.speculative.speculative-cap-total-tasks,control
11,mapreduce.map.maxattempts,mapreduce.reduce.maxattempts,<Dependency> ::= <Variable> = <ANY> => <Variable> = <ANY>,control
12,mapreduce.jobhistory.recovery.store.fs.uri,mapreduce.jobhistory.recovery.enable,mapreduce.jobhistory.recovery.enable = true => mapreduce.jobhistory.recovery.store.fs.uri != null,control
13,mapreduce.job.speculative.slowtaskthreshold,mapreduce.job.speculative.speculativecap,mapreduce.job.speculative.slowtaskthreshold > 1 => mapreduce.job.speculative.speculativecap > 0.1,control
14,mapreduce.reduce.speculative,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.reduce.speculative = true => mapreduce.job.speculative.speculative-cap-running-tasks != null,control
15,mapreduce.cluster.acls.enabled,mapreduce.job.acl-modify-job,mapreduce.cluster.acls.enabled = true => mapreduce.job.acl-modify-job != null,control
16,mapreduce.map.log.level,mapreduce.task.io.sort.mb,"mapreduce.map.log.level in {{""DEBUG"", ""TRACE""}} => mapreduce.task.io.sort.mb > 100",control
17,mapreduce.task.skip.start.attempts,mapreduce.task.skip.max.attempts,mapreduce.task.skip.start.attempts > 0 => mapreduce.task.skip.max.attempts > mapreduce.task.skip.start.attempts,control
18,mapreduce.jobhistory.cleaner.enable,mapreduce.jobhistory.cleaner.interval-ms,mapreduce.jobhistory.cleaner.enable = true => mapreduce.jobhistory.cleaner.interval-ms > 0,control
19,mapreduce.job.send-token-conf,mapreduce.job.token.tracking.ids,mapreduce.job.send-token-conf = true => mapreduce.job.token.tracking.ids != null,control
20,mapreduce.task.profile.reduces,mapreduce.job.reduces,mapreduce.job.reduces = ANY => mapreduce.task.profile.reduces = ANY,control
21,mapreduce.job.max.map,mapreduce.job.maps,mapreduce.job.max.map > 0 => mapreduce.job.maps in [1 .. mapreduce.job.max.map],control
22,mapreduce.jobtracker.system.dir,mapreduce.jobtracker.heartbeat.interval,mapreduce.jobtracker.system.dir != null => mapreduce.jobtracker.heartbeat.interval > 0,control
23,mapreduce.job.reduces,mapreduce.tasktracker.reduce.tasks.maximum,mapreduce.job.reduces > {{current_value}} => mapreduce.tasktracker.reduce.tasks.maximum > {{current_value}},control
24,mapreduce.jobtracker.staging.root.dir,mapreduce.jobtracker.address,mapreduce.jobtracker.address != null => mapreduce.jobtracker.staging.root.dir = ANY,control
25,mapreduce.job.token.tracking.ids.enabled,mapreduce.job.token.tracking.ids,mapreduce.job.token.tracking.ids.enabled = true => mapreduce.job.token.tracking.ids != null,control
