id,Parameter1,Parameter2,bnf,type
1,dfs.balancer.moverThreads,dfs.datanode.balance.bandwidthPerSec,dfs.balancer.moverThreads > 1 => dfs.datanode.balance.bandwidthPerSec > 10485760,behavior
2,dfs.use.dfs.network.topology,dfs.namenode.avoid.read.stale.datanode,dfs.use.dfs.network.topology = true => dfs.namenode.avoid.read.stale.datanode = true,behavior
3,dfs.client.retry.window.base,dfs.client.retry.interval,dfs.client.retry.window.base > 0 => dfs.client.retry.interval < dfs.client.retry.window.base,behavior
4,dfs.ha.namenodes.EXAMPLENAMESERVICE,dfs.journalnode.edits.dir,dfs.ha.namenodes.EXAMPLENAMESERVICE != null => dfs.journalnode.edits.dir != null,behavior
5,dfs.client.file-block-storage-locations.num-threads,dfs.namenode.handler.count,dfs.client.file-block-storage-locations.num-threads > default => dfs.namenode.handler.count > default,behavior
6,dfs.ha.namenodes.EXAMPLENAMESERVICE,dfs.ha.automatic-failover.enabled,"dfs.ha.namenodes.EXAMPLENAMESERVICE != null => dfs.ha.automatic-failover.enabled in {{ true, false }}",behavior
7,dfs.namenode.servicerpc-address,dfs.namenode.http-address,dfs.namenode.servicerpc-address != null => dfs.namenode.http-address != null,behavior
8,dfs.client.https.keystore.resource,dfs.client.https.keystore.type,dfs.client.https.keystore.resource != null => dfs.client.https.keystore.type = ANY,behavior
9,dfs.permissions.superusergroup,dfs.cluster.administrators,dfs.permissions.superusergroup != null => dfs.cluster.administrators != null,behavior
10,dfs.namenode.path.based.cache.refresh.interval.ms,dfs.namenode.path.based.cache.retry.interval.ms,dfs.namenode.path.based.cache.refresh.interval.ms = 30000 => dfs.namenode.path.based.cache.retry.interval.ms = 30000,behavior
11,dfs.namenode.top.window.num.buckets,dfs.namenode.top.num.users,dfs.namenode.top.window.num.buckets > 0 => dfs.namenode.top.num.users > 0,behavior
12,dfs.datanode.du.reserved.calculator,dfs.datanode.data.dir,dfs.datanode.du.reserved.calculator = ANY => dfs.datanode.data.dir = ANY,behavior
13,dfs.content-summary.limit,dfs.namenode.content.summary.limit,dfs.content-summary.limit > 0 => dfs.namenode.content.summary.limit > 0,behavior
14,dfs.datanode.transfer.socket.recv.buffer.size,dfs.datanode.max.transfer.threads,dfs.datanode.transfer.socket.recv.buffer.size > default => dfs.datanode.max.transfer.threads > default,behavior
15,dfs.client.mmap.cache.size,dfs.client.mmap.cache.timeout.ms,dfs.client.mmap.cache.size > 0 => dfs.client.mmap.cache.timeout.ms > 0,behavior
16,dfs.https.server.keystore.resource,dfs.https.server.keystore.password,dfs.https.server.keystore.resource != null => dfs.https.server.keystore.password != null,behavior
17,dfs.namenode.rpc-bind-host,dfs.namenode.servicerpc-bind-host,dfs.namenode.rpc-bind-host != null => dfs.namenode.servicerpc-bind-host != null,behavior
18,dfs.https.server.keystore.resource,dfs.https.server.truststore.password,dfs.https.server.truststore.resource != null => dfs.https.server.truststore.password != null,behavior
19,dfs.namenode.fslock.fair,ipc.server.read.threadpool.size,dfs.namenode.fslock.fair = false => ipc.server.read.threadpool.size < 10,behavior
20,dfs.nameservice.id,dfs.namenode.rpc-address.[nameservice ID].[namenode ID],dfs.nameservice.id = <String> => dfs.namenode.rpc-address.[nameservice ID].[namenode ID] = <String>,behavior
21,dfs.namenode.checkpoint.period,dfs.namenode.checkpoint.txns,dfs.namenode.checkpoint.period > 3600 => dfs.namenode.checkpoint.txns > 1000000,behavior
22,dfs.datanode.data.dir.perm,dfs.namenode.name.dir,dfs.datanode.data.dir.perm = <String> => dfs.namenode.name.dir = <String>,behavior
23,dfs.client.read.shortcircuit.streams.cache.expiry.ms,dfs.client.read.shortcircuit.buffer.size,dfs.client.read.shortcircuit.streams.cache.expiry.ms > 0 => dfs.client.read.shortcircuit.buffer.size > 0,behavior
24,dfs.datanode.oob.timeout-ms,dfs.heartbeat.interval,dfs.datanode.oob.timeout-ms > dfs.heartbeat.interval * 2 => dfs.datanode.oob.timeout-ms = dfs.heartbeat.interval * 3,behavior
25,dfs.namenode.support.allow.format,dfs.namenode.name.dir,dfs.namenode.support.allow_format = true => dfs.namenode.name_dir != null,behavior
26,dfs.namenode.block-placement-policy.default.prefer-local-node,dfs.blocksize,dfs.namenode.block-placement-policy.default.prefer-local-node = true => dfs.blocksize > 0,behavior
27,dfs.namenode.kerberos.internal.spnego.principal,dfs.journalnode.keytab.file,dfs.namenode.kerberos.internal.spnego.principal != null => dfs.journalnode.keytab.file != null,behavior
28,dfs.client.failover.max.attempts,dfs.client.retry.max.attempts,dfs.client.failover.max.attempts > 1 => dfs.client.retry.max.attempts > 1,behavior
29,dfs.namenode.safemode.min.datanodes,dfs.namenode.safemode.extension,dfs.namenode.safemode.min.datanodes > 0 => dfs.namenode.safemode.extension >= 0,behavior
30,dfs.web.authentication.filter,hadoop.http.authentication.cookie.domain,"<Variable> = ""dfs.web.authentication.filter"" => <Variable> = ""hadoop.http.authentication.cookie.domain""",behavior
31,dfs.datanode.use.datanode.hostname,dfs.datanode.http.address,dfs.datanode.use.datanode.hostname = true => dfs.datanode.http.address = hostname:50075,behavior
32,dfs.http.client.failover.max.attempts,dfs.http.client.failover.sleep.max.millis,dfs.http.client.failover.max.attempts > 1 => dfs.http.client.failover.sleep.max.millis > dfs.http.client.failover.sleep.base.millis,behavior
33,dfs.mover.moverThreads,dfs.datanode.balance.bandwidthPerSec,dfs.mover.moverThreads > 10 => dfs.datanode.balance.bandwidthPerSec > 10485760,behavior
34,dfs.webhdfs.oauth2.enabled,dfs.webhdfs.oauth2.token.endpoint,dfs.webhdfs.oauth2.enabled = true => dfs.webhdfs.oauth2.token.endpoint != null,behavior
35,dfs.namenode.max-num-blocks-to-log,dfs.namenode.num.extra.edits.retained,dfs.namenode.max-num-blocks-to-log > 1000 => dfs.namenode.num.extra.edits.retained > 100,behavior
36,dfs.client.replica.accessor.builder.classes,dfs.client.replica.selector.class,dfs.client.replica.accessor.builder.classes != null => dfs.client.replica.selector.class != null,behavior
37,dfs.ha.standby.checkpoints,dfs.ha.zkfc.port,dfs.ha.zkfc.port = ANY => dfs.ha.standby.checkpoints = ANY,behavior
38,dfs.datanode.transferTo.allowed,dfs.datanode.readahead.bytes,dfs.datanode.transferTo.allowed = true => dfs.datanode.readahead.bytes > 0,behavior
39,dfs.internal.nameservices,dfs.namenode.rpc-address,dfs.internal.nameservices != null => dfs.namenode.rpc-address != null,behavior
40,dfs.namenode.http-bind-host,dfs.namenode.https-bind-host,dfs.namenode.http-bind-host = <String> AND dfs.http.policy = HTTPS_ONLY => dfs.namenode.https-bind-host = <String>,behavior
41,dfs.journalnode.edits.dir,dfs.ha.tail-edits.period,dfs.journalnode.edits.dir != null => dfs.ha.tail-edits.period in {{30..60}},behavior
42,dfs.namenode.accesstime.precision,dfs.namenode.checkpoint.period,dfs.namenode.accesstime.precision < 3600 => dfs.namenode.checkpoint.period < 3600,behavior
43,dfs.short.circuit.shared.memory.watcher.interrupt.check.ms,dfs.domain.socket.path,dfs.domain.socket.path != null => dfs.short.circuit.shared.memory.watcher.interrupt.check.ms in [1..60000],behavior
44,dfs.namenode.name.cache.threshold,dfs.namenode.name.dir,dfs.namenode.name.cache.threshold > 0 => dfs.namenode.name.dir != null,behavior
45,dfs.namenode.audit.log.async,dfs.namenode.audit.log.maxretainminutes,dfs.namenode.audit.log.async = true => dfs.namenode.audit.log.maxretainminutes > 0,behavior
46,dfs.ha.zkfc.port,dfs.namenode.rpc-port,dfs.ha.zkfc.port != null => dfs.namenode.rpc-port != null,behavior
47,dfs.namenode.lifeline.rpc-address,dfs.namenode.servicerpc-address,dfs.namenode.lifeline.rpc-address != null => dfs.namenode.servicerpc-address != null,behavior
48,dfs.namenode.read-lock-reporting-threshold-ms,dfs.namenode.lock.count,dfs.namenode.lock.count > 100 => dfs.namenode.read-lock-reporting-threshold-ms > 60000,behavior
49,dfs.client.failover.sleep.max.millis,dfs.client.failover.max.attempts,dfs.client.failover.max.attempts > 0 => dfs.client.failover.sleep.max.millis > 0,behavior
50,dfs.datanode.slow.io.warning.threshold.ms,dfs.datanode.max.locked.memory,dfs.datanode.slow.io.warning.threshold.ms > 1000 => dfs.datanode.max.locked.memory > 102400,behavior
51,dfs.balancer.address,dfs.namenode.rpc-address,dfs.balancer.address != null => dfs.namenode.rpc-address != null,behavior
