id,Parameter1,Parameter2,bnf,type
1,hbase.hstore.blockingWaitTime,hbase.regionserver.thread.compaction.throttle,hbase.regionserver.thread.compaction.throttle > 0 => hbase.hstore.blockingWaitTime > 0,behavior
2,hbase.hregion.memstore.mslab.enabled,hbase.hregion.memstore.mslab.chunksize,hbase.hregion.memstore.mslab.enabled = true => hbase.hregion.memstore.mslab.chunksize > 0,behavior
3,hbase.client.write.buffer,hbase.regionserver.global.memstore.size,hbase.client.write.buffer > 4194304 => hbase.regionserver.global.memstore.size > 0.4,control
4,hbase.regionserver.global.memstore.size.lower.limit,hbase.regionserver.heapmemory.max,hbase.regionserver.global.memstore.size.lower.limit < hbase.regionserver.heapmemory.max,control
5,hbase.bucketcache.bucket.sizes,hbase.bucketcache.size,hbase.bucketcache.bucket.sizes != null => hbase.bucketcache.size > 0,control
6,hbase.thrift.maxQueuedRequests,hbase.thrift.worker.threads,hbase.thrift.maxQueuedRequests > 100 => hbase.thrift.worker.threads > 10,control
7,hbase.snapshot.enabled,hbase.snapshot.retention.min,hbase.snapshot.enabled = true => hbase.snapshot.retention.min >= 0,control
8,hbase.regionserver.hlog.writer.impl,hbase.regionserver.hlog.syncer.count,hbase.regionserver.hlog.writer.impl in {{custom_writer_impl}} => hbase.regionserver.hlog.syncer.count > 1,control
9,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.start.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.start.hour != null,control
10,hbase.coprocessor.enabled,hbase.coprocessor.region.classes,hbase.coprocessor.enabled = true => hbase.coprocessor.region.classes != null,control
11,hbase.thrift.minWorkerThreads,hbase.thrift.maxWorkerThreads,hbase.thrift.minWorkerThreads < hbase.thrift.maxWorkerThreads => hbase.thrift.maxWorkerThreads > hbase.thrift.minWorkerThreads,control
12,hbase.master.port,hbase.master.info.port,hbase.master.port != ANY => hbase.master.info.port != ANY,control
13,hbase.bucketcache.bucket.sizes,hbase.bucketcache.percentage.in.combinedcache,hbase.bucketcache.bucket.sizes != null => hbase.bucketcache.percentage.in.combinedcache in {{1..100}},control
14,hbase.security.exec.permission.checks,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.security.exec.permission.checks = true,control
15,hbase.hstore.blockingWaitTime,hbase.hstore.blockingStoreFiles,hbase.hstore.blockingStoreFiles > 0 => hbase.hstore.blockingWaitTime > 0,control
16,hbase.regionserver.keytab.file,hbase.security.authentication,hbase.regionserver.keytab.file != null => hbase.security.authentication = 'kerberos',control
17,hbase.coprocessor.enabled,hbase.coprocessor.region.classes,hbase.coprocessor.enabled = false => hbase.coprocessor.region.classes = null,control
18,hbase.snapshot.region.timeout,hbase.snapshot.master.timeout,hbase.snapshot.region.timeout > 0 => hbase.snapshot.master.timeout > hbase.snapshot.region.timeout,control
19,hbase.master.hfilecleaner.plugins,hbase.hfilecleaner.threads,"hbase.master.hfilecleaner.plugins in {{custom_plugin1, custom_plugin2}} => hbase.hfilecleaner.threads > default",control
20,hbase.rest.threads.min,hbase.rest.threads.max,hbase.rest.threads.min > hbase.rest.threads.max => hbase.rest.threads.max = hbase.rest.threads.min + 1,control
21,hbase.regionserver.thread.compaction.throttle,hbase.regionserver.thread.compaction.large,hbase.regionserver.thread.compaction.throttle > 2 => hbase.regionserver.thread.compaction.large > 1,control
22,hbase.column.max.version,hbase.column.min.version,hbase.column.max.version > hbase.column.min.version,control
23,hbase.zookeeper.property.clientPort,hbase.master.port,hbase.zookeeper.property.clientPort = X => hbase.master.port != X,control
24,hbase.master.keytab.file,hbase.master.kerberos.principal,hbase.master.keytab.file != null => hbase.master.kerberos.principal != null,control
25,hbase.master.balancer.maxRitPercent,hbase.balancer.tablesOnMaster,hbase.master.balancer.maxRitPercent > 60 => hbase.balancer.tablesOnMaster = false,control
26,hbase.regionserver.info.port,hbase.regionserver.info.port.auto,hbase.regionserver.info.port.auto = true => hbase.regionserver.info.port = ANY,control
27,hbase.regionserver.handler.abort.on.error.percent,hbase.regionserver.handler.count,hbase.regionserver.handler.abort.on.error.percent > 0 => hbase.regionserver.handler.count > 0,control
28,hbase.cluster.distributed,hbase.master.port,hbase.cluster.distributed = true => hbase.master.port = 60000,control
29,hbase.zookeeper.property.initLimit,hbase.zookeeper.property.tickTime,hbase.zookeeper.property.initLimit = ANY => hbase.zookeeper.property.tickTime < (hbase.zookeeper.property.initLimit * 2000),control
30,hbase.regionserver.kerberos.principal,hbase.security.authentication,"hbase.security.authentication = ""kerberos"" => hbase.regionserver.kerberos.principal != null",control
31,hbase.zookeeper.leaderport,hbase.zookeeper.quorum,hbase.zookeeper.quorum != null => hbase.zookeeper.leaderport = ANY,control
32,hbase.master.loadbalancer.class,hbase.master.loadbalance.bytable,"hbase.master.loadbalancer.class = ""org.apache.hadoop.hbase.master.balancer.StochasticLoadBalancer"" => hbase.master.loadbalance.bytable != null",control
33,hbase.ipc.server.callqueue.read.ratio,hbase.ipc.server.max.callqueue.length,hbase.ipc.server.callqueue.read.ratio > 0 => hbase.ipc.server.max.callqueue.length > 0,control
34,hbase.master.keytab.file,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.master.keytab.file != null,control
35,hbase.hregion.memstore.flush.size,hbase.hregion.memstore.block.multiplier,hbase.hregion.memstore.flush.size > ANY => hbase.hregion.memstore.block.multiplier > ANY,control
36,hbase.security.authentication,hbase.security.visibility.mutations.checkauths,"hbase.security.authentication = ""kerberos"" => hbase.security.visibility.mutations.checkauths = true",control
37,hbase.coordinated.state.manager.class,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.coordinated.state.manager.class != null,control
38,hbase.client.localityCheck.threadPoolSize,hbase.regionserver.handler.count,hbase.client.localityCheck.threadPoolSize in {{a..b}} => hbase.regionserver.handler.count in {{c..d}},control
39,hbase.status.listener.class,hbase.status.published,hbase.status.listener.class != null => hbase.status.published = true,control
40,hbase.client.max.total.tasks,hbase.regionserver.handler.count,hbase.client.max.total.tasks > 100 => hbase.regionserver.handler.count > 30,control
