id,Parameter1,Parameter2,bnf,type
1,filesystem_store_chunk_size,filesystem_store_datadir,filesystem_store_chunk_size > default => filesystem_store_datadir != null,behavior
2,rbd_store_pool,rbd_store_ceph_conf,rbd_store_pool != null => rbd_store_ceph_conf != null,behavior
3,rbd_store_chunk_size,show_image_direct_url,rbd_store_chunk_size > 65536 => show_image_direct_url = true,behavior
4,s3_store_access_key,s3_store_host,s3_store_access_key != null => s3_store_host != null,behavior
5,rbd_store_chunk_size,rbd_user,rbd_store_chunk_size != null => rbd_user != null,behavior
6,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
7,auth_version,swift_store_retry_get_count,auth_version!=null => swift_store_retry_get_count=ANY,behavior
8,swift_store_config_file,swift_store_container,swift_store_config_file != null => swift_store_container != null,behavior
9,s3_store_secret_key,s3_store_protocol,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_protocol',behavior
10,swift_store_config_file,swift_store_region,swift_store_config_file != null => swift_store_region != null,behavior
11,log-config,log_dir,log-config!=null => log_dir=ANY,behavior
12,swift_store_multi_tenant,swift_store_container,swift_store_multi_tenant=true => swift_store_container in {{ String }},behavior
13,auth_version,swift_store_region,auth_version!=null => swift_store_region=ANY,behavior
14,auth_version,default_swift_reference,auth_version!=null => default_swift_reference=ANY,behavior
15,swift_store_config_file,default_swift_reference,swift_store_config_file != null => default_swift_reference != null,behavior
16,auth_version,swift_store_config_file,auth_version!=null => swift_store_config_file=ANY,behavior
17,s3_store_access_key,s3_store_bucket,s3_store_access_key != null => s3_store_bucket != null,behavior
18,rbd_store_pool,rbd_store_user,rbd_store_pool != null => rbd_store_user != null,behavior
19,public_endpoint,http_keepalive,public_endpoint=true => http_keepalive=true,behavior
20,auth_version,swift_store_key,auth_version!=null => swift_store_key=ANY,behavior
21,swift_store_key,swift_store_auth_address,swift_store_key != null => swift_store_auth_address != null,behavior
22,s3_store_access_key,s3_store_secret_key,s3_store_access_key != null => s3_store_secret_key != null,behavior
23,image_cache_max_size,image_cache_stall_time,image_cache_max_size > 0 => image_cache_stall_time > 0,behavior
24,swift_store_key,swift_store_user,swift_store_key != null => swift_store_user != null,behavior
25,auth_version,swift_store_user,auth_version!=null => swift_store_user=ANY,behavior
26,image_size_cap,default_store,image_size_cap > {{backend_limit}} => default_store != 'file',behavior
27,auth_version,swift_store_large_object_chunk_size,auth_version!=null => swift_store_large_object_chunk_size=ANY,behavior
28,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
29,swift_store_create_container_on_put,swift_store_container,swift_store_create_container_on_put=true => swift_store_container!=null,control
30,swift_store_endpoint_type,swift_store_auth_insecure,"swift_store_endpoint_type = ""adminURL"" => swift_store_auth_insecure = false",control
31,cinder_store_password,cinder_store_user_domain_name,cinder_store_password != null => cinder_store_user_domain_name != null,control
32,cinder_api_insecure,cinder_ca_certificates_file,cinder_api_insecure = true => cinder_ca_certificates_file = null,control
33,debug,verbose,debug=true => verbose=true,control
34,swift_store_user,swift_store_auth_address,swift_store_user != null => swift_store_auth_address != null,control
35,enabled,image_cache_driver,enabled=true => image_cache_driver!=null,control
36,enabled_backends,s3_store_host,"enabled_backends in {{ ""s3"" }} => s3_store_host != null",control
37,enabled,enabled_backends,enabled=true => enabled_backends!=null,control
38,enabled,log_dir,enabled=true => log_dir!=null,control
