id,Parameter1,Parameter2,bnf,type
1,hbase.mob.compaction.mergeable.threshold,hbase.mob.compaction.batch.size,hbase.mob.compaction.mergeable.threshold > default => hbase.mob.compaction.batch.size > default,behavior
2,hbase.regionserver.port,hbase.regionserver.info.bindAddress,"hbase.regionserver.port != null => hbase.regionserver.info.bindAddress = ""0.0.0.0""",behavior
3,hbase.ipc.client.tcpnodelay,hbase.ipc.client.socket.timeout.connect,hbase.ipc.client.tcpnodelay = true => hbase.ipc.client.socket.timeout.connect > 0,behavior
4,hbase.mob.cache.evict.remain.ratio,hbase.mob.compaction.batch.size,hbase.mob.cache.evict.remain.ratio > 0.3 => hbase.mob.compaction.batch.size > 100,behavior
5,hbase.regionserver.optionalcacheflushinterval,hbase.regionserver.global.memstore.size,hbase.regionserver.optionalcacheflushinterval > 0 => hbase.regionserver.global.memstore.size > 0,behavior
6,hbase.ipc.server.callqueue.scan.ratio,hbase.regionserver.handler.count,hbase.ipc.server.callqueue.scan.ratio > 0.5 => hbase.regionserver.handler.count > 30,control
7,hbase.status.published,hbase.security.authentication,hbase.security.authentication = kerberos => hbase.status.published = false,control
8,hbase.rest.readonly,hbase.rest.threads.max,hbase.rest.readonly = true => hbase.rest.threads.max > 10,control
9,hbase.client.max.perserver.tasks,hbase.regionserver.max.queue.size,hbase.client.max.perserver.tasks > {{X}} => hbase.regionserver.max.queue.size > {{Y}},control
10,hbase.security.authentication,hbase.security.exec.permission.checks,"hbase.security.authentication = ""kerberos"" => hbase.security.exec.permission.checks = true",control
11,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.end.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.end.hour != null,control
12,hbase.coprocessor.enabled,hbase.coprocessor.user.enabled,hbase.coprocessor.enabled = true => hbase.coprocessor.user.enabled != null,control
13,hbase.hstore.compactionThreshold,hbase.hstore.blockingStoreFiles,hbase.hstore.compactionThreshold < hbase.hstore.blockingStoreFiles => hbase.hstore.blockingStoreFiles > hbase.hstore.compactionThreshold,control
14,hbase.client.scanner.max.result.size,hbase.regionserver.handler.count,hbase.client.scanner.max.result.size > ANY => hbase.regionserver.handler.count > ANY,control
15,hbase.client.max.perserver.tasks,hbase.regionserver.handler.count,hbase.client.max.perserver.tasks > {{X}} => hbase.regionserver.handler.count > {{Y}},control
16,hbase.client.scanner.timeout.period,hbase.rpc.timeout,hbase.client.scanner.timeout.period > 0 => hbase.rpc.timeout > hbase.client.scanner.timeout.period,control
17,hbase.master.normalizer.class,hbase.normalization.period,hbase.master.normalizer.class != null => hbase.normalization.period > 0,control
18,hbase.master.keytab.file,hbase.master.kerberos.principal,hbase.master.keytab.file != null => hbase.master.kerberos.principal != null,control
19,hbase.regionserver.global.memstore.size.lower.limit,hbase.regionserver.heapmemory.max,hbase.regionserver.global.memstore.size.lower.limit < hbase.regionserver.heapmemory.max,control
20,hbase.status.listener.class,hbase.status.published,hbase.status.listener.class != null => hbase.status.published = true,control
21,hbase.hstore.bytes.per.checksum,hbase.hstore.blockingStoreFiles,hbase.hstore.bytes.per.checksum > 0 => hbase.hstore.blockingStoreFiles > 0,control
22,hbase.master.kerberos.principal,hbase.security.authentication,"hbase.security.authentication = ""kerberos"" => hbase.master.kerberos.principal != ""ANY""",control
23,hbase.cluster.distributed,hbase.regionserver.port,hbase.cluster.distributed = true => hbase.regionserver.port = 60020,control
24,hbase.master.keytab.file,hbase.security.authentication,hbase.security.authentication = kerberos => hbase.master.keytab.file != null,control
25,hbase.coprocessor.region.classes,hbase.regionserver.coprocessor.heap.memory,hbase.coprocessor.region.classes != null => hbase.regionserver.coprocessor.heap.memory > 0,control
26,hbase.client.max.perserver.tasks,hbase.client.max.perregion.tasks,hbase.client.max.perserver.tasks > {{X}} => hbase.client.max.perregion.tasks < {{Y}},control
27,hbase.storescanner.parallel.seek.threads,hbase.storescanner.parallel.seek.enable,hbase.storescanner.parallel.seek.enable = true => hbase.storescanner.parallel.seek.threads > 0,control
28,hbase.client.max.total.tasks,hbase.regionserver.handler.count,hbase.client.max.total.tasks > 100 => hbase.regionserver.handler.count > 30,control
29,hbase.regionserver.keytab.file,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.regionserver.keytab.file != null,control
30,hbase.mob.cache.evict.remain.ratio,hbase.regionserver.global.memstore.size,hbase.mob.cache.evict.remain.ratio in {{0.2..0.5}} => hbase.regionserver.global.memstore.size > 0.4,control
31,hbase.regionserver.hlog.writer.impl,hbase.regionserver.hlog.syncer.count,hbase.regionserver.hlog.writer.impl in {{custom_writer_impl}} => hbase.regionserver.hlog.syncer.count > 1,control
32,hbase.regionserver.hlog.reader.impl,hbase.regionserver.hlog.syncer.count,hbase.regionserver.hlog.reader.impl != default => hbase.regionserver.hlog.syncer.count > 1,control
33,hbase.status.publisher.class,hbase.status.published,hbase.status.publisher.class != null => hbase.status.published = true,control
34,hbase.wal.dir.perms,hbase.regionserver.hlog.syncer.count,"hbase.wal.dir.perms in {{""700"", ""755"", ""777""}} => hbase.regionserver.hlog.syncer.count > 1",control
35,hbase.client.scanner.max.result.size,hbase.ipc.server.max.callqueue.size,hbase.client.scanner.max.result.size > ANY => hbase.ipc.server.max.callqueue.size > ANY,control
36,hbase.thrift.maxQueuedRequests,hbase.thrift.worker.threads,hbase.thrift.maxQueuedRequests > 100 => hbase.thrift.worker.threads > 10,control
37,hbase.master.loadbalancer.class,hbase.master.loadbalance.bytable,"hbase.master.loadbalancer.class = ""org.apache.hadoop.hbase.master.balancer.StochasticLoadBalancer"" => hbase.master.loadbalance.bytable != null",control
38,hbase.zookeeper.property.clientPort,hbase.regionserver.port,hbase.zookeeper.property.clientPort = X => hbase.regionserver.port != X,control
39,hbase.ipc.server.callqueue.handler.factor,hbase.regionserver.handler.count,hbase.ipc.server.callqueue.handler.factor > 1 => hbase.regionserver.handler.count > hbase.regionserver.handler.count * hbase.ipc.server.callqueue.handler.factor,control
40,hbase.zookeeper.peerport,hbase.zookeeper.leaderport,hbase.zookeeper.peerport != null => hbase.zookeeper.leaderport != hbase.zookeeper.peerport,control
41,hbase.coprocessor.enabled,hbase.coprocessor.region.classes,hbase.coprocessor.enabled = true => hbase.coprocessor.region.classes != null,control
42,hbase.master.loadbalancer.class,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.master.loadbalancer.class != null,control
43,hbase.regionserver.info.port.auto,hbase.regionserver.info.port,hbase.regionserver.info.port.auto = true => hbase.regionserver.info.port != null,control
44,hbase.ipc.server.callqueue.read.ratio,hbase.ipc.server.max.callqueue.length,hbase.ipc.server.callqueue.read.ratio > 0 => hbase.ipc.server.max.callqueue.length > 0,control
45,hbase.hstore.checksum.algorithm,hbase.hstore.blockingStoreFiles,hbase.hstore.checksum.algorithm != null => hbase.hstore.blockingStoreFiles < 20,control
46,hbase.snapshot.enabled,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.snapshot.enabled = true,control
47,hbase.rs.cacheblocksonwrite,hfile.block.cache.size,hbase.rs.cacheblocksonwrite = true => hfile.block.cache.size > [default..1.0],control
48,hbase.regionserver.info.port,hbase.regionserver.info.port.auto,hbase.regionserver.info.port.auto = true => hbase.regionserver.info.port = ANY,control
49,hbase.zookeeper.dns.interface,hbase.zookeeper.quorum,hbase.zookeeper.dns.interface != null => hbase.zookeeper.quorum != null,control
50,hbase.master.keytab.file,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.master.keytab.file != null,control
