id,Parameter1,Parameter2,bnf,type
1,yarn.log-aggregation-enable,yarn.nodemanager.remote-app-log-dir,yarn.log-aggregation-enable = true => yarn.nodemanager.remote-app-log-dir != null,behavior
2,yarn.nodemanager.linux-container-executor.cgroups.delete-delay-ms,yarn.nodemanager.linux-container-executor.cgroups.hierarchy,yarn.nodemanager.linux-container-executor.cgroups.hierarchy != null => yarn.nodemanager.linux-container-executor.cgroups.delete-delay-ms > 0,behavior
3,yarn.nodemanager.webapp.spnego-keytab-file,yarn.nodemanager.webapp.spnego-principal,<Dependency> ::= <Condition> => <ConstraintItem>,behavior
4,yarn.resourcemanager.reservation-system.plan.follower,yarn.resourcemanager.scheduler.class,"yarn.resourcemanager.scheduler.class in {{org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler, org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler}} => yarn.resourcemanager.reservation-system.plan.follower != null",behavior
5,yarn.sharedcache.admin.address,yarn.sharedcache.cleanup.interval-ms,yarn.sharedcache.admin.address != null => yarn.sharedcache.cleanup.interval-ms > 0,behavior
6,yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit > 0 => yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms > 0,behavior
7,yarn.resourcemanager.cluster-id,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.cluster-id = ANY,behavior
8,yarn.timeline-service.webapp.address,yarn.timeline-service.bind-host,yarn.timeline-service.webapp.address != null => yarn.timeline-service.bind-host != null,behavior
9,yarn.cluster.max-application-priority,yarn.nodemanager.log-aggregation.policy.class,yarn.cluster.max-application-priority != null => yarn.nodemanager.log-aggregation.policy.class = org.apache.hadoop.yarn.server.nodemanager.containermanager.logaggregation.AllContainerLogAggregationPolicy,behavior
10,yarn.scheduler.queue-placement-rules,yarn.scheduler.capacity.root.queues,yarn.scheduler.queue-placement-rules != null => yarn.scheduler.capacity.root.queues != null,behavior
11,yarn.app.mapreduce.am.resource.mb,mapreduce.reduce.memory.mb,yarn.app.mapreduce.am.resource.mb > mapreduce.reduce.memory.mb => yarn.app.mapreduce.am.resource.mb >= mapreduce.reduce.memory.mb,behavior
12,yarn.nodemanager.log-aggregation.compression-type,yarn.nodemanager.log-aggregation.retain-seconds,yarn.nodemanager.log-aggregation.compression-type != null => yarn.nodemanager.log-aggregation.retain-seconds > 0,behavior
13,yarn.nodemanager.amrmproxy.enabled,yarn.resourcemanager.opportunistic-container-allocation.enabled,"yarn.nodemanager.amrmproxy.enabled = true => yarn.resourcemanager.opportunistic-container-allocation.enabled in {true, false}",behavior
14,yarn.resourcemanager.resource-tracker.client.thread-count,yarn.resourcemanager.scheduler.client.thread-count,yarn.resourcemanager.resource-tracker.client.thread-count > 10 => yarn.resourcemanager.scheduler.client.thread-count > 10,behavior
15,yarn.nodemanager.resourcemanager.connect.max-wait.ms,yarn.nodemanager.resourcemanager.connect.retry-interval.ms,yarn.nodemanager.resourcemanager.connect.max-wait.ms > 0 => yarn.nodemanager.resourcemanager.connect.retry-interval.ms < yarn.nodemanager.resourcemanager.connect.max-wait.ms,behavior
16,yarn.app.mapreduce.am.command-opts,mapreduce.reduce.memory.mb,yarn.app.mapreduce.am.command-opts in {{ -Xmx* }} => mapreduce.reduce.memory.mb > [default.MIN_value .. default.MAX_value],behavior
17,yarn.nodemanager.resource-calculator.class,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource-calculator.class = ANY => yarn.nodemanager.resource.cpu-vcores > 0,behavior
18,yarn.client.failover-max-attempts,yarn.client.failover-retries,yarn.client.failover-max-attempts = 0 => yarn.client.failover-retries = 0,behavior
19,yarn.resourcemanager.state-store.max-completed-applications,yarn.resourcemanager.state-store.java-opts,"yarn.resourcemanager.state-store.max-completed-applications > default => yarn.resourcemanager.state-store.java-opts contains ""-Xmx""",behavior
20,yarn.nodemanager.log-aggregation.policy.class,yarn.nodemanager.log-aggregation.enable,yarn.nodemanager.log-aggregation.policy.class != null => yarn.nodemanager.log-aggregation.enable = true,control
21,yarn.app.mapreduce.client.job.max-retries,mapreduce.job.max.split.locations,yarn.app.mapreduce.client.job.max-retries > 3 => mapreduce.job.max.split.locations > 100,control
22,yarn.nodemanager.distributed-scheduling.enabled,yarn.resourcemanager.opportunistic-container-allocation.nodes-used,yarn.nodemanager.distributed-scheduling.enabled = true => yarn.resourcemanager.opportunistic-container-allocation.nodes-used > 0,control
23,yarn.timeline-service.enabled,yarn.timeline-service.webapp.address,yarn.timeline-service.enabled = true => yarn.timeline-service.webapp.address != null,control
24,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.store.class,yarn.resourcemanager.recovery.enabled = true => yarn.resourcemanager.store.class != null,control
25,yarn.timeline-service.state-store-class,yarn.timeline-service.store-class,yarn.timeline-service.state-store-class = ANY => yarn.timeline-service.store-class = ANY,control
26,yarn.nodemanager.linux-container-executor.cgroups.mount,yarn.nodemanager.linux-container-executor.resources-handler.class,yarn.nodemanager.linux-container-executor.resources-handler.class in {org.apache.hadoop.yarn.server.nodemanager.util.CgroupsLCEResourcesHandler} => yarn.nodemanager.linux-container-executor.cgroups.mount = true,control
27,yarn.nodemanager.amrmproxy.ha.enable,yarn.nodemanager.amrmproxy.address,yarn.nodemanager.amrmproxy.ha.enable = true => yarn.nodemanager.amrmproxy.address != null,control
28,yarn.resourcemanager.webapp.cross-origin.enabled,yarn.resourcemanager.webapp.https.address,yarn.resourcemanager.webapp.https.address != null => yarn.resourcemanager.webapp.cross-origin.enabled = true,control
29,yarn.node-labels.enabled,yarn.nodemanager.node-labels.resync-interval-ms,yarn.node-labels.enabled = true => yarn.nodemanager.node-labels.resync-interval-ms > 0,control
30,yarn.timeline-service.ttl-enable,yarn.timeline-service.ttl-ms,yarn.timeline-service.ttl-enable = true => yarn.timeline-service.ttl-ms != null,control
31,yarn.scheduler.configuration.store.class,yarn.scheduler.configuration.leveldb-store.compaction-interval-secs,"yarn.scheduler.configuration.store.class = ""leveldb"" => yarn.scheduler.configuration.leveldb-store.compaction-interval-secs != null",control
