id,Parameter1,Parameter2,bnf,type
1,hbase.hstore.blockingStoreFiles,hbase.hstore.blockingWaitTime,hbase.hstore.blockingStoreFiles > {{ANY}} => hbase.hstore.blockingWaitTime > {{ANY}},behavior
2,hbase.client.scanner.caching,hbase.server.scanner.max.result.size,hbase.client.scanner.caching = ANY => hbase.server.scanner.max.result.size = ANY,behavior
3,hbase.mob.cache.evict.remain.ratio,hbase.mob.file.cache.size,hbase.mob.cache.evict.remain.ratio > 0.1 => hbase.mob.file.cache.size > 1000,behavior
4,hbase.hstore.blockingWaitTime,hbase.hregion.memstore.flush.size,hbase.hstore.blockingWaitTime > 0 => hbase.hregion.memstore.flush.size in [134217728..1073741824],behavior
5,hbase.master.infoserver.redirect,hbase.master.info.bindAddress,hbase.master.info.bindAddress != null => hbase.master.infoserver.redirect = ANY,behavior
6,hbase.client.scanner.caching,hbase.client.scanner.max.result.size,hbase.client.scanner.caching > 1 => hbase.client.scanner.max.result.size > 1048576,behavior
7,hbase.server.thread.wakefrequency,hbase.hregion.memstore.flush.size,hbase.server.thread.wakefrequency > 10000 => hbase.hregion.memstore.flush.size > 134217728,behavior
8,hbase.hstore.compaction.min.size,hbase.hstore.compaction.max,hbase.hstore.compaction.min.size in [X..Y] => hbase.hstore.compaction.max in [C..D],behavior
9,hbase.hstore.compaction.min,hbase.hstore.blockingStoreFiles,hbase.hstore.compaction.min > {{ANY}} => hbase.hstore.blockingStoreFiles > hbase.hstore.compaction.max + compactionThreshold,behavior
10,hbase.client.pause.cqtbe,hbase.rpc.timeout,hbase.client.pause.cqtbe > 1000 => hbase.rpc.timeout > hbase.client.pause.cqtbe * hbase.client.retries.number,behavior
11,hbase.client.pause,hbase.client.pause.cqtbe,hbase.client.pause.cqtbe != null => hbase.client.pause < hbase.client.pause.cqtbe,behavior
12,hbase.storescanner.parallel.seek.enable,hbase.client.scanner.caching,hbase.storescanner.parallel.seek.enable = true => hbase.client.scanner.caching in {{100..1000}},behavior
13,hbase.regionserver.global.memstore.size.lower.limit,hbase.regionserver.global.memstore.size,hbase.regionserver.global.memstore.size.lower.limit < hbase.regionserver.global.memstore.size,behavior
14,hbase.hregion.preclose.flush.size,hbase.regionserver.global.memstore.size,hbase.hregion.preclose.flush.size > ANY => hbase.regionserver.global.memstore.size > ANY,behavior
15,hbase.client.keyvalue.maxsize,hbase.hregion.max.filesize,hbase.client.keyvalue.maxsize > default => hbase.hregion.max.filesize > default,behavior
16,hbase.ipc.client.fallback-to-simple-auth-allowed,hbase.rpc.protection,"hbase.ipc.client.fallback-to-simple-auth-allowed = true => hbase.rpc.protection in {{""authentication"", ""integrity"", ""privacy""}}",behavior
17,hbase.ipc.client.fallback-to-simple-auth-allowed,hbase.security.authentication,"hbase.security.authentication = ""simple"" => hbase.ipc.client.fallback-to-simple-auth-allowed = true",behavior
18,hbase.client.pause,hbase.client.retries.number,hbase.client.pause > 100 => hbase.client.retries.number < 10,behavior
19,hbase.regionserver.handler.count,hbase.regionserver.global.memstore.size,hbase.regionserver.handler.count > 50 => hbase.regionserver.global.memstore.size > 0.4,behavior
