id,Parameter1,Parameter2,bnf,type
1,fs.s3a.fast.upload.buffer,fs.s3a.fast.upload.active.blocks,"fs.s3a.fast.upload.buffer in {""array"", ""bytebuffer""} => fs.s3a.fast.upload.active.blocks > 0",behavior
2,zookeeper.recovery.retry.maxsleeptime,hbase.zookeeper.property.tickTime,<Dependency> ::= <Variable> = <Singlevalue> => <Variable> = <Expression>,behavior
3,ssl.server.keystore.keypassword,ssl.server.keystore.location,ssl.server.keystore.keypassword != null => ssl.server.keystore.location != null,behavior
4,fs.adl.oauth2.client.id,fs.adl.oauth2.access.token.provider,fs.adl.oauth2.client.id != null => fs.adl.oauth2.access.token.provider != null,behavior
5,hadoop.security.group.mapping.ldap.search.filter.group,hadoop.security.group.mapping.ldap.url,hadoop.security.group.mapping.ldap.search.filter.group != null => hadoop.security.group.mapping.ldap.url != null,behavior
6,ssl.server.keystore.password,ssl.server.truststore.location,ssl.server.keystore.password != null => ssl.server.truststore.location != null,behavior
7,ipc.client.idlethreshold,ipc.client.connection.maxlifetime,ipc.client.idlethreshold > 0 => ipc.client.connection.maxlifetime > ipc.client.idlethreshold * 2,behavior
8,fs.s3a.proxy.host,fs.s3a.proxy.username,fs.s3a.proxy.host != null => fs.s3a.proxy.username != null,behavior
9,fs.s3a.signing-algorithm,fs.s3a.endpoint,"fs.s3a.endpoint = 's3.amazonaws.com' => fs.s3a.signing-algorithm in {'AWS4-HMAC-SHA256', 'S3SignerType'}",behavior
10,ha.zookeeper.auth,ha.zookeeper.session.timeout,ha.zookeeper.auth != null => ha.zookeeper.session.timeout > 0,behavior
11,ssl.server.keystore.keypassword,dfs.client.https.keystore.resource,dfs.client.https.keystore.resource != null => ssl.server.keystore.keypassword != null,behavior
12,seq.io.sort.mb,hbase.hregion.memstore.flush.size,seq.io.sort.mb > 100 => hbase.hregion.memstore.flush.size > 134217728,behavior
13,hfile.block.index.cacheonwrite,hfile.block.cache.size,hfile.block.index.cacheonwrite = true => hfile.block.cache.size > [default..ANY],behavior
14,zookeeper.znode.acl.parent,zookeeper.znode.parent,zookeeper.znode.acl.parent != null => zookeeper.znode.parent != null,behavior
15,ssl.server.keystore.keypassword,dfs.https.server.keystore.resource,dfs.https.server.keystore.resource != null => ssl.server.keystore.keypassword != null,behavior
16,fs.s3a.max.total.tasks,fs.s3a.threads.max,fs.s3a.max.total.tasks > default => fs.s3a.threads.max > default,behavior
17,ipc.server.listen.queue.size,thread_pool_size,ipc.server.listen.queue.size > 0 => thread_pool_size >= ipc.server.listen.queue.size / 2,behavior
18,io.seqfile.local.dir,io.file.buffer.size,io.seqfile.local.dir != null => io.file.buffer.size > 0,behavior
19,fs.adl.oauth2.access.token.provider,fs.adl.oauth2.credential,fs.adl.oauth2.access.token.provider != null => fs.adl.oauth2.credential != null,behavior
20,fs.s3a.connection.timeout,fs.s3a.readahead.range,fs.s3a.readahead.range > 65536 => fs.s3a.connection.timeout > 60,behavior
21,fs.s3a.s3guard.ddb.table.capacity.read,fs.s3a.s3guard.ddb.table.capacity.write,fs.s3a.s3guard.ddb.table.capacity.read > 0 => fs.s3a.s3guard.ddb.table.capacity.write > 0,behavior
22,fs.s3a.connection.timeout,fs.s3a.connection.establishment.timeout,fs.s3a.connection.timeout = X => fs.s3a.connection.establishment.timeout = X * 0.5,behavior
23,s3.bytes-per-checksum,rgw_obj_stripe_size,s3.bytes-per-checksum > rgw_obj_stripe_size => s3.bytes-per-checksum <= rgw_obj_stripe_size,behavior
24,hadoop.security.credstore.java-keystore-provider.password-file,hadoop.security.group.mapping.ldap.ssl.truststore,hadoop.security.credstore.java-keystore-provider.password-file != null => hadoop.security.group.mapping.ldap.ssl.truststore != null,behavior
25,mapred.child.java.opts,mapreduce.reduce.memory.mb,mapred.child.java.opts > X => mapreduce.reduce.memory.mb > X * 0.8,behavior
26,hadoop.security.group.mapping.ldap.bind.user,hadoop.security.group.mapping.ldap.bind.password,hadoop.security.group.mapping.ldap.bind.user != null => hadoop.security.group.mapping.ldap.bind.password != null,behavior
27,ha.zookeeper.auth,ha.zookeeper.connect.string,ha.zookeeper.auth != null => ha.zookeeper.connect.string != null,behavior
28,zookeeper.recovery.retry.maxsleeptime,zookeeper.recovery.retry,<Dependency> ::= <Variable> = <Singlevalue> => <Variable> = <Singlevalue>,behavior
29,zookeeper.session.timeout,hbase.regionserver.zookeeper.session.timeout,zookeeper.session.timeout = T => hbase.regionserver.zookeeper.session.timeout = T,behavior
30,fs.s3a.proxy.host,fs.s3a.proxy.password,fs.s3a.proxy.username != null => fs.s3a.proxy.password != null,behavior
31,hadoop.security.dns.interface,hadoop.security.dns.nameserver,hadoop.security.dns.interface != null => hadoop.security.dns.nameserver != null,control
32,hadoop.security.group.mapping.ldap.search.group.hierarchy.levels,hadoop.security.group.mapping.ldap.base,hadoop.security.group.mapping.ldap.base != null => hadoop.security.group.mapping.ldap.search.group.hierarchy.levels = ANY,control
33,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl.keystore,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.keystore != null,control
34,fs.s3a.s3guard.ddb.table,fs.s3a.s3guard.ddb.table.create,fs.s3a.s3guard.ddb.table != null => fs.s3a.s3guard.ddb.table.create = true,control
35,hadoop.security.instrumentation.requires.admin,hadoop.security.authorization,hadoop.security.authorization = true => hadoop.security.instrumentation.requires.admin = true,control
36,hadoop.security.authorization,hadoop.security.authentication,"hadoop.security.authentication = ""kerberos"" => hadoop.security.authorization = ""true""",control
37,hadoop.security.dns.nameserver,hadoop.security.dns.log-slow-lookups.enabled,hadoop.security.dns.log-slow-lookups.enabled = true => hadoop.security.dns.nameserver = ANY,control
38,hadoop.registry.system.acls,hadoop.security.authorization,hadoop.security.authorization = true => hadoop.registry.system.acls != null,control
39,hadoop.registry.jaas.context,hadoop.security.authentication,hadoop.security.authentication = kerberos => hadoop.registry.jaas_context != null,control
40,hadoop.security.group.mapping.ldap.directory.search.timeout,hadoop.security.group.mapping,"hadoop.security.group.mapping = ""org.apache.hadoop.security.LdapGroupsMapping"" => hadoop.security.group.mapping.ldap.directory.search.timeout > 0",control
41,hadoop.rpc.protection,hadoop.ssl.enabled,"hadoop.ssl.enabled = ""true"" => hadoop.rpc.protection in {""privacy"", ""integrity""}",control
42,ssl.server.truststore.location,dfs.http.policy,"dfs.http.policy = ""HTTPS_ONLY"" => ssl.server.truststore.location != null",control
43,hadoop.security.group.mapping.ldap.ssl.truststore.password.file,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.truststore.password.file != null,control
44,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.access.token.provider,fs.adl.oauth2.access.token.provider.type != null => fs.adl.oauth2.access.token.provider != null,control
45,hadoop.security.group.mapping,hadoop.security.group.mapping.ldap.ssl,"hadoop.security.group.mapping = ""org.apache.hadoop.security.LdapGroupsMapping"" => hadoop.security.group.mapping.ldap.ssl != null",control
46,hadoop.security.group.mapping.ldap.search.attr.group.name,hadoop.security.group.mapping.ldap.url,hadoop.security.group.mapping.ldap.url != null => hadoop.security.group.mapping.ldap.search.attr.group.name != null,control
47,fs.s3a.proxy.domain,fs.s3a.proxy.username,fs.s3a.proxy.domain != null => fs.s3a.proxy.username != null,control
48,fs.azure.authorization,hadoop.security.authentication,hadoop.security.authentication = kerberos => fs.azure.authorization = true,control
49,hadoop.security.group.mapping.ldap.ssl.keystore.password,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.keystore.password != null,control
50,fs.s3a.connection.establish.timeout,fs.s3a.attempts.maximum,fs.s3a.attempts.maximum > 0 => fs.s3a.connection.establish.timeout < 10000,control
51,net.topology.script.file.name,net.topology.node.switch.mapping.impl,net.topology.script.file.name != null => net.topology.node.switch.mapping.impl = org.apache.hadoop.net.ScriptBasedMapping,control
52,fs.s3a.fast.upload.buffer,fs.s3a.fast.upload,fs.s3a.fast.upload = true => fs.s3a.fast.upload.buffer = ANY,control
53,hadoop.security.groups.cache.secs,hadoop.security.groups.cache.background.reload,hadoop.security.groups.cache.background.reload = true => hadoop.security.groups.cache.secs > 0,control
54,security.applicationhistory.protocol.acl,yarn.admin.acl,"yarn.admin.acl = ""*"" => security.applicationhistory.protocol.acl = ""*""",control
55,fs.azure.authorization,hadoop.security.authorization,hadoop.security.authorization = true => fs.azure.authorization = true,control
56,hadoop.http.authentication.signature.secret.file,hadoop.http.authentication.kerberos.keytab,hadoop.http.authentication.kerberos.keytab != null => hadoop.http.authentication.signature.secret.file != null,control
57,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.refresh.url,fs.adl.oauth2.access.token.provider.type != null => fs.adl.oauth2.refresh.url != null,control
58,fs.s3a.session.token,fs.s3a.aws.credentials.provider,"fs.s3a.aws.credentials.provider = ""org.apache.hadoop.fs.s3a.TemporaryAWSCredentialsProvider"" => fs.s3a.session.token != null",control
59,ssl.server.truststore.location,hadoop.ssl.enabled,ssl.server.truststore.location != null => hadoop.ssl.enabled = true,control
60,hadoop.security.group.mapping.ldap.posix.attr.uid.name,hadoop.security.group.mapping.ldap.bind.user,hadoop.security.group.mapping.ldap.bind.user != null => hadoop.security.group.mapping.ldap.posix.attr.uid.name != null,control
61,hadoop.security.dns.log-slow-lookups.enabled,hadoop.security.dns.log-slow-lookups.threshold.ms,hadoop.security.dns.log-slow-lookups.enabled = true => hadoop.security.dns.log-slow-lookups.threshold.ms != null,control
62,hadoop.caller.context.enabled,hadoop.caller.context.max.size,hadoop.caller.context.enabled = true => hadoop.caller.context.max.size = 128,control
63,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl.keystore.password.file,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.keystore.password.file != null,control
64,fs.adl.oauth2.access.token.provider.type,fs.adl.oauth2.client.id,fs.adl.oauth2.access.token.provider.type != null => fs.adl.oauth2.client.id != null,control
65,hadoop.security.dns.interface,hadoop.security.dns.nameserver,hadoop.security.dns.interface = ANY => hadoop.security.dns.nameserver = ANY,control
66,hadoop.ssl.keystores.factory.class,hadoop.ssl.enabled,hadoop.ssl.enabled = true => hadoop.ssl.keystores.factory.class != null,control
67,fs.azure.secure.mode,fs.azure.local.sas.key.mode,fs.azure.secure.mode = true => fs.azure.local.sas.key.mode != null,control
68,hadoop.security.dns.nameserver,hadoop.security.dns.log-slow-lookups.threshold.ms,hadoop.security.dns.log-slow-lookups.threshold.ms > 0 => hadoop.security.dns.nameserver = ANY,control
69,net.topology.script.file.name,dfs.namenode.reject-unresolved-dn-topology-mapping,net.topology.script.file.name = null => dfs.namenode.reject-unresolved-dn-topology-mapping = true,control
70,rpc.metrics.quantile.enable,rpc.metrics.percentiles.intervals,rpc.metrics.quantile.enable = true => rpc.metrics.percentiles.intervals != null,control
71,ssl.server.truststore.location,dfs.client.https.keystore.resource,"dfs.client.https.keystore.resource = ""ANY"" => ssl.server.truststore.location != null",control
72,hadoop.security.group.mapping.ldap.ssl.keystore.password.file,hadoop.security.group.mapping.ldap.ssl,hadoop.security.group.mapping.ldap.ssl = true => hadoop.security.group.mapping.ldap.ssl.keystore.password.file != null,control
