id,Parameter1,Parameter2,bnf,type
1,dfs.datanode.handler.count,dfs.datanode.balance.bandwidthPerSec,dfs.datanode.handler.count > default => dfs.datanode.balance.bandwidthPerSec > default,behavior
2,dfs.namenode.datanode.registration.ip-hostname-check,dfs.namenode.datanode.registration.retry.interval,dfs.namenode.datanode.registration.ip-hostname-check = true => dfs.namenode.datanode.registration.retry.interval > 0,behavior
3,dfs.journalnode.https-address,dfs.journalnode.https.port,dfs.journalnode.https-address != null => dfs.journalnode.https.port != null,behavior
4,dfs.namenode.checkpoint.txns,dfs.namenode.checkpoint.max-retries,dfs.namenode.checkpoint.txns > 1000000 => dfs.namenode.checkpoint.max-retries > 3,behavior
5,dfs.namenode.rpc-address,dfs.namenode.servicerpc-address,dfs.namenode.rpc-address != null => dfs.namenode.servicerpc-address != null,behavior
6,dfs.namenode.support.allow.format,dfs.namenode.name.dir,dfs.namenode.support.allow_format = true => dfs.namenode.name_dir != null,behavior
7,dfs.journalnode.rpc-bind-host,dfs.ha.automatic-failover.enabled,dfs.journalnode.rpc-bind-host != null => dfs.ha.automatic-failover.enabled = true,behavior
8,dfs.webhdfs.rest-csrf.methods-to-ignore,dfs.webhdfs.rest-csrf.browser-useragents-regex,"dfs.webhdfs.rest-csrf.methods-to-ignore in {{GET, HEAD}} => dfs.webhdfs.rest-csrf.browser-useragents-regex != null",behavior
9,dfs.web.authentication.filter,hadoop.http.authentication.cookie.domain,"<Variable> = ""dfs.web.authentication.filter"" => <Variable> = ""hadoop.http.authentication.cookie.domain""",behavior
10,dfs.journalnode.kerberos.principal,dfs.web.authentication.kerberos.principal,dfs.journalnode.kerberos.principal != null => dfs.web.authentication.kerberos.principal != null,behavior
11,dfs.namenode.blocks.per.postponedblocks.rescan,dfs.namenode.replication.work.multiplier.per.iteration,dfs.namenode.blocks.per.postponedblocks.rescan > default => dfs.namenode.replication.work.multiplier.per.iteration > default,behavior
12,dfs.content-summary.limit,dfs.namenode.content.summary.limit,dfs.content-summary.limit > 0 => dfs.namenode.content.summary.limit > 0,behavior
13,dfs.ha.automatic-failover.enabled,dfs.ha.namenodes.[nameserviceID],dfs.ha.automatic-failover.enabled = true => dfs.ha.namenodes.[nameserviceID] != null,behavior
14,dfs.mover.moverThreads,dfs.datanode.balance.bandwidthPerSec,dfs.mover.moverThreads > 10 => dfs.datanode.balance.bandwidthPerSec > 10485760,behavior
15,dfs.namenode.blocks.per.postponedblocks.rescan,dfs.namenode.replication.interval,dfs.namenode.blocks.per.postponedblocks.rescan > default => dfs.namenode.replication.interval > default,behavior
16,dfs.datanode.transfer.socket.send.buffer.size,dfs.datanode.balance.bandwidthPerSec,dfs.datanode.transfer.socket.send.buffer.size > default => dfs.datanode.balance.bandwidthPerSec > default,behavior
17,dfs.namenode.max.full.block.report.leases,dfs.namenode.block.report.intervalMsec,dfs.namenode.max.full.block.report.leases > 0 => dfs.namenode.block.report.intervalMsec > 60000,behavior
18,dfs.datanode.du.reserved.calculator,dfs.datanode.data.dir,dfs.datanode.du.reserved.calculator = ANY => dfs.datanode.data.dir = ANY,behavior
19,dfs.hosts,dfs.hosts.exclude,<Dependency> ::= <Variable> != null => <ConstraintItem> != null,behavior
20,dfs.client.retry.policy.enabled,dfs.client.retry.sleep.base,dfs.client.retry.policy.enabled = true => dfs.client.retry.sleep.base > 0,behavior
21,dfs.ha.tail-edits.period,dfs.namenode.num.extra.edits.retained,dfs.ha.tail-edits.period > 0 => dfs.namenode.num.extra.edits.retained > (dfs.ha.tail-edits.period / dfs.namenode.checkpoint.period),behavior
22,dfs.namenode.block-placement-policy.default.prefer-local-node,dfs.datanode.data.dir,dfs.namenode.block-placement-policy.default.prefer-local-node = true => dfs.datanode.data.dir != null,behavior
23,dfs.namenode.fs-limits.max-directory-items,dfs.namenode.handler.count,dfs.namenode.fs-limits.max-directory-items > {{ANY}} => dfs.namenode.handler.count > {{ANY}},behavior
24,dfs.client.local.interfaces,dfs.client.socket-timeout,dfs.client.local.interfaces != null => dfs.client.socket-timeout > 0,behavior
25,dfs.namenode.checkpoint.period,dfs.namenode.checkpoint.txns,dfs.namenode.checkpoint.period != null => dfs.namenode.checkpoint.txns = 1000000,behavior
26,dfs.namenode.fs-limits.min-block-size,dfs.namenode.fs-limits.max-blocks-per-file,dfs.namenode.fs-limits.min-block-size in ANY => dfs.namenode.fs-limits.max-blocks-per-file in ANY,behavior
27,dfs.webhdfs.oauth2.enabled,dfs.webhdfs.oauth2.client.id,dfs.webhdfs.oauth2.enabled = true => dfs.webhdfs.oauth2.client.id != null,behavior
28,dfs.permissions.enabled,dfs.namenode.acls.enabled,"dfs.permissions.enabled = true => dfs.namenode.acls.enabled in {true, false}",behavior
29,dfs.replication,dfs.blocksize,dfs.replication > 1 => dfs.blocksize in [128MB..256MB],behavior
30,dfs.namenode.rpc-address,dfs.namenode.kerberos.principal,dfs.namenode.kerberos.principal != null => dfs.namenode.rpc-address != null,behavior
31,dfs.datanode.du.reserved.calculator,dfs.datanode.du.reserved,dfs.datanode.du.reserved.calculator = ANY => dfs.datanode.du.reserved = ANY,behavior
32,dfs.datanode.balance.bandwidthPerSec,dfs.datanode.max.transfer.threads,dfs.datanode.balance.bandwidthPerSec > 0 => dfs.datanode.max.transfer.threads > 0,behavior
33,dfs.secondary.namenode.kerberos.internal.spnego.principal,dfs.secondary.namenode.keytab.file,dfs.secondary.namenode.kerberos.internal.spnego.principal != null => dfs.secondary.namenode.keytab.file != null,behavior
34,dfs.datanode.kerberos.principal,dfs.datanode.keytab.file,dfs.datanode.kerberos.principal != null => dfs.datanode.keytab.file != null,behavior
35,dfs.balancer.address,dfs.balancer.kerberos.principal,dfs.balancer.keytab.enabled = true => dfs.balancer.kerberos.principal != null,behavior
36,dfs.client.write.max-packets-in-flight,dfs.client.write.byte-array-manager.enabled,dfs.client.write.byte-array-manager.enabled = true => dfs.client.write.max-packets-in-flight = ANY,behavior
37,dfs.journalnode.kerberos.internal.spnego.principal,dfs.journalnode.kerberos.realm,dfs.journalnode.kerberos.internal.spnego.principal != null => dfs.journalnode.kerberos.realm != null,behavior
38,dfs.client.retry.times.get-last-block-length,dfs.client.retry.interval.get-last-block-length,dfs.client.retry.times.get-last-block-length > 1 => dfs.client.retry.interval.get-last-block-length > 1000,behavior
39,dfs.journalnode.kerberos.principal,dfs.web.authentication.kerberos.keytab,dfs.journalnode.kerberos.principal != null => dfs.web.authentication.kerberos.keytab != null,behavior
40,dfs.datanode.network.counts.cache.max.size,dfs.datanode.max.locked.memory,dfs.datanode.network.counts.cache.max.size > default => dfs.datanode.max.locked.memory > default,behavior
41,dfs.client.write.exclude.nodes.cache.expiry.interval.millis,dfs.client.write.exclude.nodes.cache.size,dfs.client.write.exclude.nodes.cache.expiry.interval.millis > 0 => dfs.client.write.exclude.nodes.cache.size > 0,behavior
42,dfs.support.append,dfs.client.block.write.replace-datanode-on-failure,dfs.support.append = true => dfs.client.block.write.replace-datanode-on-failure = true,behavior
43,dfs.journalnode.rpc-address,dfs.namenode.shared.edits.dir,dfs.journalnode.rpc-address != null => dfs.namenode.shared.edits.dir in {{ 'qjournal://<host1>:<port1>;<host2>:<port2>;<host3>:<port3>/<journal-id>' }},behavior
44,dfs.namenode.accesstime.precision,dfs.namenode.checkpoint.period,dfs.namenode.accesstime.precision < 3600 => dfs.namenode.checkpoint.period < 3600,behavior
45,dfs.client.read.shortcircuit,dfs.datanode.shared.file.descriptor.paths,dfs.client.read.shortcircuit = true => dfs.datanode.shared.file.descriptor.paths != null,control
46,dfs.webhdfs.rest-csrf.enabled,dfs.webhdfs.rest-csrf.custom-header,dfs.webhdfs.rest-csrf.enabled = true => dfs.webhdfs.rest-csrf.custom-header != null,control
47,dfs.namenode.decommission.interval,dfs.namenode.decommission.nodes.per.interval,dfs.namenode.decommission.interval > 0 => dfs.namenode.decommission.nodes.per.interval > 0,control
48,dfs.client.short.circuit.replica.stale.threshold.ms,dfs.namenode.stale.datanode.interval,dfs.namenode.stale.datanode.interval > 0 => dfs.client.short.circuit.replica.stale.threshold.ms < dfs.namenode.stale.datanode.interval,control
49,dfs.balancer.keytab.enabled,dfs.balancer.keytab.file,dfs.balancer.keytab.enabled = true => dfs.balancer.keytab.file != null,control
50,dfs.client.read.shortcircuit.buffer.size,dfs.client.read.shortcircuit,dfs.client.read.shortcircuit.buffer.size != null => dfs.client.read.shortcircuit = true,control
51,dfs.namenode.checkpoint.max-retries,dfs.namenode.checkpoint.check.period,dfs.namenode.checkpoint.check.period > 0 => dfs.namenode.checkpoint.max-retries = ANY,control
52,dfs.namenode.http-address,dfs.namenode.https-address,"dfs.http.policy = ""HTTPS_ONLY"" => dfs.namenode.http-address = null",control
53,dfs.http.policy,dfs.webhdfs.enabled,"dfs.http.policy = ""HTTP_ONLY"" => dfs.webhdfs.enabled = ""true""",control
54,dfs.datanode.address,dfs.http.policy,dfs.http.policy = HTTPS_ONLY => dfs.datanode.https.address != null,control
55,dfs.http.policy,dfs.data.transfer.protection,"dfs.http.policy = ""HTTPS_ONLY"" => dfs.data.transfer.protection = ""privacy""",control
56,dfs.namenode.lifeline.rpc-address,dfs.namenode.lifeline.handler.count,dfs.namenode.lifeline.rpc-address != null => dfs.namenode.lifeline.handler.count != null,control
57,dfs.namenode.enable.retrycache,dfs.namenode.retrycache.expirytime.millis,dfs.namenode.enable.retrycache = true => dfs.namenode.retrycache.expirytime.millis != null,control
58,dfs.permissions.superusergroup,dfs.cluster.administrators,dfs.permissions.superusergroup = ANY => dfs.cluster.administrators = ANY,control
59,dfs.journalnode.http-bind-host,dfs.journalnode.https-bind-host,dfs.http.policy = HTTPS_ONLY => dfs.journalnode.http-bind-host = null,control
60,dfs.namenode.avoid.read.stale.datanode,dfs.namenode.stale.datanode.interval,dfs.namenode.stale.datanode.interval > 0 => dfs.namenode.avoid.read.stale.datanode = true,control
61,dfs.client.failover.connection.retries.on.timeouts,dfs.client.failover.sleep.max.millis,dfs.client.failover.sleep.max.millis > 0 => dfs.client.failover.connection.retries.on.timeouts = ANY,control
62,dfs.client.local.interfaces,dfs.datanode.max.transfer.threads,dfs.client.local.interfaces != null => dfs.datanode.max.transfer.threads > 0,control
63,dfs.datanode.ram.disk.replica.tracker,dfs.datanode.ram.disk.replica.buffer.size,dfs.datanode.ram.disk.replica.tracker = true => dfs.datanode.ram.disk.replica.buffer.size > 0,control
64,dfs.namenode.edits.dir,dfs.namenode.edits.dir.required,dfs.namenode.edits.dir.required = true => dfs.namenode.edits.dir != null,control
65,dfs.datanode.address,dfs.datanode.use.datanode.hostname,dfs.datanode.use.datanode.hostname = true => dfs.datanode.address != null,control
66,dfs.namenode.edits.dir.minimum,dfs.namenode.edits.dir,dfs.namenode.edits.dir != null => dfs.namenode.edits.dir.minimum = ANY,control
67,dfs.namenode.list.cache.pools.num.responses,dfs.namenode.cache.pools.max,dfs.namenode.list.cache.pools.num.responses > 0 => dfs.namenode.cache.pools.max >= dfs.namenode.list.cache.pools.num.responses,control
68,dfs.qjournal.get-journal-state.timeout.ms,ipc.server.read.threadpool.size,dfs.qjournal.get-journal-state.timeout.ms < 30000 => ipc.server.read.threadpool.size > 10,control
69,dfs.client.failover.proxy.provider,dfs.ha.namenodes.[nameservice ID],dfs.client.failover.proxy.provider != null => dfs.ha.namenodes.[nameservice ID] != null,control
70,dfs.client.read.shortcircuit.streams.cache.expiry.ms,dfs.client.read.shortcircuit,dfs.client.read.shortcircuit.streams.cache.expiry.ms > 0 => dfs.client.read.shortcircuit = true,control
71,dfs.webhdfs.rest-csrf.methods-to-ignore,dfs.webhdfs.rest-csrf.enabled,dfs.webhdfs.rest-csrf.enabled = true => dfs.webhdfs.rest-csrf.methods-to-ignore != null,control
72,dfs.encrypt.data.transfer.cipher.key.bitlength,dfs.encrypt.data.transfer,"dfs.encrypt.data.transfer = true => dfs.encrypt.data.transfer.cipher.key.bitlength in {{128, 192, 256}}",control
73,dfs.client.max.block.acquire.failures,dfs.client.block.acquire.retries,dfs.client.max.block.acquire.failures > 0 => dfs.client.block.acquire.retries > 3,control
74,dfs.encrypt.data.transfer,dfs.trustedchannel.resolver.class,dfs.encrypt.data.transfer = true => dfs.trustedchannel.resolver.class != null,control
75,dfs.client.retry.max.attempts,dfs.client.retry.policy.enabled,dfs.client.retry.policy.enabled = true => dfs.client.retry.max.attempts = ANY,control
76,dfs.client.retry.window.base,dfs.client.retry.policy.enabled,dfs.client.retry.window.base = <Expression> => dfs.client.retry.policy.enabled = <Boolean>,control
