id,Parameter1,Parameter2,bnf,type
1,s3_store_secret_key,s3_store_access_key,<Variable> = 's3_store_secret_key' => <Variable> = 's3_store_access_key',behavior
2,auth_version,swift_store_retry_get_count,auth_version!=null => swift_store_retry_get_count=ANY,behavior
3,auth_version,swift_store_multi_tenant,auth_version!=null => swift_store_multi_tenant=ANY,behavior
4,swift_store_key,swift_store_auth_address,swift_store_key != null => swift_store_auth_address != null,behavior
5,swift_store_config_file,swift_store_region,swift_store_config_file != null => swift_store_region != null,behavior
6,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
7,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,behavior
8,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
9,vmware_api_insecure,vmware_server_host,vmware_api_insecure = true => vmware_server_host != null,control
10,swift_store_multi_tenant,swift_store_multiple_containers_seed,swift_store_multi_tenant = false => swift_store_multiple_containers_seed = 0,control
11,enabled,log_file,enabled=true => log_file!=null,control
12,public_endpoint,bind_host,public_endpoint=true => bind_host!=null,control
13,debug,log_file,debug=true => log_file!=null,control
14,vmware_datastores,r_password,vmware_datastores != null => r_password != null,control
15,image_cache_driver,image_cache_size,"image_cache_driver in {'file', 'xfs'} => image_cache_size > 0",control
16,enabled,image_cache_max_size,enabled=true => image_cache_max_size!=null,control
17,enabled_backends,filesystem_store_datadir,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadir != null",control
18,cinder_store_user_name,cinder_store_auth_address,cinder_store_user_name != null => cinder_store_auth_address != null,control
19,enabled_backends,vmware_server_host,"enabled_backends in {{ ""vmware"" }} => vmware_server_host != null",control
20,verbose,log-config,verbose=true => log-config!=null,control
21,enabled_backends,swift_store_container,"enabled_backends in {{ ""swift"" }} => swift_store_container != null",control
22,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
23,enabled,public_endpoint,enabled=true => public_endpoint!=null,control
24,image_cache_driver,image_cache_max_size,image_cache_driver != null => image_cache_max_size != null,control
25,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
26,auth_version,user_domain_name,auth_version = 3 => user_domain_name != null,control
27,debug,verbose,debug=true => verbose=true,control
28,os_region_name,cinder_os_region_name,os_region_name = ANY => cinder_os_region_name = os_region_name,default
29,auth_address,swift_store_auth_address,auth_address=ANY => swift_store_auth_address=auth_address,default
30,log-config,log_file,log-config=ANY => log_file=log-config,default
31,auth_version,swift_store_auth_version,auth_version=ANY => swift_store_auth_version=auth_version,default
32,swift_store_large_object_size,swift_store_large_object_chunk_size,swift_store_large_object_size = ANY => swift_store_large_object_chunk_size = 200,default
33,image_cache_dir,image_cache_sqlite_db,image_cache_sqlite_db = ANY => image_cache_dir = image_cache_sqlite_db,default
34,auth_address,swift_store_auth_address,auth_address != null => swift_store_auth_address = ANY,overwrite
