id,Parameter1,Parameter2,bnf,type
1,mapreduce.job.sharedcache.mode,mapreduce.job.sharedcache.uploadpolicy,"<Dependency> ::= <Variable> = ""enabled"" => <Variable> != ""null""",behavior
2,mapreduce.reduce.shuffle.fetch.retry.interval-ms,mapreduce.reduce.shuffle.fetch.retry.timeout-ms,<Dependency> ::= <Variable> > <valueExpression> => <ConstraintItem> <valueExpression> <Variable> = mapreduce.reduce.shuffle.fetch.retry.interval-ms <Relation> > <valueExpression> = 0 => <ConstraintItem> <Variable> = mapreduce.reduce.shuffle.fetch.retry.timeout-ms <Relation> > <valueExpression> = <Variable> * 2,behavior
3,mapreduce.jvm.system-properties-to-log,mapreduce.map.java.opts,mapreduce.jvm.system-properties-to-log != null => mapreduce.map.java.opts != null,behavior
4,mapreduce.task.profile.maps,mapreduce.task.profile.params,mapreduce.task.profile.maps = true => mapreduce.task.profile.params != null,behavior
5,mapreduce.job.ubertask.maxreduces,mapreduce.job.ubertask.maxmaps,mapreduce.job.ubertask.maxreduces != null => mapreduce.job.ubertask.maxmaps != null,behavior
6,mapreduce.output.fileoutputformat.compress,mapreduce.map.output.compress,mapreduce.output.fileoutputformat.compress = true => mapreduce.map.output.compress != null,behavior
7,mapreduce.job.split.metainfo.maxsize,mapreduce.map.java.opts,"mapreduce.job.split.metainfo.maxsize > default => mapreduce.map.java.opts in {{-Xmx1024m, -Xmx2048m, -Xmx4096m}}",behavior
8,mapreduce.shuffle.max.threads,mapreduce.shuffle.parallelcopies,mapreduce.shuffle.max.threads > 0 => mapreduce.shuffle.parallelcopies > 0,behavior
9,mapreduce.reduce.maxattempts,mapreduce.task.timeout,<Dependency> ::= <Variable> > <valueExpression> => <Variable> > <valueExpression>,behavior
10,mapreduce.map.speculative,mapreduce.job.speculative.speculative-cap-total-tasks,mapreduce.job.speculative.speculative-cap-total-tasks > 0 => mapreduce.map.speculative = true,behavior
11,mapreduce.shuffle.transferTo.allowed,mapreduce.shuffle.ssl.enabled,mapreduce.shuffle.transferTo.allowed = true => mapreduce.shuffle.ssl.enabled = false,behavior
12,mapreduce.shuffle.ssl.enabled,mapreduce.shuffle.port,mapreduce.shuffle.ssl.enabled = true => mapreduce.shuffle.port != null,behavior
13,mapreduce.reduce.shuffle.fetch.retry.enabled,mapreduce.reduce.shuffle.retry.enabled,mapreduce.reduce.shuffle.fetch.retry.enabled = true => mapreduce.reduce.shuffle.retry.enabled = true,behavior
14,mapreduce.task.timeout,mapreduce.reduce.shuffle.connect.timeout,mapreduce.task.timeout > 0 => mapreduce.reduce.shuffle.connect.timeout < mapreduce.task.timeout,behavior
15,mapreduce.reduce.shuffle.retry-delay.max.ms,mapreduce.reduce.shuffle.input.buffer.percent,<Dependency> ::= <Variable> < <valueExpression> => <ConstraintItem> <Variable> > <valueExpression>,behavior
16,mapreduce.task.timeout,mapreduce.tasktracker.expiry.interval,mapreduce.task.timeout > 0 => mapreduce.tasktracker.expiry.interval > mapreduce.task.timeout,behavior
17,mapreduce.jvm.system-properties-to-log,mapreduce.reduce.java.opts,mapreduce.jvm.system-properties-to-log != null => mapreduce.reduce.java.opts != null,behavior
18,mapreduce.reduce.shuffle.parallelcopies,mapreduce.reduce.shuffle.input.buffer.percent,mapreduce.reduce.shuffle.parallelcopies > 5 => mapreduce.reduce.shuffle.input.buffer.percent > 0.70,behavior
19,mapreduce.job.speculative.retry-after-speculate,mapreduce.reduce.speculative,mapreduce.reduce.speculative = true => mapreduce.job.speculative.retry-after-speculate = ANY,control
20,mapreduce.reduce.cpu.vcores,mapreduce.reduce.memory.mb,<Dependency> ::= <Variable> = <valueExpression> => <Variable> = <valueExpression>,control
21,mapreduce.application.framework.path,mapreduce.application.classpath,mapreduce.application.framework.path != null => mapreduce.application.classpath in { <valueSet> },control
22,mapreduce.task.profile,mapreduce.task.profile.maps,mapreduce.task.profile = true => mapreduce.task.profile.maps in {0..2},control
23,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.job.speculative.speculative-cap-total-tasks,mapreduce.job.speculative.speculative-cap-running-tasks < mapreduce.job.speculative.speculative-cap-total-tasks,control
24,mapreduce.job.counters.limit,mapreduce.task.counters.resource.limit,mapreduce.job.counters.limit > default => mapreduce.task.counters.resource.limit > default,control
25,mapreduce.reduce.log.level,mapreduce.task.io.sort.mb,"mapreduce.reduce.log.level in {""DEBUG"", ""TRACE""} => mapreduce.task.io.sort.mb > [default..2048]",control
