id,Parameter1,Parameter2,bnf,type
1,mapreduce.task.profile.maps,mapreduce.task.profile.params,mapreduce.task.profile.maps = true => mapreduce.task.profile.params != null,behavior
2,mapreduce.map.log.level,mapreduce.map.java.opts,"mapreduce.map.log.level = ""DEBUG"" => mapreduce.map.java.opts in {{ ""-Xmx1024m"", ""-Xmx2048m"" }}",behavior
3,mapreduce.reduce.shuffle.retry-delay.max.ms,mapreduce.reduce.shuffle.input.buffer.percent,<Dependency> ::= <Variable> < <valueExpression> => <ConstraintItem> <Variable> > <valueExpression>,behavior
4,mapreduce.reduce.merge.inmem.threshold,mapreduce.task.io.sort.mb,mapreduce.reduce.merge.inmem.threshold > 0 => mapreduce.task.io.sort.mb > mapreduce.reduce.merge.inmem.threshold,behavior
5,mapreduce.task.io.sort.mb,mapreduce.map.sort.spill.percent,mapreduce.task.io.sort.mb > 100 => mapreduce.map.sort.spill.percent < 0.8,behavior
6,mapreduce.job.reducer.preempt.delay.sec,mapreduce.job.reduce.slowstart.completedmaps,mapreduce.job.reducer.preempt.delay.sec > 0 => mapreduce.job.reduce.slowstart.completedmaps > 0.05,behavior
7,mapreduce.map.skip.maxrecords,mapreduce.task.skip.start.attempts,mapreduce.map.skip.maxrecords > 0 => mapreduce.task.skip.start.attempts > 0,behavior
8,mapreduce.job.speculative.speculative-cap-running-tasks,mapreduce.job.speculative.minimum-allowed-tasks,mapreduce.job.speculative.minimum-allowed-tasks > 0 => mapreduce.job.speculative.speculative-cap-running-tasks > 0,behavior
9,mapreduce.job.node-label-expression,mapreduce.job.queuename,mapreduce.job.node-label-expression != null => mapreduce.job.queuename != null,behavior
10,mapreduce.job.cache.limit.max-resources,mapreduce.job.cache.cleanup.interval-ms,mapreduce.job.cache.limit.max-resources > 0 => mapreduce.job.cache.cleanup.interval-ms > 0,behavior
11,mapreduce.job.max.map,mapreduce.job.reducer.preempt.delay.sec,mapreduce.job.max.map < 0 => mapreduce.job.reducer.preempt.delay.sec = 0,behavior
12,mapreduce.reduce.shuffle.fetch.retry.interval-ms,mapreduce.reduce.shuffle.retry-delay.max.ms,mapreduce.reduce.shuffle.fetch.retry.interval-ms = 1000 => mapreduce.reduce.shuffle.retry-delay.max.ms = ANY,behavior
13,mapreduce.reduce.maxattempts,mapreduce.task.timeout,<Dependency> ::= <Variable> > <valueExpression> => <Variable> > <valueExpression>,behavior
14,mapreduce.application.classpath,mapreduce.job.user.classpath.first,mapreduce.job.user.classpath.first = true => mapreduce.application.classpath includes user-defined paths,behavior
15,mapreduce.output.fileoutputformat.compress,mapreduce.map.output.compress,mapreduce.output.fileoutputformat.compress = true => mapreduce.map.output.compress != null,behavior
