id,Parameter1,Parameter2,bnf,type
1,dfs.balancer.getBlocks.min-block-size,dfs.balancer.moverThreads,dfs.balancer.getBlocks.min-block-size in {{large_values}} => dfs.balancer.moverThreads > default,behavior
2,dfs.client.read.shortcircuit,dfs.datanode.hdfs-blocks-metadata.enabled,dfs.client.read.shortcircuit = true => dfs.datanode.hdfs-blocks-metadata.enabled = true,behavior
3,dfs.datanode.disk.check.timeout,dfs.datanode.disk.check.interval,dfs.datanode.disk.check.timeout > 0 => dfs.datanode.disk.check.interval > 0,behavior
4,dfs.journalnode.https-bind-host,dfs.https.server.keystore.resource,dfs.https.server.keystore.resource != null => dfs.journalnode.https-bind-host != null,behavior
5,dfs.namenode.checkpoint.max-retries,dfs.namenode.checkpoint.period,dfs.namenode.checkpoint.max-retries > 0 => dfs.namenode.checkpoint.period > 0,behavior
6,dfs.namenode.fs-limits.max-blocks-per-file,dfs.blocksize,dfs.namenode.fs-limits.max-blocks-per-file > 1 => dfs.blocksize < (file_size / dfs.namenode.fs-limits.max-blocks-per-file),behavior
7,dfs.namenode.invalidate.work.pct.per.iteration,dfs.block.invalidate.limit,dfs.namenode.invalidate.work.pct.per.iteration != null => dfs.block.invalidate.limit != null,behavior
8,dfs.client.write.exclude.nodes.cache.expiry.interval.millis,dfs.client.write.exclude.nodes.cache.size,dfs.client.write.exclude.nodes.cache.expiry.interval.millis > 0 => dfs.client.write.exclude.nodes.cache.size > 0,behavior
9,dfs.datanode.lazywriter.interval.sec,dfs.datanode.lazywriter.threads,dfs.datanode.lazywriter.interval.sec > 0 => dfs.datanode.lazywriter.threads > 0,behavior
10,dfs.client.cache.drop.behind.writes,dfs.client.cache.drop.behind.reads,dfs.client.cache.drop.behind.writes = ANY => dfs.client.cache.drop.behind.reads = dfs.client.cache.drop.behind.writes,behavior
11,dfs.balancer.address,dfs.balancer.kerberos.principal,dfs.balancer.keytab.enabled = true => dfs.balancer.kerberos.principal != null,behavior
12,dfs.http.policy,dfs.https.port,"dfs.http.policy = ""HTTPS_ONLY"" => dfs.https.port != null",behavior
13,dfs.namenode.edits.dir,dfs.namenode.checkpoint.edits.dir,dfs.namenode.edits.dir != null => dfs.namenode.checkpoint.edits.dir != null,behavior
14,dfs.short.circuit.shared.memory.watcher.interrupt.check.ms,dfs.domain.socket.path,dfs.domain.socket.path != null => dfs.short.circuit.shared.memory.watcher.interrupt.check.ms in [1..60000],behavior
15,dfs.namenode.fs-limits.max-xattrs-per-inode,dfs.namenode.fs-limits.max-xattr-size,dfs.namenode.fs-limits.max-xattrs-per-inode > 0 => dfs.namenode.fs-limits.max-xattr-size > 0,behavior
16,dfs.http.client.retry.policy.enabled,dfs.client.retry.policy.enabled,dfs.http.client.retry.policy.enabled = true => dfs.client.retry.policy.enabled = true,behavior
17,dfs.datanode.drop.cache.behind.reads,dfs.datanode.drop.cache.behind.writes,dfs.datanode.drop.cache.behind.reads = true => dfs.datanode.drop.cache.behind.writes = true,behavior
18,dfs.webhdfs.enabled,hadoop.security.authentication,dfs.webhdfs.enabled = true => hadoop.security.authentication = kerberos,behavior
19,dfs.journalnode.rpc-address,dfs.journalnode.keytab.file,dfs.journalnode.rpc-address != null => dfs.journalnode.keytab.file != null,behavior
20,dfs.namenode.kerberos.principal,dfs.web.authentication.kerberos.keytab,dfs.namenode.kerberos.principal != null => dfs.web.authentication.kerberos.keytab != null,behavior
21,dfs.nameservice.id,dfs.namenode.rpc-address.[nameservice ID].[namenode ID],dfs.nameservice.id = <String> => dfs.namenode.rpc-address.[nameservice ID].[namenode ID] = <String>,behavior
22,dfs.encrypt.data.transfer.cipher.key.bitlength,dfs.encrypt.data.transfer.algorithm,"dfs.encrypt.data.transfer.algorithm = ""AES/CTR/NoPadding"" => dfs.encrypt.data.transfer.cipher.key.bitlength in {{128, 192, 256}}",behavior
23,dfs.client.https.keystore.resource,dfs.client.https.keystore.type,dfs.client.https.keystore.resource != null => dfs.client.https.keystore.type = ANY,behavior
24,dfs.client.cache.drop.behind.writes,dfs.client.cache.readahead,dfs.client.cache.drop.behind.writes = true => dfs.client.cache.readahead > 0,behavior
25,dfs.blockreport.initialDelay,dfs.heartbeat.interval,dfs.blockreport.initialDelay > 0 => dfs.heartbeat.interval < dfs.blockreport.initialDelay,behavior
26,dfs.image.transfer.timeout,dfs.namenode.handler.count,dfs.namenode.handler.count < 10 => dfs.image.transfer.timeout > 300,behavior
27,dfs.journalnode.keytab.file,dfs.datanode.keytab.file,dfs.journalnode.keytab.file != null => dfs.datanode.keytab.file != null,behavior
28,dfs.namenode.startup.delay.block.deletion.sec,dfs.namenode.safemode.threshold-pct,dfs.namenode.startup.delay.block.deletion.sec > 0 => dfs.namenode.safemode.threshold-pct > 0.999,behavior
29,dfs.heartbeat.interval,dfs.client.socket-timeout,dfs.heartbeat.interval > 0 => dfs.client.socket-timeout > dfs.heartbeat.interval,behavior
30,dfs.checksum.type,dfs.bytes-per-checksum,dfs.checksum.type = ANY => dfs.bytes-per-checksum in {{512..1048576}},behavior
31,dfs.https.server.keystore.resource,dfs.namenode.https-address,dfs.namenode.https-address != null => dfs.https.server.keystore.resource != null,behavior
32,dfs.client.file-block-storage-locations.num-threads,dfs.datanode.handler.count,dfs.client.file-block-storage-locations.num-threads > default => dfs.datanode.handler.count > default,behavior
33,dfs.ha.standby.checkpoints,dfs.ha.zkfc.port,dfs.ha.zkfc.port = ANY => dfs.ha.standby.checkpoints = ANY,behavior
34,dfs.client.datanode-restart.timeout,dfs.client.retry.max.attempts,dfs.client.datanode-restart.timeout > 60000 => dfs.client.retry.max.attempts > 10,behavior
35,dfs.client.file-block-storage-locations.timeout.millis,dfs.client.socket-timeout,dfs.client.file-block-storage-locations.timeout.millis > 60000 => dfs.client.socket-timeout > dfs.client.file-block-storage-locations.timeout.millis + 10000,behavior
36,dfs.http.client.retry.policy.enabled,dfs.client.retry.max.attempts,dfs.http.client.retry.policy.enabled = true => dfs.client.retry.max.attempts = 10,behavior
37,dfs.client.https.need-auth,dfs.client.https.keystore.resource,"dfs.client.https.keystore.resource != ""null"" => dfs.client.https.need-auth = ""true""",behavior
38,dfs.block.misreplication.processing.limit,dfs.namenode.replication.work.multiplier.per.iteration,dfs.namenode.replication.work.multiplier.per.iteration * dfs.block.misreplication.processing.limit => dfs.block.misreplication.processing.limit = dfs.namenode.replication.work.multiplier.per.iteration * ANY,behavior
39,dfs.datanode.oob.timeout-ms,dfs.heartbeat.interval,dfs.datanode.oob.timeout-ms > dfs.heartbeat.interval * 2 => dfs.datanode.oob.timeout-ms = dfs.heartbeat.interval * 3,behavior
40,dfs.client.block.write.locateFollowingBlock.retries,dfs.client.socket-timeout,dfs.client.block.write.locateFollowingBlock.retries > 3 => dfs.client.socket-timeout > 60000,behavior
