id,Parameter1,Parameter2,bnf,type
1855,hbase.column.max.version,hbase.column.family.ttl,hbase.column.max.version > 1 => hbase.column.family.ttl > 0,behavior
1720,hbase.hstore.compaction.min.size,hbase.hstore.compaction.min,hbase.hstore.compaction.min.size in [X..Y] => hbase.hstore.compaction.min in [A..B],behavior
1718,hbase.hstore.compaction.max,hbase.hstore.compaction.ratio,hbase.hstore.compaction.max > 10 => hbase.hstore.compaction.ratio > 1.2,behavior
1776,hbase.rpc.timeout,hbase.client.operation.timeout,hbase.rpc.timeout > 0 => hbase.client.operation.timeout > hbase.rpc.timeout,behavior
1666,hbase.master.balancer.maxRitPercent,hbase.regionserver.max.transactions,hbase.master.balancer.maxRitPercent > 50 => hbase.regionserver.max.transactions > 100,behavior
1683,hbase.hregion.percolumnfamilyflush.size.lower.bound.min,hbase.hregion.memstore.flush.size,hbase.hregion.percolumnfamilyflush.size.lower.bound.min < hbase.hregion.memstore.flush.size => hbase.hregion.memstore.flush.size > hbase.hregion.percolumnfamilyflush.size.lower.bound.min,behavior
1806,hbase.coprocessor.region.classes,hbase.security.exec.permission.checks,hbase.coprocessor.region.classes != null => hbase.security.exec.permission.checks = true,behavior
1917,hbase.mob.cache.evict.period,hbase.mob.compaction.mergeable.threshold,hbase.mob.cache.evict.period < 600 => hbase.mob.compaction.mergeable.threshold = 1000,behavior
1597,hbase.regionserver.dns.nameserver,hbase.regionserver.dns.interface,hbase.regionserver.dns.nameserver != null => hbase.regionserver.dns.interface != null,behavior
1544,hbase.local.dir,hbase.rootdir,hbase.local.dir != null => hbase.rootdir != null,behavior
1859,hbase.dfs.client.read.shortcircuit.buffer.size,hbase.dfs.client.read.shortcircuit,hbase.dfs.client.read.shortcircuit = true => hbase.dfs.client.read.shortcircuit.buffer.size > 0,behavior
1663,hbase.bulkload.retries.number,hbase.hregion.max.filesize,hbase.bulkload.retries.number > 0 => hbase.hregion.max.filesize > [default..ANY],behavior
703,hbase.bucketcache.size,hbase.bucketcache.bucket.sizes,hbase.bucketcache.size != 0.0 => hbase.bucketcache.bucket.sizes != null,behavior
1612,hbase.zookeeper.dns.interface,hbase.zookeeper.dns.nameserver,hbase.zookeeper.dns.interface != null => hbase.zookeeper.dns.nameserver != null,behavior
1828,hbase.thrift.minWorkerThreads,hbase.thrift.threadKeepAliveTime,hbase.thrift.minWorkerThreads > 0 => hbase.thrift.threadKeepAliveTime > 0,behavior
1874,hbase.security.authentication,hbase.security.authorization,hbase.security.authentication != null => hbase.security.authorization = true,behavior
1834,hbase.regionserver.thrift.framed,hbase.regionserver.thrift.compact,hbase.regionserver.thrift.framed = true => hbase.regionserver.thrift.compact = true,behavior
1537,hbase.rootdir,hbase.fs.tmp.dir,hbase.rootdir != null => hbase.fs.tmp.dir != null,behavior
1897,hbase.region.replica.replication.enabled,hbase.region.replica.storefile.refresh.memstore.multiplier,hbase.region.replica.replication.enabled = true => hbase.region.replica.storefile.refresh.memstore.multiplier > 1,behavior
1758,hbase.bucketcache.ioengine,hbase.bucketcache.combinedcache.enabled,hbase.bucketcache.ioengine != null => hbase.bucketcache.combinedcache.enabled = true,behavior
1929,hbase.mob.compaction.chore.period,hbase.mob.file.max.size,hbase.mob.compaction.chore.period > 0 => hbase.mob.file.max.size > 0,behavior
1918,hbase.mob.cache.evict.remain.ratio,hbase.mob.file.cache.size,hbase.mob.cache.evict.remain.ratio > 0.1 => hbase.mob.file.cache.size > 1000,behavior
1675,hbase.regions.slop,hbase.regionserver.region.split.policy,hbase.regions.slop > 0 => hbase.regionserver.region.split.policy != null,behavior
1870,hbase.server.scanner.max.result.size,hbase.regionserver.handler.count,hbase.server.scanner.max.result.size > ANY => hbase.regionserver.handler.count > ANY,behavior
1893,hbase.coordinated.state.manager.class,hbase.coordinated.state.manager,hbase.coordinated.state.manager.class != null => hbase.coordinated.state.manager != null,behavior
688,hbase.client.max.total.tasks,hbase.client.max.perregion.tasks,hbase.client.max.total.tasks > hbase.client.max.perregion.tasks => hbase.client.max.perregion.tasks < hbase.client.max.total.tasks,behavior
728,hbase.status.listener.class,hbase.status.published,hbase.status.listener.class != null => hbase.status.published = true,control
1613,hbase.zookeeper.dns.interface,hbase.zookeeper.quorum,hbase.zookeeper.dns.interface != null => hbase.zookeeper.quorum != null,control
2462,hbase.snapshot.enabled,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.snapshot.enabled = true,control
1864,hbase.hstore.checksum.algorithm,hbase.hstore.blockingStoreFiles,hbase.hstore.checksum.algorithm != null => hbase.hstore.blockingStoreFiles < 20,control
2312,hbase.cluster.distributed,hbase.master.port,hbase.cluster.distributed = true => hbase.master.port = 60000,control
735,hbase.rest.csrf.enabled,hbase.rest-csrf.browser-useragents-regex,hbase.rest.csrf.enabled = true => hbase.rest-csrf.browser-useragents-regex != null,control
2494,hbase.coordinated.state.manager.class,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.coordinated.state.manager.class != null,control
670,hbase.master.infoserver.redirect,hbase.master.info.port,hbase.master.infoserver.redirect = true => hbase.master.info.port != null,control
2321,hbase.master.info.port,hbase.master.infoserver.redirect,hbase.master.infoserver.redirect = true => hbase.master.info.port = ANY,control
1835,hbase.regionserver.thrift.framed,hbase.regionserver.thrift.threads,hbase.regionserver.thrift.framed = true => hbase.regionserver.thrift.threads > 16,control
1757,hbase.bucketcache.ioengine,hbase.bucketcache.percentage.in.combinedcache,hbase.bucketcache.ioengine != null => hbase.bucketcache.percentage.in.combinedcache in [0..100],control
1818,hbase.rest.threads.min,hbase.rest.threads.max,hbase.rest.threads.min > hbase.rest.threads.max => hbase.rest.threads.max = hbase.rest.threads.min + 1,control
1865,hbase.hstore.checksum.algorithm,hbase.hregion.memstore.flush.size,hbase.hstore.checksum.algorithm != null => hbase.hregion.memstore.flush.size < 134217728,control
719,hbase.data.umask.enable,hbase.data.umask,hbase.data.umask.enable = true => hbase.data.umask != null,control
2415,hbase.hstore.compaction.min.size,hbase.hstore.compactionThreshold,hbase.hstore.compactionThreshold > 0 => hbase.hstore.compaction.min.size = ANY,control
2437,hbase.master.kerberos.principal,hbase.security.authentication,"hbase.security.authentication = ""kerberos"" => hbase.master.kerberos.principal != ""ANY""",control
1580,hbase.regionserver.logroll.errors.tolerated,hbase.regionserver.logroll.multiplier,hbase.regionserver.logroll.errors.tolerated > 0 => hbase.regionserver.logroll.multiplier > 1.0,control
2435,hbase.master.keytab.file,hbase.security.authentication,hbase.security.authentication = kerberos => hbase.master.keytab.file != null,control
1883,hbase.master.loadbalance.bytable,hbase.balancer.period,hbase.master.loadbalance.bytable = true => hbase.balancer.period < 300000,control
1730,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.end.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.end.hour != null,control
2434,hbase.master.keytab.file,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.master.keytab.file != null,control
1644,hbase.client.max.perserver.tasks,hbase.client.max.perregion.tasks,hbase.client.max.perserver.tasks > {{X}} => hbase.client.max.perregion.tasks < {{Y}},control
1729,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.start.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.start.hour != null,control
1908,hbase.replication.rpc.codec,hbase.rpc.timeout,hbase.replication.rpc.codec != null => hbase.rpc.timeout > [1000..60000],control
