id,Parameter1,Parameter2,bnf,type
1,swift_store_config_file,swift_store_container,swift_store_config_file != null => swift_store_container != null,behavior
2,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
3,enabled,enabled_backends,enabled=true => enabled_backends!=null,control
4,vmware_datastores,vmware_server_password,vmware_datastores != null => vmware_server_password != null,control
5,enabled,log_dir,enabled=true => log_dir!=null,control
6,cinder_store_project_name,cinder_store_user_domain_name,cinder_store_project_name != null => cinder_store_user_domain_name != null,control
7,auth_version,user_domain_name,auth_version = 3 => user_domain_name != null,control
8,enabled_backends,swift_store_auth_address,"enabled_backends in {{ ""swift"" }} => swift_store_auth_address != null",control
9,image_cache_driver,image_cache_sqlite_db,image_cache_driver = 'sqlite' => image_cache_sqlite_db != null,control
10,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
11,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
12,debug,trace_sqlalchemy,debug=true => trace_sqlalchemy=true,control
13,cinder_store_auth_address,cinder_store_project_name,cinder_store_auth_address != null => cinder_store_project_name != null,control
14,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
15,enabled_backends,filesystem_store_datadirs,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadirs != null",control
16,verbose,log-config,verbose=true => log-config!=null,control
17,swift_store_create_container_on_put,swift_store_container,swift_store_create_container_on_put=true => swift_store_container!=null,control
18,image_cache_driver,image_cache_enabled,image_cache_driver != null => image_cache_enabled = true,control
19,enabled,log_file,enabled=true => log_file!=null,control
20,cinder_api_insecure,cinder_ca_certificates_file,cinder_api_insecure = true => cinder_ca_certificates_file = null,control
21,enabled,image_cache_dir,enabled=true => image_cache_dir!=null,control
22,enabled_backends,swift_store_key,"enabled_backends in {{ ""swift"" }} => swift_store_key != null",control
23,swift_store_user,swift_store_key,swift_store_user != null => swift_store_key != null,control
24,debug,log_dir,debug=true => log_dir!=null,control
25,auth_version,project_domain_name,auth_version = 3 => project_domain_name != null,control
26,swift_store_endpoint_type,swift_store_cacert,"swift_store_endpoint_type = ""internalURL"" => swift_store_cacert != null",control
27,verbose,debug,verbose=true => debug=true,control
28,enabled_backends,rbd_store_pool,"enabled_backends in {{ ""rbd"" }} => rbd_store_pool != null",control
29,enabled,public_endpoint,enabled=true => public_endpoint!=null,control
30,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
31,image_cache_driver,image_cache_size,"image_cache_driver in {'file', 'xfs'} => image_cache_size > 0",control
32,cinder_store_auth_address,cinder_store_user_name,cinder_store_auth_address != null => cinder_store_user_name != null,control
33,cinder_store_project_name,cinder_store_auth_address,cinder_store_project_name != null => cinder_store_auth_address != null,control
34,debug,log_file,debug=true => log_file!=null,control
35,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
36,debug,verbose,debug = true => verbose = true,control
37,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
38,image_size_cap,image_size_total,image_size_cap > 0 => image_size_total > image_size_cap,control
39,vmware_datastores,r_password,vmware_datastores != null => r_password != null,control
40,cinder_store_auth_address,cinder_store_user_domain_name,cinder_store_auth_address != null => cinder_store_user_domain_name != null,control
41,swift_store_endpoint_type,swift_store_ssl_compression,"swift_store_endpoint_type = ""publicURL"" => swift_store_ssl_compression != null",control
42,public_endpoint,bind_port,public_endpoint=true => bind_port!=null,control
43,enabled_backends,swift_store_container,"enabled_backends in {{ ""swift"" }} => swift_store_container != null",control
44,cinder_store_user_name,cinder_store_user_domain_name,cinder_store_user_name != null => cinder_store_user_domain_name != null,control
45,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
46,s3_store_access_key,s3_store_secret_key,s3_store_access_key != null => s3_store_secret_key != null,control
47,enabled_backends,vmware_server_host,"enabled_backends in {{ ""vmware"" }} => vmware_server_host != null",control
48,enabled_backends,s3_store_host,"enabled_backends in {{ ""s3"" }} => s3_store_host != null",control
49,swift_store_multi_tenant,swift_store_multiple_containers_seed,swift_store_multi_tenant = false => swift_store_multiple_containers_seed = 0,control
50,vmware_api_insecure,vmware_server_host,vmware_api_insecure = true => vmware_server_host != null,control
51,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
52,log_use_syslog,enabled_backends,log_use_syslog = true => enabled_backends != null,control
53,cinder_store_user_name,cinder_store_auth_address,cinder_store_user_name != null => cinder_store_auth_address != null,control
54,debug,verbose,debug=true => verbose=true,control
55,swift_store_user,swift_store_auth_address,swift_store_user != null => swift_store_auth_address != null,control
56,debug,verbose,debug = True => verbose = True,control
57,enabled,log_use_syslog,enabled=true => log_use_syslog=ANY,control
58,enabled_backends,filesystem_store_datadir,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadir != null",control
59,enabled_backends,swift_store_user,"enabled_backends in {{ ""swift"" }} => swift_store_user != null",control
60,os_region_name,cinder_os_region_name,os_region_name = ANY => cinder_os_region_name = os_region_name,default
61,auth_version,swift_store_auth_version,auth_version=ANY => swift_store_auth_version=auth_version,default
62,auth_address,swift_store_auth_address,auth_address != null => swift_store_auth_address = ANY,overwrite
63,filesystem_store_datadir,filesystem_store_datadirs,filesystem_store_datadir != null => filesystem_store_datadirs = ANY,overwrite
64,swift_store_large_object_size,swift_store_large_object_chunk_size,swift_store_large_object_size > swift_store_large_object_chunk_size => swift_store_large_object_chunk_size < swift_store_large_object_size,value
