id,Parameter1,Parameter2,bnf,type
1,swift_store_config_file,default_swift_reference,swift_store_config_file != null => default_swift_reference != null,behavior
2,filesystem_store_datadirs,filesystem_store_file_perm,filesystem_store_datadirs != null => filesystem_store_file_perm != null,behavior
3,swift_store_key,swift_store_user,swift_store_key != null => swift_store_user != null,behavior
4,s3_store_large_object_chunk_size,s3_store_large_object_threshold,s3_store_large_object_chunk_size > 0 => s3_store_large_object_threshold > s3_store_large_object_chunk_size,behavior
5,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
6,debug,log_file,debug=true => log_file!=null,control
7,swift_store_endpoint_type,swift_store_ssl_compression,"swift_store_endpoint_type = ""publicURL"" => swift_store_ssl_compression != null",control
8,vmware_datastores,r_password,vmware_datastores != null => r_password != null,control
9,enabled_backends,vmware_server_host,"enabled_backends = ""vmware"" => vmware_server_host != null",control
10,cinder_store_auth_address,cinder_store_user_domain_name,cinder_store_auth_address != null => cinder_store_user_domain_name != null,control
11,enabled,image_cache_driver,enabled=true => image_cache_driver!=null,control
12,enabled_backends,s3_store_host,"enabled_backends in {{ ""s3"" }} => s3_store_host != null",control
13,cinder_store_project_name,cinder_store_auth_address,cinder_store_project_name != null => cinder_store_auth_address != null,control
14,enabled_backends,filesystem_store_datadirs,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadirs != null",control
15,enabled,log_file,enabled=true => log_file!=null,control
16,debug,verbose,debug = true => verbose = true,control
17,cinder_store_project_name,cinder_store_user_domain_name,cinder_store_project_name != null => cinder_store_user_domain_name != null,control
18,cinder_store_user_name,cinder_store_user_domain_name,cinder_store_user_name != null => cinder_store_user_domain_name != null,control
19,public_endpoint,bind_port,public_endpoint=true => bind_port!=null,control
20,cinder_store_auth_address,cinder_store_user_name,cinder_store_auth_address != null => cinder_store_user_name != null,control
21,debug,verbose,debug = True => verbose = True,control
22,debug,log_dir,debug=true => log_dir!=null,control
23,cinder_store_auth_address,cinder_store_project_name,cinder_store_auth_address != null => cinder_store_project_name != null,control
24,s3_store_access_key,s3_store_secret_key,s3_store_access_key != null => s3_store_secret_key != null,control
25,cinder_store_project_name,cinder_store_user_name,cinder_store_project_name != null => cinder_store_user_name != null,control
26,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
27,image_cache_driver,image_cache_max_size,image_cache_driver != null => image_cache_max_size != null,control
28,vmware_api_insecure,vmware_server_host,vmware_api_insecure = true => vmware_server_host != null,control
29,enabled,enabled_backends,enabled=true => enabled_backends!=null,control
30,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
31,enabled,log_dir,enabled=true => log_dir!=null,control
32,swift_store_user,swift_store_auth_address,swift_store_user != null => swift_store_auth_address != null,control
33,cinder_api_insecure,cinder_ca_certificates_file,cinder_api_insecure = true => cinder_ca_certificates_file = null,control
34,enabled_backends,swift_store_user,"enabled_backends in {{ ""swift"" }} => swift_store_user != null",control
35,enabled,verbose,enabled=true => verbose=ANY,control
36,swift_store_user,swift_store_key,swift_store_user != null => swift_store_key != null,control
37,cinder_store_password,cinder_store_user_domain_name,cinder_store_password != null => cinder_store_user_domain_name != null,control
38,debug,trace_sqlalchemy,debug=true => trace_sqlalchemy=true,control
39,cinder_store_auth_address,cinder_store_password,cinder_store_auth_address != null => cinder_store_password != null,control
40,enabled_backends,swift_store_auth_address,"enabled_backends in {{ ""swift"" }} => swift_store_auth_address != null",control
41,debug,verbose,debug=true => verbose=true,control
42,image_cache_driver,image_cache_size,"image_cache_driver in {'file', 'xfs'} => image_cache_size > 0",control
43,vmware_api_insecure,vmware_server_host,vmware_api_insecure = true => vmware_server_host != null,control
44,auth_version,user_domain_name,auth_version = 3 => user_domain_name != null,control
45,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
46,log_use_syslog,enabled_backends,log_use_syslog = true => enabled_backends != null,control
47,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
48,enabled,public_endpoint,enabled=true => public_endpoint!=null,control
49,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
50,image_size_cap,image_size_total,image_size_cap > 0 => image_size_total > image_size_cap,control
51,enabled,image_cache_dir,enabled=true => image_cache_dir!=null,control
52,enabled_backends,swift_store_container,"enabled_backends in {{ ""swift"" }} => swift_store_container != null",control
53,debug,verbose,debug=true => verbose=true,control
54,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
55,verbose,log-config,verbose=true => log-config!=null,control
56,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
57,enabled,debug,enabled=true => debug=ANY,control
58,enabled_backends,filesystem_store_datadir,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadir != null",control
59,enabled_backends,rbd_store_pool,"enabled_backends in {{ ""rbd"" }} => rbd_store_pool != null",control
60,swift_store_create_container_on_put,swift_store_container,swift_store_create_container_on_put=true => swift_store_container!=null,control
61,enabled_backends,vmware_server_host,"enabled_backends in {{ ""vmware"" }} => vmware_server_host != null",control
62,verbose,debug,verbose=true => debug=true,control
63,image_cache_dir,image_cache_sqlite_db,image_cache_sqlite_db = ANY => image_cache_dir = image_cache_sqlite_db,default
64,auth_address,swift_store_auth_address,auth_address=ANY => swift_store_auth_address=auth_address,default
65,log-config,log_file,log-config=ANY => log_file=log-config,default
66,auth_version,swift_store_auth_version,auth_version=ANY => swift_store_auth_version=auth_version,default
67,image_cache_dir,image_cache_sqlite_db,image_cache_sqlite_db = ANY => image_cache_dir = image_cache_sqlite_db,default
68,swift_store_large_object_size,swift_store_large_object_chunk_size,swift_store_large_object_size = ANY => swift_store_large_object_chunk_size = 200,default
69,auth_address,swift_store_auth_address,auth_address != null => swift_store_auth_address = ANY,overwrite
