id,Parameter1,Parameter2,bnf,type
1,auth_version,swift_store_key,auth_version!=null => swift_store_key=ANY,behavior
2,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
3,cinder_store_project_name,cinder_store_user_domain_name,cinder_store_project_name != null => cinder_store_user_domain_name != null,control
4,enabled,image_cache_max_size,enabled=true => image_cache_max_size!=null,control
5,enabled,image_cache_dir,enabled=true => image_cache_dir!=null,control
6,debug,verbose,debug = True => verbose = True,control
7,swift_store_endpoint_type,swift_store_ssl_compression,"swift_store_endpoint_type = ""publicURL"" => swift_store_ssl_compression != null",control
8,auth_version,project_domain_name,auth_version = 3 => project_domain_name != null,control
9,cinder_store_project_name,cinder_store_auth_address,cinder_store_project_name != null => cinder_store_auth_address != null,control
10,enabled_backends,vmware_server_host,"enabled_backends = ""vmware"" => vmware_server_host != null",control
11,vmware_server_username,vmware_server_password,vmware_server_username != null => vmware_server_password != null,control
12,cinder_store_password,cinder_store_user_domain_name,cinder_store_password != null => cinder_store_user_domain_name != null,control
13,enabled,log_dir,enabled=true => log_dir!=null,control
14,public_endpoint,bind_host,public_endpoint=true => bind_host!=null,control
15,image_cache_driver,image_cache_sqlite_db,image_cache_driver = 'sqlite' => image_cache_sqlite_db != null,control
16,debug,verbose,debug=true => verbose=true,control
17,enabled,image_cache_driver,enabled=true => image_cache_driver!=null,control
18,debug,log_file,debug=true => log_file!=null,control
19,vmware_api_insecure,vmware_server_host,vmware_api_insecure = true => vmware_server_host != null,control
20,cinder_store_project_name,cinder_store_password,cinder_store_project_name != null => cinder_store_password != null,control
21,enabled_backends,rbd_store_pool,"enabled_backends in {{ ""rbd"" }} => rbd_store_pool != null",control
22,enabled_backends,filesystem_store_datadirs,"enabled_backends in {{ ""filesystem"" }} => filesystem_store_datadirs != null",control
23,cinder_store_user_name,cinder_store_auth_address,cinder_store_user_name != null => cinder_store_auth_address != null,control
24,swift_store_create_container_on_put,swift_store_container,swift_store_create_container_on_put=true => swift_store_container!=null,control
25,image_cache_driver,image_cache_dir,image_cache_driver != null => image_cache_dir != null,control
26,swift_store_endpoint_type,swift_store_cacert,"swift_store_endpoint_type = ""internalURL"" => swift_store_cacert != null",control
27,debug,verbose,debug=true => verbose=true,control
28,cinder_store_auth_address,cinder_store_project_name,cinder_store_auth_address != null => cinder_store_project_name != null,control
29,swift_store_endpoint_type,swift_store_auth_insecure,"swift_store_endpoint_type = ""adminURL"" => swift_store_auth_insecure = false",control
30,enabled_backends,swift_store_user,"enabled_backends in {{ ""swift"" }} => swift_store_user != null",control
31,enabled_backends,swift_store_key,"enabled_backends in {{ ""swift"" }} => swift_store_key != null",control
32,auth_version,user_domain_name,auth_version = 3 => user_domain_name != null,control
33,verbose,log-config,verbose=true => log-config!=null,control
34,cinder_store_user_name,cinder_store_password,cinder_store_user_name != null => cinder_store_password != null,control
35,vmware_datastores,vmware_server_password,vmware_datastores != null => vmware_server_password != null,control
36,debug,trace_sqlalchemy,debug=true => trace_sqlalchemy=true,control
