id,Parameter1,Parameter2,bnf,type
1,yarn.log-aggregation-enable,yarn.log-aggregation.retain-seconds,yarn.log-aggregation-enable = true => yarn.log-aggregation.retain-seconds != -1,behavior
2,yarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb,yarn.nodemanager.disk-health-checker.min-healthy-disks,yarn.nodemanager.disk-health-checker.min-free-space-per-disk-mb != null => yarn.nodemanager.disk-health-checker.min-healthy-disks = ANY,behavior
3,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms = 250 => yarn.nodemanager.process-kill-wait.ms = 2000,behavior
4,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.store.class,yarn.resourcemanager.recovery.enabled = true => yarn.resourcemanager.store.class != null,behavior
5,yarn.nodemanager.linux-container-executor.cgroups.delete-delay-ms,yarn.nodemanager.linux-container-executor.cgroups.strict-resource-usage,yarn.nodemanager.linux-container-executor.cgroups.strict-resource-usage = true => yarn.nodemanager.linux-container-executor.cgroups.delete-delay-ms in {{1000..10000}},behavior
6,yarn.resourcemanager.reservation-system.class,yarn.resourcemanager.scheduler.class,"yarn.resourcemanager.reservation-system.class != null => yarn.resourcemanager.scheduler.class in {{org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler, org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler}}",behavior
7,yarn.resourcemanager.am-rm-tokens.master-key-rolling-interval-secs,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs > yarn.nm.liveness-monitor.expiry-interval-ms AND yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs > yarn.resourcemanager.rm.container-allocation.expiry-interval-ms => yarn.resourcemanager.am-rm-tokens.master-key-rolling-interval-secs = 86400,behavior
8,yarn.nodemanager.localizer.cache.target-size-mb,yarn.nodemanager.localizer.client.thread-count,yarn.nodemanager.localizer.cache.target-size-mb > {{default}} => yarn.nodemanager.localizer.client.thread-count > {{default}},behavior
9,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms > 0 => yarn.nodemanager.process-kill-wait.ms > yarn.nodemanager.sleep-delay-before-sigkill.ms,behavior
10,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit < 100 => yarn.nodemanager.resource.cpu-vcores < (total_physical_cores * yarn.nodemanager.resource.percentage-physical-cpu-limit / 100),behavior
11,yarn.resourcemanager.am.max-attempts,yarn.resourcemanager.am.failures.max-retries,yarn.resourcemanager.am.max-attempts > 1 => yarn.resourcemanager.am.failures.max-retries = yarn.resourcemanager.am.max-attempts,behavior
12,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.monitor.capacity.preemption.monitoring_interval,yarn.resourcemanager.scheduler.monitor.enable = true => yarn.resourcemanager.monitor.capacity.preemption.monitoring_interval > 0,behavior
13,yarn.resourcemanager.state-store.max-completed-applications,yarn.app.attempt.diagnostics.limit.kc,yarn.resourcemanager.state-store.max-completed-applications > 0 => yarn.app.attempt.diagnostics.limit.kc < 64,behavior
14,yarn.sharedcache.store.class,yarn.sharedcache.uploader.thread-count,yarn.sharedcache.store.class != null => yarn.sharedcache.uploader.thread-count > 0,behavior
15,yarn.resourcemanager.cluster-id,yarn.resourcemanager.ha.id,yarn.resourcemanager.cluster-id != null => yarn.resourcemanager.ha.id != null,control
16,yarn.nodemanager.distributed-scheduling.enabled,yarn.resourcemanager.nm-container-queuing.max-queue-wait-time-ms,yarn.nodemanager.distributed-scheduling.enabled = true => yarn.resourcemanager.nm-container-queuing.max-queue-wait-time-ms > 0,control
17,yarn.sharedcache.root-dir,yarn.sharedcache.uploader.server.address,yarn.sharedcache.enabled = true => yarn.sharedcache.root-dir != null,control
18,yarn.nodemanager.amrmproxy.ha.enable,yarn.nodemanager.amrmproxy.enabled,yarn.nodemanager.amrmproxy.ha.enable = true => yarn.nodemanager.amrmproxy.enabled != null,control
19,yarn.webapp.xfs-filter.enabled,yarn.timeline-service.webapp.xfs-filter.xframe-options,yarn.webapp.xfs-filter.enabled = true => yarn.timeline-service.webapp.xfs-filter.xframe-options != null,control
