id,Parameter1,Parameter2,bnf,type
1,yarn.nodemanager.linux-container-executor.resources-handler.class,yarn.nodemanager.resource.memory-mb,yarn.nodemanager.linux-container-executor.resources-handler.class != null => yarn.nodemanager.resource.memory-mb > 0,behavior
2,yarn.resourcemanager.container.liveness-monitor.interval-ms,yarn.resourcemanager.rm.container-allocation.expiry-interval-ms,yarn.resourcemanager.container.liveness-monitor.interval-ms != null => yarn.resourcemanager.rm.container-allocation.expiry-interval-ms != null,behavior
3,yarn.nodemanager.delete.thread-count,yarn.nodemanager.localizer.fetch.thread-count,yarn.nodemanager.delete.thread-count > 0 => yarn.nodemanager.localizer.fetch.thread-count > 0,behavior
4,yarn.nodemanager.log-aggregation.policy.parameters,yarn.nodemanager.remote-app-log-dir,yarn.nodemanager.remote-app-log-dir = null => yarn.nodemanager.log-aggregation.policy.parameters = null,behavior
5,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.store.class,yarn.resourcemanager.recovery.enabled = true => yarn.resourcemanager.store.class != null,behavior
6,yarn.nodemanager.disk-health-checker.min-healthy-disks,yarn.nodemanager.disk-health-checker.enable,yarn.nodemanager.disk-health-checker.min-healthy-disks > 0 => yarn.nodemanager.disk-health-checker.enable = true,behavior
7,yarn.nodemanager.logaggregation.threadpool-size-max,yarn.nodemanager.log-aggregation.num-log-files-per-app,yarn.nodemanager.logaggregation.threadpool-size-max > 0 => yarn.nodemanager.log-aggregation.num-log-files-per-app > 0,behavior
8,yarn.nodemanager.node-labels.provider,yarn.nodemanager.node-labels.provider.script.path,"yarn.nodemanager.node-labels.provider.script.path != null => yarn.nodemanager.node-labels.provider = ""org.apache.hadoop.yarn.server.nodemanager.nodelabels.ScriptBasedNodeLabelsProvider""",control
9,yarn.nodemanager.webapp.https.address,yarn.http.policy,"yarn.http.policy = ""HTTPS_ONLY"" => yarn.nodemanager.webapp.https.address != null",control
10,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.ha.rm-ids != null,control
11,yarn.resourcemanager.webapp.cross-origin.enabled,yarn.http.policy,yarn.http.policy = HTTPS => yarn.resourcemanager.webapp.cross-origin.enabled = true,control
12,yarn.resourcemanager.webapp.delegation-token-auth-filter.enabled,yarn.resourcemanager.webapp.cross-origin.enabled,yarn.resourcemanager.webapp.delegation-token-auth-filter.enabled = true => yarn.resourcemanager.webapp.cross-origin.enabled = false,control
13,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.ha.rm-ids != null,control
14,yarn.nodemanager.disk-health-checker.min-healthy-disks,yarn.nodemanager.disk-health-checker.enable,yarn.nodemanager.disk-health-checker.enable = true => yarn.nodemanager.disk-health-checker.min-healthy-disks > 0,control
15,yarn.scheduler.configuration.store.max-logs,yarn.resourcemanager.max-completed-applications,yarn.scheduler.configuration.store.max-logs > 1000 => yarn.resourcemanager.max-completed-applications > 1000,control
16,yarn.log-aggregation-enable,yarn.nodemanager.remote-app-log-dir-suffix,yarn.log-aggregation-enable = true => yarn.nodemanager.remote-app-log-dir-suffix != null,control
17,yarn.federation.enabled,yarn.federation.state-store.class,yarn.federation.enabled = true => yarn.federation.state-store.class != null,control
18,yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage,yarn.nodemanager.disk-health-checker.enable,yarn.nodemanager.disk-health-checker.enable = true => yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage != null,control
19,yarn.resourcemanager.webapp.cross-origin.enabled,yarn.resourcemanager.webapp.https.address,yarn.resourcemanager.webapp.https.address != null => yarn.resourcemanager.webapp.cross-origin.enabled = true,control
20,yarn.authorization-provider,yarn.acl.enable,yarn.authorization-provider != null => yarn.acl.enable = true,control
21,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.scheduler.monitor.policies,yarn.resourcemanager.scheduler.monitor.enable = true => yarn.resourcemanager.scheduler.monitor.policies != null,control
22,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.scheduler.monitor.policies,yarn.resourcemanager.scheduler.monitor.enable = true => yarn.resourcemanager.scheduler.monitor.policies != null,control
23,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.failover-controller.active-standby-elector.zk.retries,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.ha.failover-controller.active-standby-elector.zk.retries != null,control
24,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.automatic-failover.embedded,yarn.resourcemanager.ha.enabled = true => yarn.resourcemanager.ha.automatic-failover.embedded != null,control
25,yarn.authorization-provider,yarn.resourcemanager.webapp.spnego-keytab-file,yarn.authorization-provider != null => yarn.resourcemanager.webapp.spnego-keytab-file != null,control
26,yarn.node-labels.configuration-type,yarn.resourcemanager.node-labels.provider,yarn.resourcemanager.node-labels.provider = ANY => yarn.node-labels.configuration-type = ANY,control
27,yarn.nodemanager.amrmproxy.ha.enable,yarn.nodemanager.amrmproxy.client.thread-count,yarn.nodemanager.amrmproxy.ha.enable = true => yarn.nodemanager.amrmproxy.client.thread-count > 0,control
