id,Parameter1,Parameter2,bnf,type
1,quota_backups,quota_driver,quota_backups != null => quota_driver != null,control
2,auth_type,auth_strategy,auth_type = 'noauth_include_project_id' => auth_strategy = 'noauth_include_project_id',control
3,nas_host,nas_share_path,nas_host != null => nas_share_path != null,control
4,image_volume_cache_enabled,image_volume_cache_max_count,image_volume_cache_enabled = True => image_volume_cache_max_count != null,control
5,backup_swift_user_domain,backup_swift_auth_version,backup_swift_user_domain != null => backup_swift_auth_version = 3,control
6,scheduler_default_filters,scheduler_driver,scheduler_driver != null => scheduler_default_filters != null,control
7,allow_availability_zone_fallback,scheduler_default_filters,"allow_availability_zone_fallback = true => scheduler_default_filters in {{ AvailabilityZoneFilter, OTHER_FILTERS }}",control
8,filter_function,scheduler_default_filters,"filter_function != null => scheduler_default_filters = ""filter_function""",control
9,use_chap_auth,chap_password,use_chap_auth = true => chap_password != null,control
10,auth_strategy,token_auth_url,"auth_strategy = ""keystone"" => token_auth_url != null",control
11,nas_secure_file_permissions,nas_secure_file_operations,nas_secure_file_permissions = true => nas_secure_file_operations != null,control
12,tcp_keepalive,tcp_keepalive_interval,tcp_keepalive=true => tcp_keepalive_interval!=null,control
13,backup_driver,backup_swift_ca_cert_file,"backup_driver = ""cinder.backup.drivers.swift"" => backup_swift_ca_cert_file != null",control
14,enabled,quota_driver,enabled=true => quota_driver!=null,control
15,glance_api_insecure,verify_glance_signatures,glance_api_insecure = true => verify_glance_signatures = false,control
16,backup_swift_tenant,backup_swift_project_domain,backup_swift_tenant != null => backup_swift_project_domain != null,control
17,nas_login,nas_secure_file_operations,nas_login != null => nas_secure_file_operations = true,control
18,backup_swift_retry_attempts,backup_swift_url,backup_swift_retry_attempts > 0 => backup_swift_url != null,control
19,glance_api_insecure,glance_api_servers,glance_api_insecure = true => glance_api_servers != null,control
20,backup_swift_ca_cert_file,backup_swift_url,backup_swift_url != null => backup_swift_ca_cert_file != null,control
21,backup_driver,backup_compression_algorithm,"backup_driver != null => backup_compression_algorithm in {'none', 'off', 'no', 'zlib', 'gzip', 'bz2', 'bzip2', 'zstd'}",control
22,driver_client_cert,driver_client_cert_key,driver_client_cert != null => driver_client_cert_key != null,control
23,enforce_multipath_for_image_xfer,use_multipath_for_image_xfer,enforce_multipath_for_image_xfer = true => use_multipath_for_image_xfer = true,control
24,storage_protocol,target_helper,storage_protocol = 'FC' => target_helper != null,control
25,backend_stats_polling_interval,stats_update_interval,backend_stats_polling_interval > 0 => stats_update_interval > 0,control
26,backup_container,backup_driver,backup_container != null => backup_driver != null,control
27,backup_swift_user,backup_swift_key,backup_swift_user != null => backup_swift_key != null,control
28,storage_protocol,target_ip_address,"storage_protocol = ""iSCSI"" => target_ip_address != null",control
29,target_helper,use_chap_auth,target_helper != null => use_chap_auth != null,control
30,glance_api_servers,verify_glance_signatures,glance_api_servers != null => verify_glance_signatures = true,control
31,max_over_subscription_ratio,reserved_percentage,max_over_subscription_ratio > 1 => reserved_percentage < 100,control
32,enabled,compute_api_class,enabled=true => compute_api_class!=null,control
33,backup_swift_tenant,backup_swift_user_domain,backup_swift_tenant != null => backup_swift_user_domain != null,control
34,scheduler_manager,scheduler_default_filters,scheduler_manager != null => scheduler_default_filters != null,control
35,enabled_backends,volume_service_inithost_offload,enabled_backends != null => volume_service_inithost_offload != null,control
36,use_multipath_for_image_xfer,enforce_multipath_for_image_xfer,use_multipath_for_image_xfer = true => enforce_multipath_for_image_xfer != null,control
37,enabled,api_rate_limit,enabled=true => api_rate_limit!=null,control
38,driver_use_ssl,driver_ssl_cert_path,driver_use_ssl=true => driver_ssl_cert_path!=null,control
39,default_volume_type,volume_manager,default_volume_type != null => volume_manager != null,control
40,backup_swift_user,backup_swift_tenant,backup_swift_user != null => backup_swift_tenant != null,control
41,enable_unsupported_driver,driver_ssl_cert_verify,enable_unsupported_driver = true => driver_ssl_cert_verify != null,control
42,backup_swift_block_size,backup_sha_block_size_bytes,backup_swift_block_size != null => backup_sha_block_size_bytes != null,control
43,enabled_backends,volume_api_class,enabled_backends != null => volume_api_class != null,control
44,scheduler_manager,scheduler_host_manager,scheduler_manager != null => scheduler_host_manager != null,control
45,image_volume_cache_enabled,image_volume_cache_max_size_gb,image_volume_cache_enabled = true => image_volume_cache_max_size_gb != null,control
46,volume_manager,enabled_backends,volume_manager != null => enabled_backends != null,control
47,enforce_multipath_for_image_xfer,use_multipath_for_image_xfer,enforce_multipath_for_image_xfer = true => use_multipath_for_image_xfer != null,control
48,auth_strategy,token_auth_url,"auth_strategy = ""keystone"" => token_auth_url != null",control
49,scheduler_manager,scheduler_default_weighers,scheduler_manager != null => scheduler_default_weighers != null,control
50,image_upload_use_internal_tenant,image_volume_cache_enabled,image_upload_use_internal_tenant = True => image_volume_cache_enabled != null,control
51,target_helper,target_port,target_helper != null => target_port != null,control
52,backup_gcs_num_retries,backup_gcs_retry_error_codes,backup_gcs_num_retries > 0 => backup_gcs_retry_error_codes != null,control
53,enabled,volume_manager,enabled=true => volume_manager!=null,control
54,backup_driver,backup_swift_user,"backup_driver = ""cinder.backup.drivers.swift"" => backup_swift_user != null",control
55,replication_device,target_helper,replication_device != null => target_helper != null,control
56,transfer_api_class,volume_api_class,"transfer_api_class = ""ANY"" => volume_api_class != ""null""",control
57,backup_mount_point_base,backup_posix_path,backup_mount_point_base = ANY => backup_posix_path = backup_mount_point_base,default
58,volume_clear,volume_clear_size,volume_clear=ANY => volume_clear_size=volume_clear,default
59,backend_availability_zone,storage_availability_zone,backend_availability_zone = null => storage_availability_zone = ANY,default
60,consistencygroup_api_class,group_api_class,consistencygroup_api_class = ANY => group_api_class = consistencygroup_api_class,default
