id,Parameter1,Parameter2,bnf,type
1,driver_use_ssl,driver_ssl_cert_verify,driver_use_ssl=true => driver_ssl_cert_verify!=null,control
2,replication_device,target_helper,replication_device != null => target_helper != null,control
3,volume_driver,storage_protocol,volume_driver != null => storage_protocol != null,control
4,use_chap_auth,chap_password,use_chap_auth = true => chap_password != null,control
5,scheduler_manager,scheduler_driver,scheduler_manager != null => scheduler_driver != null,control
6,enabled,group_api_class,enabled=true => group_api_class!=null,control
7,nas_login,nas_password,nas_login != null => nas_password != null,control
8,nas_login,nas_ssh_port,"nas_login != null => nas_ssh_port in {{22, 2022}}",control
9,backup_driver,backup_swift_ca_cert_file,"backup_driver = ""cinder.backup.drivers.swift"" => backup_swift_ca_cert_file != null",control
10,backup_container,backup_driver,backup_container != null => backup_driver != null,control
11,enabled,compute_api_class,enabled=true => compute_api_class!=null,control
12,backup_swift_user,backup_swift_auth_version,backup_swift_user != null => backup_swift_auth_version != null,control
13,nas_login,nas_private_key,nas_login != null => nas_private_key != null,control
14,auth_strategy,token_auth_url,"auth_strategy = ""keystone"" => token_auth_url != null",control
15,glance_api_insecure,glance_api_servers,glance_api_insecure = true => glance_api_servers != null,control
16,image_volume_cache_enabled,image_volume_cache_max_count,image_volume_cache_enabled = true => image_volume_cache_max_count != null,control
17,auth_strategy,auth_section,auth_strategy = 'keystone' => auth_section != null,control
18,backup_swift_auth,backup_swift_url,backup_swift_auth != null => backup_swift_url != null,control
19,nas_host,nas_password,nas_host != null => nas_password != null,control
20,enabled_backends,volume_backend_name,enabled_backends != null => volume_backend_name != null,control
21,backup_swift_tenant,backup_swift_project_domain,backup_swift_tenant != null => backup_swift_project_domain != null,control
22,backup_swift_auth_version,backup_swift_container,backup_swift_auth_version != null => backup_swift_container != null,control
23,backup_swift_tenant,backup_swift_auth,backup_swift_tenant != null => backup_swift_auth != null,control
24,driver_client_cert,driver_use_ssl,driver_client_cert != null => driver_use_ssl = true,control
25,backup_swift_project,backup_swift_auth,backup_swift_project != null => backup_swift_auth != null,control
26,image_conversion_disable,image_conversion_dir,image_conversion_disable = true => image_conversion_dir = null,control
27,glance_api_insecure,driver_ssl_cert_verify,glance_api_insecure = true => driver_ssl_cert_verify = false,control
28,auth_strategy,enable_proxy_headers_parsing,auth_strategy = 'keystone' => enable_proxy_headers_parsing = true,control
29,glance_core_properties,glance_num_retries,glance_core_properties != null => glance_num_retries > 0,control
30,auth_strategy,token_auth_url,"auth_strategy = ""keystone"" => token_auth_url != null",control
31,iser_helper,num_iser_scan_tries,iser_helper!=null => num_iser_scan_tries>0,control
32,scheduler_manager,scheduler_default_filters,scheduler_manager != null => scheduler_default_filters != null,control
33,image_upload_use_cinder_backend,enabled_backends,image_upload_use_cinder_backend = true => enabled_backends != null,control
34,enabled,backup_api_class,enabled=true => backup_api_class!=null,control
35,use_chap_auth,chap_password,use_chap_auth = true => chap_password != null,control
36,quota_groups,quota_driver,quota_driver != null => quota_groups = ANY,control
37,driver_use_ssl,driver_ssl_cert_verify,driver_use_ssl=true => driver_ssl_cert_verify!=null,control
38,transfer_api_class,volume_api_class,"transfer_api_class = ""ANY"" => volume_api_class != ""null""",control
39,image_upload_use_cinder_backend,volume_backend_name,image_upload_use_cinder_backend = true => volume_backend_name != null,control
40,target_protocol,target_prefix,target_protocol != null => target_prefix != null,control
41,enabled,scheduler_manager,enabled=true => scheduler_manager!=null,control
42,nas_secure_file_operations,nas_secure_file_permissions,nas_secure_file_operations = True => nas_secure_file_permissions != null,control
43,image_upload_use_internal_tenant,image_volume_cache_enabled,image_upload_use_internal_tenant = True => image_volume_cache_enabled != null,control
44,glance_ca_certificates_file,glance_api_ssl_compression,glance_ca_certificates_file != null => glance_api_ssl_compression = false,control
45,backup_driver,backup_swift_user,"backup_driver = ""cinder.backup.drivers.swift"" => backup_swift_user != null",control
46,backup_swift_url,backup_driver,"backup_driver = ""cinder.backup.drivers.swift"" => backup_swift_url != null",control
47,volume_manager,volume_driver,volume_manager != null => volume_driver != null,control
48,replication_device,driver_use_ssl,replication_device != null => driver_use_ssl = true,control
49,backup_native_threads_pool_size,max_parallel_workers,backup_native_threads_pool_size > 0 => max_parallel_workers >= backup_native_threads_pool_size,control
50,image_volume_cache_enabled,image_volume_cache_max_count,image_volume_cache_enabled = true => image_volume_cache_max_count != null,control
51,backup_swift_project,backup_swift_user_domain,backup_swift_project != null => backup_swift_user_domain != null,control
52,enable_unsupported_driver,driver_use_ssl,enable_unsupported_driver = true => driver_use_ssl != null,control
53,storage_availability_zone,backend_availability_zone,storage_availability_zone = ANY => backend_availability_zone = storage_availability_zone,default
54,capacity_weight_multiplier,allocated_capacity_weight_multiplier,capacity_weight_multiplier=ANY => allocated_capacity_weight_multiplier=capacity_weight_multiplier,default
55,target_prefix,iser_target_prefix,target_prefix=ANY => iser_target_prefix=target_prefix,default
56,glance_certfile,glance_api_insecure,glance_certfile != null => glance_api_insecure = false,overwrite
57,backup_swift_container,backup_container,backup_swift_container != null => backup_container = ANY,overwrite
58,nas_private_key,nas_password,nas_private_key != null => nas_password = null,overwrite
59,insecure,driver_ssl_cert_verify,insecure != null => driver_ssl_cert_verify = false,overwrite
60,backup_file_size,backup_sha_block_size_bytes,backup_file_size > 0 => backup_sha_block_size_bytes < backup_file_size,value
