id,Parameter1,Parameter2,bnf,type
1,yarn.sharedcache.admin.address,yarn.sharedcache.store.dir,yarn.sharedcache.admin.address != null => yarn.sharedcache.store.dir != null,behavior
2,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms = 250 => yarn.nodemanager.process-kill-wait.ms = 2000,behavior
3,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit < 100 => yarn.nodemanager.resource.cpu-vcores < (total_physical_cores * yarn.nodemanager.resource.percentage-physical-cpu-limit / 100),behavior
4,yarn.resourcemanager.bind-host,yarn.resourcemanager.hostname,yarn.resourcemanager.bind-host != null => yarn.resourcemanager.hostname = yarn.resourcemanager.bind-host,behavior
5,yarn.federation.cache-ttl.secs,yarn.federation.cache.cleanup.interval.ms,yarn.federation.cache-ttl.secs > 0 => yarn.federation.cache.cleanup.interval.ms < yarn.federation.cache-ttl.secs * 1000,behavior
6,yarn.nodemanager.logaggregation.threadpool-size-max,yarn.nodemanager.log-aggregation.retain-seconds,yarn.nodemanager.logaggregation.threadpool-size-max > 0 => yarn.nodemanager.log-aggregation.retain-seconds > 0,behavior
7,yarn.am.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.rm.container-allocation.expiry-interval-ms,<Dependency> ::= <Condition> => <ConstraintItem>,behavior
8,yarn.nodemanager.recovery.dir,yarn.nodemanager.recovery.enabled,yarn.nodemanager.recovery.enabled = true => yarn.nodemanager.recovery.dir != null,control
9,yarn.log-aggregation-enable,yarn.nodemanager.remote-app-log-dir-suffix,yarn.log-aggregation-enable = true => yarn.nodemanager.remote-app-log-dir-suffix != null,control
10,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.scheduler.monitor.policies,yarn.resourcemanager.scheduler.monitor.enable = true => yarn.resourcemanager.scheduler.monitor.policies != null,control
