id,Parameter1,Parameter2,bnf,type
1,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms > 0 => yarn.nodemanager.process-kill-wait.ms > yarn.nodemanager.sleep-delay-before-sigkill.ms,behavior
2,yarn.timeline-service.webapp.xfs-filter.xframe-options,yarn.timeline-service.webapp.address,yarn.timeline-service.webapp.address != null => yarn.timeline-service.webapp.xfs-filter.xframe-options != null,behavior
3,yarn.nm.liveness-monitor.expiry-interval-ms,yarn.resourcemanager.rm.container-allocation.expiry-interval-ms,yarn.nm.liveness-monitor.expiry-interval-ms != null => yarn.resourcemanager.rm.container-allocation.expiry-interval-ms != null,behavior
4,yarn.timeline-service.entity-group-fs-store.group-id-plugin-classpath,yarn.timeline-service.entity-group-fs-store.active,yarn.timeline-service.entity-group-fs-store.active = true => yarn.timeline-service.entity-group-fs-store.group-id-plugin-classpath != null,behavior
5,yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit > 0 => yarn.nodemanager.linux-container-executor.cgroups.delete-timeout-ms > 0,behavior
6,yarn.nodemanager.resource.cpu-vcores,yarn.nodemanager.resource.percentage-physical-cpu-limit,yarn.nodemanager.resource.percentage-physical-cpu-limit < 100 => yarn.nodemanager.resource.cpu-vcores < (total_physical_cores * yarn.nodemanager.resource.percentage-physical-cpu-limit / 100),behavior
7,yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage,yarn.nodemanager.disk-health-checker.min-healthy-disks,yarn.nodemanager.disk-health-checker.disk-utilization-watermark-low-per-disk-percentage > 0 => yarn.nodemanager.disk-health-checker.min-healthy-disks > 0,behavior
8,yarn.scheduler.queue-placement-rules,yarn.scheduler.capacity.root.queues,yarn.scheduler.queue-placement-rules != null => yarn.scheduler.capacity.root.queues != null,behavior
9,yarn.nodemanager.sleep-delay-before-sigkill.ms,yarn.nodemanager.process-kill-wait.ms,yarn.nodemanager.sleep-delay-before-sigkill.ms = 250 => yarn.nodemanager.process-kill-wait.ms = 2000,behavior
10,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs,yarn.resourcemanager.container-tokens.master-key-update-interval-secs,yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs > 0 => yarn.resourcemanager.container-tokens.master-key-update-interval-secs > 0,behavior
11,yarn.nodemanager.container-retry-minimum-interval-ms,yarn.nodemanager.container-retry.interval-ms,yarn.nodemanager.container-retry-minimum-interval-ms > 0 => yarn.nodemanager.container-retry.interval-ms > yarn.nodemanager.container-retry-minimum-interval-ms,behavior
12,yarn.resourcemanager.reservation-system.plan.follower,yarn.resourcemanager.scheduler.class,"yarn.resourcemanager.scheduler.class in {{org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairScheduler, org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler}} => yarn.resourcemanager.reservation-system.plan.follower != null",behavior
13,yarn.timeline-service.webapp.https.address,yarn.http.policy,yarn.http.policy = HTTPS_ONLY => yarn.timeline-service.webapp.https.address != null,control
14,yarn.log-aggregation-enable,yarn.nodemanager.remote-app-log-dir,yarn.log-aggregation-enable = true => yarn.nodemanager.remote-app-log-dir != null,control
15,yarn.nodemanager.health-checker.script.path,yarn.nodemanager.health-checker.interval-ms,yarn.nodemanager.health-checker.interval-ms > 0 => yarn.nodemanager.health-checker.script.path != null,control
16,yarn.node-labels.enabled,yarn.resourcemanager.node-labels.provider,yarn.node-labels.enabled = true => yarn.resourcemanager.node-labels.provider != null,control
17,yarn.resourcemanager.recovery.enabled,yarn.resourcemanager.ha.rm-ids,yarn.resourcemanager.recovery.enabled = true => yarn.resourcemanager.ha.rm-ids != null,control
18,yarn.nodemanager.runtime.linux.docker.privileged-containers.allowed,yarn.nodemanager.runtime.linux.docker.privileged-containers.acl,yarn.nodemanager.runtime.linux.docker.privileged-containers.allowed = true => yarn.nodemanager.runtime.linux.docker.privileged-containers.acl != null,control
19,yarn.resourcemanager.system-metrics-publisher.enabled,yarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size,yarn.resourcemanager.system-metrics-publisher.enabled = true => yarn.resourcemanager.system-metrics-publisher.dispatcher.pool-size > 0,control
20,yarn.acl.enable,yarn.acl.reservation-enable,yarn.acl.enable = true => yarn.acl.reservation-enable = ANY,control
21,yarn.scheduler.maximum-allocation-mb,yarn.scheduler.minimum-allocation-mb,yarn.scheduler.maximum-allocation-mb >= yarn.scheduler.minimum-allocation-mb,control
22,yarn.resourcemanager.admin.client.thread-count,yarn.resourcemanager.scheduler.client.thread-count,yarn.resourcemanager.admin.client.thread-count > {{x}} => yarn.resourcemanager.scheduler.client.thread-count > {{x}} * 0.8,control
23,yarn.resourcemanager.scheduler.monitor.enable,yarn.resourcemanager.scheduler.monitor.policies,yarn.resourcemanager.scheduler.monitor.enable = true => yarn.resourcemanager.scheduler.monitor.policies != null,control
24,yarn.nodemanager.node-labels.provider,yarn.nodemanager.node-labels.provider.configured-node-partition,"yarn.nodemanager.node-labels.provider = ""config"" => yarn.nodemanager.node-labels.provider.configured-node-partition != null",control
25,yarn.nodemanager.amrmproxy.ha.enable,yarn.nodemanager.amrmproxy.ha.protocol.class,yarn.nodemanager.amrmproxy.ha.enable = true => yarn.nodemanager.amrmproxy.ha.protocol.class != null,control
26,yarn.resourcemanager.ha.automatic-failover.embedded,yarn.resourcemanager.ha.enabled,yarn.resourcemanager.ha.automatic-failover.embedded = true => yarn.resourcemanager.ha.enabled = true,control
