id,Parameter1,Parameter2,bnf,type
1,hbase.mob.file.cache.size,hbase.mob.cache.evict.period,hbase.mob.file.cache.size > 0 => hbase.mob.cache.evict.period > 0,behavior
2,hbase.master.infoserver.redirect,hbase.master.info.port,hbase.master.infoserver.redirect = true => hbase.master.info.port != null,control
3,hbase.hstore.checksum.algorithm,hbase.hregion.memstore.flush.size,hbase.hstore.checksum.algorithm != null => hbase.hregion.memstore.flush.size < 134217728,control
4,hbase.master.port,hbase.master.info.port,hbase.master.port != ANY => hbase.master.info.port != ANY,control
5,hbase.column.max.version,hbase.column.min.version,hbase.column.max.version > hbase.column.min.version,control
6,hbase.client.max.perregion.tasks,hbase.regionserver.handler.count,hbase.client.max.perregion.tasks > 0 => hbase.regionserver.handler.count > 0,control
7,hbase.storescanner.parallel.seek.threads,hbase.storescanner.parallel.seek.enable,hbase.storescanner.parallel.seek.enable = true => hbase.storescanner.parallel.seek.threads > 0,control
8,hbase.hstore.compaction.ratio.offpeak,hbase.offpeak.start.hour,hbase.hstore.compaction.ratio.offpeak != ANY => hbase.offpeak.start.hour != null,control
9,hbase.rest.csrf.enabled,hbase.rest-csrf.browser-useragents-regex,hbase.rest.csrf.enabled = true => hbase.rest-csrf.browser-useragents-regex != null,control
10,hbase.ipc.server.callqueue.read.ratio,hbase.ipc.server.handler.count,hbase.ipc.server.callqueue.read.ratio != 0 => hbase.ipc.server.handler.count > 0,control
11,hbase.hstore.flusher.count,hbase.hregion.memstore.flush.size,hbase.hstore.flusher.count > 1 => hbase.hregion.memstore.flush.size > 134217728,control
12,hbase.security.authentication,hbase.rest.filter.classes,"hbase.security.authentication = ""kerberos"" => hbase.rest.filter.classes != null",control
13,hbase.regionserver.kerberos.principal,hbase.regionserver.keytab.file,hbase.regionserver.kerberos.principal != null => hbase.regionserver.keytab.file != null,control
14,hbase.mob.cache.evict.remain.ratio,hbase.regionserver.global.memstore.size,hbase.mob.cache.evict.remain.ratio in {{0.2..0.5}} => hbase.regionserver.global.memstore.size > 0.4,control
15,hbase.security.exec.permission.checks,hbase.cluster.distributed,hbase.cluster.distributed = true => hbase.security.exec.permission.checks = true,control
16,hbase.data.umask.enable,hbase.data.umask,hbase.data.umask.enable = true => hbase.data.umask != null,default
17,hbase.master.procedurewalcleaner.ttl,hbase.master.logcleaner.ttl,hbase.master.logcleaner.ttl = hbase.master.procedurewalcleaner.ttl,value
18,hbase.server.compactchecker.interval.multiplier,hbase.server.thread.wakefrequency,hbase.server.compactchecker.interval.multiplier * hbase.server.thread.wakefrequency = <valueExpression>,value
19,hbase.zookeeper.dns.interface,hbase.zookeeper.dns.nameserver,hbase.zookeeper.dns.nameserver = hbase.zookeeper.dns.interface,value
20,hbase.lease.recovery.dfs.timeout,zookeeper.session.timeout,zookeeper.session.timeout < hbase.lease.recovery.dfs.timeout,value
21,hbase.hstore.compactionThreshold,hbase.hstore.compaction.min,hbase.hstore.compactionThreshold > hbase.hstore.compaction.min => hbase.hstore.compaction.min < hbase.hstore.compactionThreshold,value
22,hbase.regionserver.keytab.file,hbase.regionserver.kerberos.principal,hbase.regionserver.kerberos.principal != null => hbase.regionserver.keytab.file != null,value
23,hbase.ipc.server.callqueue.read.ratio,hbase.ipc.server.callqueue.handler.factor,hbase.ipc.server.callqueue.handler.factor > 0 => hbase.ipc.server.callqueue.read.ratio = ANY,value
24,hbase.master.keytab.file,hbase.master.kerberos.principal,hbase.master.kerberos.principal != null => hbase.master.keytab_file != null,value
25,hbase.client.retries.number,hbase.client.operation.timeout,hbase.client.operation.timeout > 0 => hbase.client.retries.number = ANY,value
26,hbase.snapshot.master.timeout.millis,hbase.client.operation.timeout,hbase.client.operation.timeout < hbase.snapshot.master.timeout.millis => hbase.snapshot.master.timeout.millis > hbase.client.operation.timeout,value
27,hbase.lease.recovery.timeout,hbase.lease.recovery.dfs.timeout,hbase.lease.recovery.dfs.timeout < hbase.lease.recovery.timeout,value
28,hbase.hstore.compaction.min.size,hbase.hstore.compaction.ratio.offpeak,hbase.hstore.compaction.min.size * hbase.hstore.compaction.ratio.offpeak < hbase.hstore.compaction.max.size => hbase.hstore.compaction.min.size = ANY,value
29,hbase.hregion.majorcompaction,hbase.hregion.majorcompaction.jitter,hbase.hregion.majorcompaction != 0 => hbase.hregion.majorcompaction.jitter = 0.50,value
30,hbase.client.pause,hbase.client.retries.number,hbase.client.retries.number > 0 => hbase.client.pause > 0,value
31,hbase.client.retries.number,zookeeper.recovery.retry.maxsleeptime,zookeeper.recovery.retry.maxsleeptime > 0 => hbase.client.retries.number = ANY,value
32,hbase.zookeeper.property.initLimit,hbase.zookeeper.property.syncLimit,hbase.zookeeper.property.syncLimit = hbase.zookeeper.property.initLimit,value
